Order 0	number of articles 11
0	Aisle 1	Location 6
1	Aisle 12	Location 29
2	Aisle 17	Location 23
3	Aisle 1	Location 25
4	Aisle 0	Location 40
5	Aisle 6	Location 36
6	Aisle 13	Location 22
7	Aisle 9	Location 17
8	Aisle 1	Location 42
9	Aisle 1	Location 20
10	Aisle 9	Location 0
Order 1	number of articles 10
0	Aisle 16	Location 19
1	Aisle 0	Location 25
2	Aisle 1	Location 9
3	Aisle 1	Location 23
4	Aisle 0	Location 8
5	Aisle 1	Location 3
6	Aisle 11	Location 41
7	Aisle 6	Location 6
8	Aisle 0	Location 19
9	Aisle 0	Location 36
Order 2	number of articles 7
0	Aisle 0	Location 25
1	Aisle 1	Location 9
2	Aisle 6	Location 6
3	Aisle 1	Location 6
4	Aisle 1	Location 40
5	Aisle 1	Location 5
6	Aisle 8	Location 12
Order 3	number of articles 13
0	Aisle 8	Location 21
1	Aisle 11	Location 15
2	Aisle 18	Location 20
3	Aisle 0	Location 6
4	Aisle 1	Location 3
5	Aisle 15	Location 43
6	Aisle 14	Location 26
7	Aisle 1	Location 20
8	Aisle 1	Location 38
9	Aisle 0	Location 29
10	Aisle 13	Location 17
11	Aisle 16	Location 5
12	Aisle 15	Location 22
Order 4	number of articles 12
0	Aisle 12	Location 36
1	Aisle 0	Location 22
2	Aisle 6	Location 19
3	Aisle 18	Location 8
4	Aisle 13	Location 8
5	Aisle 0	Location 38
6	Aisle 1	Location 0
7	Aisle 17	Location 41
8	Aisle 17	Location 27
9	Aisle 0	Location 9
10	Aisle 8	Location 7
11	Aisle 10	Location 42
Order 5	number of articles 6
0	Aisle 13	Location 43
1	Aisle 7	Location 21
2	Aisle 1	Location 42
3	Aisle 11	Location 41
4	Aisle 0	Location 4
5	Aisle 0	Location 19
Order 6	number of articles 22
0	Aisle 0	Location 44
1	Aisle 13	Location 13
2	Aisle 0	Location 3
3	Aisle 15	Location 29
4	Aisle 18	Location 8
5	Aisle 1	Location 32
6	Aisle 11	Location 10
7	Aisle 0	Location 38
8	Aisle 1	Location 39
9	Aisle 1	Location 21
10	Aisle 15	Location 9
11	Aisle 0	Location 8
12	Aisle 7	Location 29
13	Aisle 1	Location 2
14	Aisle 0	Location 29
15	Aisle 11	Location 28
16	Aisle 0	Location 42
17	Aisle 1	Location 30
18	Aisle 1	Location 26
19	Aisle 19	Location 43
20	Aisle 1	Location 37
21	Aisle 0	Location 37
Order 7	number of articles 16
0	Aisle 8	Location 11
1	Aisle 19	Location 25
2	Aisle 7	Location 33
3	Aisle 7	Location 36
4	Aisle 10	Location 19
5	Aisle 8	Location 39
6	Aisle 0	Location 26
7	Aisle 8	Location 10
8	Aisle 12	Location 15
9	Aisle 0	Location 32
10	Aisle 10	Location 37
11	Aisle 0	Location 27
12	Aisle 14	Location 4
13	Aisle 19	Location 29
14	Aisle 12	Location 3
15	Aisle 0	Location 18
Order 8	number of articles 6
0	Aisle 0	Location 25
1	Aisle 10	Location 41
2	Aisle 16	Location 19
3	Aisle 1	Location 3
4	Aisle 0	Location 43
5	Aisle 16	Location 36
Order 9	number of articles 9
0	Aisle 1	Location 24
1	Aisle 8	Location 17
2	Aisle 0	Location 41
3	Aisle 1	Location 42
4	Aisle 14	Location 40
5	Aisle 0	Location 8
6	Aisle 1	Location 11
7	Aisle 18	Location 25
8	Aisle 0	Location 35
Order 10	number of articles 15
0	Aisle 7	Location 20
1	Aisle 1	Location 7
2	Aisle 0	Location 38
3	Aisle 1	Location 37
4	Aisle 1	Location 25
5	Aisle 1	Location 36
6	Aisle 0	Location 12
7	Aisle 17	Location 34
8	Aisle 12	Location 4
9	Aisle 0	Location 25
10	Aisle 1	Location 30
11	Aisle 10	Location 37
12	Aisle 0	Location 5
13	Aisle 16	Location 31
14	Aisle 15	Location 39
Order 11	number of articles 15
0	Aisle 1	Location 37
1	Aisle 0	Location 1
2	Aisle 0	Location 16
3	Aisle 1	Location 29
4	Aisle 18	Location 24
5	Aisle 19	Location 23
6	Aisle 0	Location 25
7	Aisle 15	Location 23
8	Aisle 0	Location 22
9	Aisle 6	Location 8
10	Aisle 0	Location 2
11	Aisle 0	Location 8
12	Aisle 12	Location 24
13	Aisle 0	Location 33
14	Aisle 13	Location 10
Order 12	number of articles 11
0	Aisle 10	Location 36
1	Aisle 14	Location 33
2	Aisle 13	Location 35
3	Aisle 1	Location 8
4	Aisle 0	Location 27
5	Aisle 1	Location 31
6	Aisle 0	Location 17
7	Aisle 11	Location 20
8	Aisle 8	Location 24
9	Aisle 19	Location 31
10	Aisle 8	Location 17
Order 13	number of articles 19
0	Aisle 6	Location 38
1	Aisle 1	Location 22
2	Aisle 6	Location 37
3	Aisle 15	Location 9
4	Aisle 0	Location 35
5	Aisle 10	Location 15
6	Aisle 17	Location 1
7	Aisle 1	Location 20
8	Aisle 0	Location 36
9	Aisle 14	Location 23
10	Aisle 18	Location 34
11	Aisle 10	Location 4
12	Aisle 8	Location 30
13	Aisle 1	Location 24
14	Aisle 0	Location 24
15	Aisle 11	Location 11
16	Aisle 0	Location 17
17	Aisle 15	Location 24
18	Aisle 1	Location 16
Order 14	number of articles 9
0	Aisle 0	Location 31
1	Aisle 1	Location 36
2	Aisle 18	Location 17
3	Aisle 0	Location 12
4	Aisle 1	Location 27
5	Aisle 0	Location 42
6	Aisle 0	Location 21
7	Aisle 0	Location 33
8	Aisle 0	Location 34
Order 15	number of articles 7
0	Aisle 12	Location 22
1	Aisle 0	Location 12
2	Aisle 0	Location 29
3	Aisle 12	Location 2
4	Aisle 19	Location 34
5	Aisle 0	Location 7
6	Aisle 0	Location 3
Order 16	number of articles 17
0	Aisle 0	Location 42
1	Aisle 8	Location 22
2	Aisle 1	Location 30
3	Aisle 1	Location 19
4	Aisle 1	Location 9
5	Aisle 9	Location 14
6	Aisle 15	Location 31
7	Aisle 11	Location 19
8	Aisle 1	Location 35
9	Aisle 13	Location 39
10	Aisle 0	Location 43
11	Aisle 8	Location 14
12	Aisle 6	Location 17
13	Aisle 1	Location 36
14	Aisle 1	Location 21
15	Aisle 1	Location 1
16	Aisle 1	Location 40
Order 17	number of articles 18
0	Aisle 0	Location 36
1	Aisle 9	Location 12
2	Aisle 1	Location 17
3	Aisle 15	Location 19
4	Aisle 0	Location 12
5	Aisle 1	Location 32
6	Aisle 1	Location 29
7	Aisle 7	Location 9
8	Aisle 12	Location 13
9	Aisle 0	Location 13
10	Aisle 1	Location 25
11	Aisle 15	Location 38
12	Aisle 15	Location 28
13	Aisle 6	Location 20
14	Aisle 15	Location 30
15	Aisle 0	Location 11
16	Aisle 11	Location 26
17	Aisle 1	Location 39
Order 18	number of articles 7
0	Aisle 15	Location 38
1	Aisle 0	Location 27
2	Aisle 11	Location 22
3	Aisle 9	Location 20
4	Aisle 1	Location 37
5	Aisle 1	Location 33
6	Aisle 14	Location 22
Order 19	number of articles 20
0	Aisle 16	Location 16
1	Aisle 17	Location 35
2	Aisle 1	Location 36
3	Aisle 1	Location 29
4	Aisle 17	Location 16
5	Aisle 0	Location 19
6	Aisle 0	Location 39
7	Aisle 18	Location 42
8	Aisle 0	Location 1
9	Aisle 0	Location 22
10	Aisle 1	Location 24
11	Aisle 12	Location 25
12	Aisle 13	Location 37
13	Aisle 16	Location 8
14	Aisle 10	Location 18
15	Aisle 16	Location 17
16	Aisle 6	Location 20
17	Aisle 1	Location 20
18	Aisle 7	Location 25
19	Aisle 8	Location 12
Order 20	number of articles 10
0	Aisle 0	Location 41
1	Aisle 13	Location 9
2	Aisle 10	Location 17
3	Aisle 12	Location 27
4	Aisle 1	Location 35
5	Aisle 16	Location 19
6	Aisle 11	Location 1
7	Aisle 1	Location 38
8	Aisle 15	Location 22
9	Aisle 1	Location 8
Order 21	number of articles 11
0	Aisle 18	Location 38
1	Aisle 0	Location 26
2	Aisle 8	Location 36
3	Aisle 0	Location 41
4	Aisle 9	Location 12
5	Aisle 12	Location 12
6	Aisle 1	Location 36
7	Aisle 14	Location 40
8	Aisle 7	Location 4
9	Aisle 18	Location 44
10	Aisle 14	Location 23
Order 22	number of articles 24
0	Aisle 13	Location 29
1	Aisle 0	Location 37
2	Aisle 0	Location 43
3	Aisle 1	Location 15
4	Aisle 1	Location 44
5	Aisle 14	Location 41
6	Aisle 16	Location 14
7	Aisle 0	Location 13
8	Aisle 11	Location 43
9	Aisle 1	Location 24
10	Aisle 9	Location 35
11	Aisle 9	Location 42
12	Aisle 1	Location 2
13	Aisle 15	Location 25
14	Aisle 1	Location 34
15	Aisle 14	Location 36
16	Aisle 0	Location 41
17	Aisle 0	Location 20
18	Aisle 7	Location 3
19	Aisle 13	Location 15
20	Aisle 0	Location 35
21	Aisle 1	Location 19
22	Aisle 1	Location 22
23	Aisle 1	Location 8
Order 23	number of articles 21
0	Aisle 1	Location 14
1	Aisle 0	Location 41
2	Aisle 1	Location 41
3	Aisle 13	Location 19
4	Aisle 1	Location 32
5	Aisle 14	Location 33
6	Aisle 1	Location 30
7	Aisle 16	Location 35
8	Aisle 17	Location 11
9	Aisle 12	Location 0
10	Aisle 7	Location 4
11	Aisle 12	Location 26
12	Aisle 1	Location 37
13	Aisle 15	Location 6
14	Aisle 0	Location 39
15	Aisle 0	Location 20
16	Aisle 1	Location 2
17	Aisle 0	Location 24
18	Aisle 0	Location 12
19	Aisle 1	Location 39
20	Aisle 1	Location 29
Order 24	number of articles 17
0	Aisle 19	Location 29
1	Aisle 0	Location 33
2	Aisle 0	Location 17
3	Aisle 9	Location 12
4	Aisle 1	Location 22
5	Aisle 1	Location 0
6	Aisle 14	Location 13
7	Aisle 0	Location 25
8	Aisle 8	Location 34
9	Aisle 7	Location 17
10	Aisle 1	Location 35
11	Aisle 15	Location 12
12	Aisle 1	Location 12
13	Aisle 1	Location 7
14	Aisle 11	Location 11
15	Aisle 1	Location 6
16	Aisle 1	Location 23
Order 25	number of articles 18
0	Aisle 0	Location 9
1	Aisle 0	Location 33
2	Aisle 11	Location 8
3	Aisle 16	Location 12
4	Aisle 13	Location 17
5	Aisle 1	Location 35
6	Aisle 1	Location 44
7	Aisle 14	Location 40
8	Aisle 0	Location 34
9	Aisle 0	Location 18
10	Aisle 1	Location 29
11	Aisle 1	Location 8
12	Aisle 12	Location 15
13	Aisle 12	Location 1
14	Aisle 13	Location 31
15	Aisle 1	Location 25
