Order 0	number of articles 8
0	Aisle 9	Location 16
1	Aisle 0	Location 42
2	Aisle 12	Location 21
3	Aisle 16	Location 12
4	Aisle 0	Location 7
5	Aisle 0	Location 16
6	Aisle 7	Location 40
7	Aisle 0	Location 30
Order 1	number of articles 22
0	Aisle 0	Location 2
1	Aisle 0	Location 4
2	Aisle 0	Location 8
3	Aisle 15	Location 4
4	Aisle 0	Location 16
5	Aisle 0	Location 26
6	Aisle 0	Location 12
7	Aisle 16	Location 17
8	Aisle 1	Location 14
9	Aisle 0	Location 22
10	Aisle 1	Location 2
11	Aisle 12	Location 25
12	Aisle 1	Location 9
13	Aisle 7	Location 39
14	Aisle 1	Location 33
15	Aisle 0	Location 20
16	Aisle 12	Location 32
17	Aisle 1	Location 43
18	Aisle 18	Location 4
19	Aisle 6	Location 26
20	Aisle 1	Location 18
21	Aisle 13	Location 40
Order 2	number of articles 8
0	Aisle 0	Location 38
1	Aisle 1	Location 3
2	Aisle 9	Location 33
3	Aisle 0	Location 34
4	Aisle 0	Location 0
5	Aisle 14	Location 5
6	Aisle 10	Location 13
7	Aisle 0	Location 1
Order 3	number of articles 10
0	Aisle 0	Location 21
1	Aisle 6	Location 44
2	Aisle 16	Location 42
3	Aisle 0	Location 1
4	Aisle 0	Location 23
5	Aisle 8	Location 41
6	Aisle 1	Location 11
7	Aisle 1	Location 16
8	Aisle 0	Location 24
9	Aisle 7	Location 44
Order 4	number of articles 9
0	Aisle 10	Location 31
1	Aisle 0	Location 0
2	Aisle 0	Location 42
3	Aisle 1	Location 3
4	Aisle 1	Location 8
5	Aisle 6	Location 23
6	Aisle 0	Location 21
7	Aisle 1	Location 18
8	Aisle 1	Location 19
Order 5	number of articles 15
0	Aisle 0	Location 17
1	Aisle 13	Location 16
2	Aisle 14	Location 0
3	Aisle 1	Location 25
4	Aisle 15	Location 36
5	Aisle 1	Location 38
6	Aisle 16	Location 25
7	Aisle 18	Location 22
8	Aisle 17	Location 26
9	Aisle 10	Location 2
10	Aisle 0	Location 41
11	Aisle 1	Location 32
12	Aisle 1	Location 31
13	Aisle 1	Location 24
14	Aisle 19	Location 26
Order 6	number of articles 8
0	Aisle 1	Location 15
1	Aisle 1	Location 24
2	Aisle 14	Location 3
3	Aisle 17	Location 24
4	Aisle 1	Location 40
5	Aisle 9	Location 31
6	Aisle 18	Location 28
7	Aisle 8	Location 29
Order 7	number of articles 13
0	Aisle 0	Location 32
1	Aisle 1	Location 22
2	Aisle 11	Location 28
3	Aisle 7	Location 24
4	Aisle 18	Location 11
5	Aisle 7	Location 11
6	Aisle 1	Location 8
7	Aisle 1	Location 31
8	Aisle 0	Location 2
9	Aisle 10	Location 41
10	Aisle 1	Location 24
11	Aisle 11	Location 39
12	Aisle 1	Location 23
Order 8	number of articles 20
0	Aisle 0	Location 40
1	Aisle 1	Location 37
2	Aisle 6	Location 33
3	Aisle 1	Location 8
4	Aisle 18	Location 15
5	Aisle 13	Location 43
6	Aisle 0	Location 18
7	Aisle 0	Location 27
8	Aisle 0	Location 9
9	Aisle 9	Location 8
10	Aisle 12	Location 15
11	Aisle 1	Location 43
12	Aisle 1	Location 0
13	Aisle 12	Location 37
14	Aisle 13	Location 22
15	Aisle 18	Location 39
16	Aisle 1	Location 34
17	Aisle 18	Location 5
18	Aisle 1	Location 19
19	Aisle 1	Location 15
Order 9	number of articles 24
0	Aisle 0	Location 43
1	Aisle 1	Location 3
2	Aisle 8	Location 14
3	Aisle 9	Location 39
4	Aisle 16	Location 8
5	Aisle 17	Location 35
6	Aisle 0	Location 16
7	Aisle 7	Location 11
8	Aisle 18	Location 43
9	Aisle 19	Location 25
10	Aisle 17	Location 21
11	Aisle 6	Location 31
12	Aisle 1	Location 43
13	Aisle 16	Location 19
14	Aisle 15	Location 36
15	Aisle 1	Location 41
16	Aisle 1	Location 26
17	Aisle 6	Location 4
18	Aisle 1	Location 21
19	Aisle 9	Location 29
20	Aisle 9	Location 37
21	Aisle 10	Location 23
22	Aisle 1	Location 44
23	Aisle 1	Location 12
Order 10	number of articles 13
0	Aisle 0	Location 8
1	Aisle 15	Location 24
2	Aisle 0	Location 9
3	Aisle 14	Location 15
4	Aisle 1	Location 21
5	Aisle 13	Location 39
6	Aisle 16	Location 17
7	Aisle 11	Location 37
8	Aisle 1	Location 40
9	Aisle 14	Location 35
10	Aisle 6	Location 20
11	Aisle 19	Location 36
12	Aisle 13	Location 23
Order 11	number of articles 9
0	Aisle 1	Location 16
1	Aisle 14	Location 0
2	Aisle 16	Location 34
3	Aisle 0	Location 21
4	Aisle 6	Location 12
5	Aisle 18	Location 15
6	Aisle 9	Location 18
7	Aisle 1	Location 34
8	Aisle 12	Location 12
Order 12	number of articles 23
0	Aisle 19	Location 41
1	Aisle 0	Location 27
2	Aisle 10	Location 37
3	Aisle 1	Location 43
4	Aisle 0	Location 3
5	Aisle 19	Location 30
6	Aisle 14	Location 35
7	Aisle 10	Location 33
8	Aisle 0	Location 9
9	Aisle 1	Location 36
10	Aisle 0	Location 4
11	Aisle 7	Location 12
12	Aisle 8	Location 44
13	Aisle 0	Location 34
14	Aisle 18	Location 24
15	Aisle 10	Location 25
16	Aisle 0	Location 29
17	Aisle 14	Location 7
18	Aisle 1	Location 33
19	Aisle 14	Location 3
20	Aisle 1	Location 29
21	Aisle 0	Location 39
22	Aisle 1	Location 30
Order 13	number of articles 23
0	Aisle 14	Location 12
1	Aisle 19	Location 4
2	Aisle 1	Location 0
3	Aisle 1	Location 24
4	Aisle 0	Location 30
5	Aisle 1	Location 32
6	Aisle 8	Location 37
7	Aisle 14	Location 1
8	Aisle 0	Location 5
9	Aisle 0	Location 6
10	Aisle 14	Location 22
11	Aisle 0	Location 21
12	Aisle 18	Location 38
13	Aisle 1	Location 39
14	Aisle 1	Location 21
15	Aisle 18	Location 16
16	Aisle 1	Location 4
17	Aisle 6	Location 18
18	Aisle 0	Location 11
19	Aisle 16	Location 40
20	Aisle 0	Location 12
21	Aisle 0	Location 13
22	Aisle 1	Location 29
Order 14	number of articles 6
0	Aisle 1	Location 33
1	Aisle 7	Location 18
2	Aisle 1	Location 13
3	Aisle 15	Location 4
4	Aisle 1	Location 17
5	Aisle 16	Location 38
Order 15	number of articles 21
0	Aisle 10	Location 39
1	Aisle 0	Location 31
2	Aisle 18	Location 26
3	Aisle 13	Location 17
4	Aisle 11	Location 28
5	Aisle 0	Location 10
6	Aisle 14	Location 32
7	Aisle 0	Location 44
8	Aisle 1	Location 12
9	Aisle 12	Location 31
10	Aisle 0	Location 23
11	Aisle 16	Location 3
12	Aisle 17	Location 12
13	Aisle 6	Location 42
14	Aisle 1	Location 37
15	Aisle 8	Location 29
16	Aisle 1	Location 30
17	Aisle 6	Location 18
18	Aisle 7	Location 0
19	Aisle 0	Location 15
20	Aisle 1	Location 15
Order 16	number of articles 11
