Order 0	number of articles 6
0	Aisle 13	Location 0
1	Aisle 7	Location 4
2	Aisle 10	Location 2
3	Aisle 11	Location 17
4	Aisle 8	Location 15
5	Aisle 13	Location 43
Order 1	number of articles 19
0	Aisle 17	Location 26
1	Aisle 0	Location 42
2	Aisle 16	Location 28
3	Aisle 1	Location 36
4	Aisle 1	Location 13
5	Aisle 15	Location 42
6	Aisle 7	Location 17
7	Aisle 0	Location 43
8	Aisle 16	Location 19
9	Aisle 1	Location 15
10	Aisle 1	Location 22
11	Aisle 17	Location 25
12	Aisle 19	Location 7
13	Aisle 10	Location 43
14	Aisle 1	Location 4
15	Aisle 19	Location 26
16	Aisle 0	Location 11
17	Aisle 0	Location 34
18	Aisle 13	Location 13
Order 2	number of articles 18
0	Aisle 10	Location 18
1	Aisle 0	Location 11
2	Aisle 10	Location 26
3	Aisle 17	Location 0
4	Aisle 10	Location 32
5	Aisle 1	Location 34
6	Aisle 1	Location 42
7	Aisle 1	Location 40
8	Aisle 9	Location 41
9	Aisle 6	Location 34
10	Aisle 1	Location 2
11	Aisle 1	Location 37
12	Aisle 17	Location 42
13	Aisle 8	Location 44
14	Aisle 1	Location 14
15	Aisle 1	Location 18
16	Aisle 1	Location 19
17	Aisle 1	Location 44
Order 3	number of articles 13
0	Aisle 0	Location 14
1	Aisle 0	Location 37
2	Aisle 1	Location 42
3	Aisle 1	Location 12
4	Aisle 0	Location 26
5	Aisle 1	Location 18
6	Aisle 17	Location 24
7	Aisle 1	Location 30
8	Aisle 8	Location 7
9	Aisle 9	Location 6
10	Aisle 0	Location 6
11	Aisle 0	Location 22
12	Aisle 8	Location 23
Order 4	number of articles 22
0	Aisle 0	Location 5
1	Aisle 7	Location 1
2	Aisle 1	Location 3
3	Aisle 1	Location 1
4	Aisle 1	Location 43
5	Aisle 0	Location 41
6	Aisle 0	Location 37
7	Aisle 18	Location 22
8	Aisle 6	Location 3
9	Aisle 19	Location 6
10	Aisle 0	Location 30
11	Aisle 0	Location 9
12	Aisle 0	Location 3
13	Aisle 0	Location 6
14	Aisle 8	Location 9
15	Aisle 13	Location 19
16	Aisle 11	Location 15
17	Aisle 18	Location 30
18	Aisle 0	Location 17
19	Aisle 11	Location 38
20	Aisle 1	Location 42
21	Aisle 1	Location 24
Order 5	number of articles 15
0	Aisle 1	Location 30
1	Aisle 7	Location 28
2	Aisle 7	Location 32
3	Aisle 0	Location 15
4	Aisle 12	Location 41
5	Aisle 10	Location 42
6	Aisle 10	Location 8
7	Aisle 0	Location 34
8	Aisle 9	Location 15
9	Aisle 0	Location 44
10	Aisle 6	Location 37
11	Aisle 0	Location 20
12	Aisle 1	Location 3
13	Aisle 15	Location 2
14	Aisle 0	Location 14
Order 6	number of articles 13
0	Aisle 18	Location 37
1	Aisle 1	Location 43
2	Aisle 0	Location 3
3	Aisle 8	Location 3
4	Aisle 1	Location 23
5	Aisle 12	Location 40
6	Aisle 12	Location 43
7	Aisle 0	Location 13
8	Aisle 0	Location 37
9	Aisle 0	Location 31
10	Aisle 1	Location 35
11	Aisle 0	Location 44
12	Aisle 0	Location 27
Order 7	number of articles 16
0	Aisle 1	Location 15
1	Aisle 0	Location 33
2	Aisle 1	Location 27
3	Aisle 10	Location 5
4	Aisle 0	Location 36
5	Aisle 0	Location 44
6	Aisle 17	Location 22
7	Aisle 1	Location 23
8	Aisle 1	Location 16
9	Aisle 0	Location 21
10	Aisle 8	Location 37
11	Aisle 0	Location 26
12	Aisle 1	Location 9
13	Aisle 8	Location 31
14	Aisle 0	Location 19
15	Aisle 0	Location 43
Order 8	number of articles 16
0	Aisle 1	Location 11
1	Aisle 11	Location 29
2	Aisle 16	Location 36
3	Aisle 0	Location 23
4	Aisle 1	Location 41
5	Aisle 1	Location 34
6	Aisle 1	Location 5
7	Aisle 9	Location 41
8	Aisle 0	Location 19
9	Aisle 0	Location 4
10	Aisle 0	Location 6
11	Aisle 1	Location 33
12	Aisle 0	Location 27
13	Aisle 10	Location 40
14	Aisle 1	Location 9
15	Aisle 7	Location 37
Order 9	number of articles 14
0	Aisle 0	Location 3
1	Aisle 9	Location 19
2	Aisle 13	Location 21
3	Aisle 16	Location 24
4	Aisle 7	Location 21
5	Aisle 0	Location 26
6	Aisle 14	Location 1
7	Aisle 1	Location 31
8	Aisle 16	Location 42
9	Aisle 9	Location 35
10	Aisle 0	Location 12
11	Aisle 0	Location 33
12	Aisle 19	Location 15
13	Aisle 0	Location 32
Order 10	number of articles 17
0	Aisle 14	Location 29
1	Aisle 8	Location 30
2	Aisle 7	Location 14
3	Aisle 19	Location 40
4	Aisle 11	Location 18
5	Aisle 1	Location 1
6	Aisle 1	Location 39
7	Aisle 19	Location 44
8	Aisle 13	Location 9
9	Aisle 1	Location 11
10	Aisle 14	Location 21
11	Aisle 10	Location 7
12	Aisle 0	Location 31
13	Aisle 0	Location 14
14	Aisle 0	Location 36
15	Aisle 11	Location 43
16	Aisle 7	Location 12
Order 11	number of articles 6
0	Aisle 0	Location 7
1	Aisle 14	Location 3
2	Aisle 10	Location 13
3	Aisle 0	Location 43
4	Aisle 12	Location 11
5	Aisle 0	Location 26
Order 12	number of articles 11
0	Aisle 1	Location 3
1	Aisle 12	Location 29
2	Aisle 0	Location 15
3	Aisle 0	Location 24
4	Aisle 0	Location 0
5	Aisle 13	Location 29
6	Aisle 1	Location 28
7	Aisle 7	Location 22
8	Aisle 0	Location 25
9	Aisle 12	Location 40
10	Aisle 0	Location 6
Order 13	number of articles 18
0	Aisle 19	Location 16
1	Aisle 13	Location 10
2	Aisle 15	Location 10
3	Aisle 0	Location 19
4	Aisle 0	Location 24
5	Aisle 0	Location 11
6	Aisle 1	Location 13
7	Aisle 19	Location 20
8	Aisle 9	Location 8
9	Aisle 19	Location 5
10	Aisle 1	Location 29
11	Aisle 0	Location 14
12	Aisle 9	Location 9
13	Aisle 19	Location 28
14	Aisle 16	Location 9
15	Aisle 1	Location 12
16	Aisle 12	Location 41
17	Aisle 13	Location 3
Order 14	number of articles 17
0	Aisle 14	Location 32
1	Aisle 7	Location 20
2	Aisle 0	Location 16
3	Aisle 1	Location 26
4	Aisle 1	Location 24
5	Aisle 0	Location 22
6	Aisle 0	Location 8
7	Aisle 9	Location 8
8	Aisle 7	Location 12
9	Aisle 10	Location 30
10	Aisle 11	Location 28
11	Aisle 12	Location 19
12	Aisle 17	Location 4
13	Aisle 0	Location 28
14	Aisle 7	Location 22
15	Aisle 0	Location 26
16	Aisle 15	Location 29
Order 15	number of articles 9
0	Aisle 0	Location 44
1	Aisle 1	Location 16
2	Aisle 8	Location 15
3	Aisle 0	Location 22
4	Aisle 17	Location 26
5	Aisle 7	Location 19
6	Aisle 1	Location 39
7	Aisle 0	Location 35
8	Aisle 0	Location 26
Order 16	number of articles 21
0	Aisle 1	Location 34
1	Aisle 7	Location 36
2	Aisle 1	Location 5
3	Aisle 7	Location 3
4	Aisle 7	Location 9
5	Aisle 0	Location 20
6	Aisle 1	Location 25
7	Aisle 11	Location 42
8	Aisle 1	Location 41
9	Aisle 18	Location 36
10	Aisle 1	Location 30
11	Aisle 0	Location 31
12	Aisle 14	Location 10
13	Aisle 9	Location 11
14	Aisle 0	Location 1
15	Aisle 0	Location 8
16	Aisle 19	Location 30
17	Aisle 0	Location 11
18	Aisle 12	Location 33
19	Aisle 0	Location 25
20	Aisle 1	Location 36
Order 17	number of articles 10
0	Aisle 17	Location 38
1	Aisle 0	Location 39
2	Aisle 1	Location 26
3	Aisle 7	Location 33
4	Aisle 1	Location 35
5	Aisle 1	Location 16
