Order 0	number of articles 9
0	Aisle 0	Location 41
1	Aisle 1	Location 35
2	Aisle 7	Location 36
3	Aisle 18	Location 19
4	Aisle 7	Location 34
5	Aisle 1	Location 0
6	Aisle 19	Location 25
7	Aisle 19	Location 21
8	Aisle 0	Location 24
Order 1	number of articles 14
0	Aisle 0	Location 36
1	Aisle 13	Location 35
2	Aisle 1	Location 37
3	Aisle 1	Location 8
4	Aisle 13	Location 41
5	Aisle 0	Location 24
6	Aisle 0	Location 17
7	Aisle 13	Location 20
8	Aisle 8	Location 25
9	Aisle 1	Location 18
10	Aisle 0	Location 0
11	Aisle 19	Location 22
12	Aisle 1	Location 9
13	Aisle 1	Location 41
Order 2	number of articles 6
0	Aisle 7	Location 29
1	Aisle 9	Location 28
2	Aisle 1	Location 36
3	Aisle 10	Location 29
4	Aisle 0	Location 21
5	Aisle 18	Location 24
Order 3	number of articles 5
0	Aisle 0	Location 22
1	Aisle 8	Location 8
2	Aisle 12	Location 4
3	Aisle 1	Location 14
4	Aisle 0	Location 31
Order 4	number of articles 6
0	Aisle 10	Location 24
1	Aisle 0	Location 39
2	Aisle 19	Location 30
3	Aisle 0	Location 14
4	Aisle 0	Location 26
5	Aisle 13	Location 11
Order 5	number of articles 6
0	Aisle 7	Location 8
1	Aisle 1	Location 10
2	Aisle 6	Location 24
3	Aisle 0	Location 25
4	Aisle 1	Location 43
5	Aisle 0	Location 39
Order 6	number of articles 12
0	Aisle 1	Location 35
1	Aisle 14	Location 2
2	Aisle 8	Location 11
3	Aisle 0	Location 33
4	Aisle 0	Location 7
5	Aisle 1	Location 5
6	Aisle 0	Location 9
7	Aisle 15	Location 23
8	Aisle 7	Location 19
9	Aisle 1	Location 2
10	Aisle 1	Location 14
11	Aisle 13	Location 25
Order 7	number of articles 10
0	Aisle 12	Location 31
1	Aisle 15	Location 24
2	Aisle 16	Location 5
3	Aisle 6	Location 17
4	Aisle 13	Location 44
5	Aisle 12	Location 22
6	Aisle 1	Location 18
7	Aisle 0	Location 32
8	Aisle 0	Location 0
9	Aisle 10	Location 11
Order 8	number of articles 21
0	Aisle 0	Location 30
1	Aisle 0	Location 33
2	Aisle 15	Location 6
3	Aisle 8	Location 34
4	Aisle 0	Location 19
5	Aisle 0	Location 9
6	Aisle 0	Location 0
7	Aisle 0	Location 35
8	Aisle 9	Location 24
9	Aisle 1	Location 44
10	Aisle 0	Location 27
11	Aisle 0	Location 1
12	Aisle 10	Location 35
13	Aisle 1	Location 8
14	Aisle 7	Location 23
15	Aisle 0	Location 25
16	Aisle 14	Location 24
17	Aisle 0	Location 11
18	Aisle 0	Location 3
19	Aisle 1	Location 36
20	Aisle 0	Location 20
Order 9	number of articles 10
0	Aisle 7	Location 40
1	Aisle 1	Location 3
2	Aisle 16	Location 17
3	Aisle 18	Location 24
4	Aisle 16	Location 43
5	Aisle 11	Location 30
6	Aisle 13	Location 0
7	Aisle 19	Location 8
8	Aisle 17	Location 38
9	Aisle 0	Location 12
Order 10	number of articles 16
0	Aisle 8	Location 16
1	Aisle 16	Location 43
2	Aisle 16	Location 40
3	Aisle 1	Location 38
4	Aisle 0	Location 42
5	Aisle 10	Location 39
6	Aisle 15	Location 14
7	Aisle 0	Location 33
8	Aisle 0	Location 30
9	Aisle 0	Location 29
10	Aisle 16	Location 16
11	Aisle 0	Location 37
12	Aisle 0	Location 26
13	Aisle 8	Location 9
14	Aisle 8	Location 4
15	Aisle 0	Location 11
Order 11	number of articles 19
0	Aisle 0	Location 7
1	Aisle 19	Location 5
2	Aisle 6	Location 38
3	Aisle 10	Location 28
4	Aisle 1	Location 26
5	Aisle 13	Location 5
6	Aisle 0	Location 2
7	Aisle 0	Location 0
8	Aisle 0	Location 23
9	Aisle 1	Location 16
10	Aisle 10	Location 6
11	Aisle 1	Location 24
12	Aisle 1	Location 21
13	Aisle 6	Location 34
14	Aisle 0	Location 17
15	Aisle 9	Location 5
16	Aisle 0	Location 16
17	Aisle 0	Location 8
18	Aisle 0	Location 22
Order 12	number of articles 10
0	Aisle 6	Location 16
1	Aisle 7	Location 30
2	Aisle 6	Location 14
3	Aisle 1	Location 36
4	Aisle 1	Location 4
5	Aisle 0	Location 21
6	Aisle 0	Location 36
7	Aisle 6	Location 13
8	Aisle 0	Location 4
9	Aisle 19	Location 4
Order 13	number of articles 19
0	Aisle 0	Location 27
1	Aisle 6	Location 0
2	Aisle 14	Location 23
3	Aisle 0	Location 14
4	Aisle 1	Location 6
5	Aisle 1	Location 21
6	Aisle 0	Location 2
7	Aisle 0	Location 1
8	Aisle 1	Location 19
9	Aisle 0	Location 32
10	Aisle 17	Location 33
11	Aisle 0	Location 18
12	Aisle 0	Location 40
13	Aisle 11	Location 41
14	Aisle 10	Location 10
15	Aisle 6	Location 18
16	Aisle 10	Location 25
17	Aisle 0	Location 30
18	Aisle 14	Location 3
Order 14	number of articles 18
0	Aisle 1	Location 29
1	Aisle 0	Location 44
2	Aisle 1	Location 3
3	Aisle 1	Location 22
4	Aisle 0	Location 9
5	Aisle 7	Location 25
6	Aisle 19	Location 4
7	Aisle 16	Location 6
8	Aisle 12	Location 40
9	Aisle 19	Location 8
10	Aisle 19	Location 40
11	Aisle 0	Location 20
12	Aisle 1	Location 11
13	Aisle 1	Location 15
14	Aisle 15	Location 40
15	Aisle 1	Location 12
16	Aisle 19	Location 1
17	Aisle 1	Location 34
Order 15	number of articles 12
0	Aisle 0	Location 1
1	Aisle 0	Location 5
2	Aisle 0	Location 3
3	Aisle 1	Location 23
4	Aisle 17	Location 17
5	Aisle 15	Location 38
6	Aisle 1	Location 24
7	Aisle 14	Location 41
8	Aisle 1	Location 13
9	Aisle 0	Location 22
10	Aisle 15	Location 25
11	Aisle 1	Location 16
Order 16	number of articles 19
0	Aisle 11	Location 44
1	Aisle 7	Location 28
2	Aisle 12	Location 10
3	Aisle 0	Location 21
