Order 0	number of articles 11
0	Aisle 14	Location 25
1	Aisle 7	Location 8
2	Aisle 6	Location 1
3	Aisle 13	Location 36
4	Aisle 19	Location 20
5	Aisle 1	Location 33
6	Aisle 18	Location 21
7	Aisle 12	Location 15
8	Aisle 7	Location 23
9	Aisle 2	Location 8
10	Aisle 17	Location 1
Order 1	number of articles 20
0	Aisle 7	Location 4
1	Aisle 9	Location 24
2	Aisle 7	Location 42
3	Aisle 17	Location 10
4	Aisle 9	Location 13
5	Aisle 6	Location 2
6	Aisle 19	Location 6
7	Aisle 10	Location 23
8	Aisle 17	Location 0
9	Aisle 8	Location 25
10	Aisle 9	Location 32
11	Aisle 9	Location 0
12	Aisle 11	Location 9
13	Aisle 0	Location 11
14	Aisle 8	Location 7
15	Aisle 9	Location 21
16	Aisle 3	Location 31
17	Aisle 12	Location 35
18	Aisle 12	Location 21
19	Aisle 16	Location 14
Order 2	number of articles 5
0	Aisle 19	Location 43
1	Aisle 5	Location 42
2	Aisle 4	Location 22
3	Aisle 12	Location 11
4	Aisle 9	Location 16
Order 3	number of articles 20
0	Aisle 5	Location 29
1	Aisle 16	Location 25
2	Aisle 18	Location 41
3	Aisle 11	Location 35
4	Aisle 10	Location 40
5	Aisle 2	Location 17
6	Aisle 11	Location 42
7	Aisle 11	Location 44
8	Aisle 13	Location 3
9	Aisle 17	Location 3
10	Aisle 2	Location 10
11	Aisle 15	Location 1
12	Aisle 10	Location 28
13	Aisle 8	Location 18
14	Aisle 2	Location 32
15	Aisle 7	Location 39
16	Aisle 2	Location 29
17	Aisle 11	Location 30
18	Aisle 19	Location 21
19	Aisle 17	Location 18
Order 4	number of articles 16
0	Aisle 5	Location 13
1	Aisle 18	Location 9
2	Aisle 12	Location 25
3	Aisle 10	Location 27
4	Aisle 18	Location 6
5	Aisle 1	Location 42
6	Aisle 18	Location 34
7	Aisle 4	Location 16
8	Aisle 10	Location 10
9	Aisle 16	Location 21
10	Aisle 19	Location 5
11	Aisle 6	Location 42
12	Aisle 14	Location 35
13	Aisle 16	Location 44
14	Aisle 0	Location 8
15	Aisle 14	Location 18
Order 5	number of articles 10
0	Aisle 7	Location 8
1	Aisle 16	Location 42
2	Aisle 3	Location 25
3	Aisle 0	Location 0
4	Aisle 6	Location 27
5	Aisle 1	Location 9
6	Aisle 8	Location 34
7	Aisle 13	Location 5
8	Aisle 17	Location 38
9	Aisle 5	Location 2
Order 6	number of articles 7
0	Aisle 15	Location 13
1	Aisle 14	Location 19
2	Aisle 1	Location 11
3	Aisle 11	Location 12
4	Aisle 10	Location 44
5	Aisle 19	Location 24
6	Aisle 17	Location 9
Order 7	number of articles 16
0	Aisle 18	Location 41
1	Aisle 2	Location 30
2	Aisle 12	Location 22
3	Aisle 10	Location 22
4	Aisle 5	Location 12
5	Aisle 16	Location 9
6	Aisle 4	Location 20
7	Aisle 8	Location 8
8	Aisle 1	Location 24
9	Aisle 3	Location 8
10	Aisle 14	Location 1
11	Aisle 14	Location 6
12	Aisle 9	Location 18
13	Aisle 0	Location 38
14	Aisle 15	Location 0
15	Aisle 16	Location 22
Order 8	number of articles 19
0	Aisle 3	Location 8
1	Aisle 5	Location 24
2	Aisle 14	Location 33
3	Aisle 0	Location 27
4	Aisle 0	Location 6
5	Aisle 2	Location 39
6	Aisle 17	Location 31
7	Aisle 16	Location 44
8	Aisle 12	Location 26
9	Aisle 6	Location 13
10	Aisle 5	Location 14
11	Aisle 11	Location 16
12	Aisle 12	Location 15
13	Aisle 7	Location 16
14	Aisle 18	Location 3
15	Aisle 4	Location 5
16	Aisle 7	Location 5
17	Aisle 0	Location 0
18	Aisle 19	Location 16
Order 9	number of articles 17
0	Aisle 19	Location 44
1	Aisle 1	Location 40
2	Aisle 18	Location 31
3	Aisle 1	Location 38
4	Aisle 16	Location 43
5	Aisle 9	Location 4
6	Aisle 14	Location 15
7	Aisle 7	Location 29
8	Aisle 15	Location 30
9	Aisle 1	Location 44
10	Aisle 4	Location 32
11	Aisle 7	Location 30
12	Aisle 7	Location 14
13	Aisle 12	Location 35
14	Aisle 11	Location 38
15	Aisle 19	Location 13
16	Aisle 19	Location 28
Order 10	number of articles 17
0	Aisle 15	Location 1
1	Aisle 9	Location 27
2	Aisle 10	Location 25
3	Aisle 16	Location 32
4	Aisle 6	Location 5
5	Aisle 10	Location 30
6	Aisle 3	Location 26
7	Aisle 8	Location 19
8	Aisle 14	Location 27
9	Aisle 0	Location 2
10	Aisle 12	Location 20
11	Aisle 1	Location 31
12	Aisle 6	Location 15
13	Aisle 3	Location 10
14	Aisle 7	Location 22
15	Aisle 3	Location 36
16	Aisle 9	Location 14
Order 11	number of articles 23
0	Aisle 5	Location 12
1	Aisle 4	Location 30
2	Aisle 14	Location 30
3	Aisle 11	Location 40
4	Aisle 1	Location 26
5	Aisle 0	Location 14
6	Aisle 19	Location 5
7	Aisle 16	Location 11
8	Aisle 17	Location 6
9	Aisle 0	Location 41
10	Aisle 1	Location 0
11	Aisle 19	Location 35
12	Aisle 1	Location 10
13	Aisle 15	Location 7
14	Aisle 4	Location 20
15	Aisle 15	Location 8
16	Aisle 16	Location 38
17	Aisle 14	Location 38
18	Aisle 3	Location 23
19	Aisle 10	Location 42
20	Aisle 5	Location 9
21	Aisle 14	Location 1
22	Aisle 2	Location 32
Order 12	number of articles 21
0	Aisle 2	Location 11
1	Aisle 8	Location 27
2	Aisle 6	Location 15
3	Aisle 12	Location 0
4	Aisle 16	Location 14
5	Aisle 15	Location 12
6	Aisle 0	Location 23
7	Aisle 16	Location 39
8	Aisle 10	Location 34
9	Aisle 2	Location 41
10	Aisle 19	Location 8
11	Aisle 2	Location 18
12	Aisle 11	Location 40
13	Aisle 15	Location 25
14	Aisle 7	Location 27
15	Aisle 5	Location 8
16	Aisle 3	Location 0
17	Aisle 3	Location 21
18	Aisle 0	Location 34
19	Aisle 11	Location 31
20	Aisle 11	Location 30
Order 13	number of articles 23
0	Aisle 5	Location 26
1	Aisle 4	Location 7
2	Aisle 2	Location 13
3	Aisle 13	Location 8
4	Aisle 13	Location 23
5	Aisle 3	Location 7
6	Aisle 19	Location 36
7	Aisle 17	Location 38
