Order 0	number of articles 9
0	Aisle 0	Location 12
1	Aisle 11	Location 23
2	Aisle 4	Location 40
3	Aisle 5	Location 24
4	Aisle 15	Location 32
5	Aisle 11	Location 1
6	Aisle 1	Location 14
7	Aisle 11	Location 13
8	Aisle 13	Location 36
Order 1	number of articles 7
0	Aisle 10	Location 18
1	Aisle 16	Location 34
2	Aisle 5	Location 38
3	Aisle 2	Location 13
4	Aisle 15	Location 34
5	Aisle 12	Location 33
6	Aisle 18	Location 31
Order 2	number of articles 7
0	Aisle 14	Location 9
1	Aisle 15	Location 22
2	Aisle 2	Location 30
3	Aisle 7	Location 19
4	Aisle 8	Location 26
5	Aisle 1	Location 27
6	Aisle 9	Location 4
Order 3	number of articles 5
0	Aisle 11	Location 16
1	Aisle 1	Location 40
2	Aisle 9	Location 12
3	Aisle 11	Location 1
4	Aisle 18	Location 39
Order 4	number of articles 7
0	Aisle 9	Location 22
1	Aisle 16	Location 22
2	Aisle 2	Location 14
3	Aisle 13	Location 3
4	Aisle 15	Location 29
5	Aisle 0	Location 22
6	Aisle 11	Location 29
Order 5	number of articles 15
0	Aisle 8	Location 24
1	Aisle 4	Location 43
2	Aisle 1	Location 17
3	Aisle 17	Location 41
4	Aisle 7	Location 18
5	Aisle 3	Location 28
6	Aisle 10	Location 1
7	Aisle 17	Location 8
8	Aisle 13	Location 11
9	Aisle 9	Location 7
10	Aisle 15	Location 44
11	Aisle 0	Location 31
12	Aisle 16	Location 0
13	Aisle 15	Location 16
14	Aisle 3	Location 29
Order 6	number of articles 14
0	Aisle 16	Location 17
1	Aisle 7	Location 19
2	Aisle 15	Location 2
3	Aisle 4	Location 29
4	Aisle 2	Location 5
5	Aisle 17	Location 15
6	Aisle 16	Location 41
7	Aisle 4	Location 38
8	Aisle 17	Location 23
9	Aisle 12	Location 28
10	Aisle 15	Location 5
11	Aisle 18	Location 4
12	Aisle 4	Location 6
13	Aisle 3	Location 26
Order 7	number of articles 6
0	Aisle 5	Location 15
1	Aisle 1	Location 4
2	Aisle 7	Location 44
3	Aisle 18	Location 1
4	Aisle 6	Location 44
5	Aisle 7	Location 1
Order 8	number of articles 9
0	Aisle 10	Location 34
1	Aisle 2	Location 2
2	Aisle 1	Location 22
3	Aisle 3	Location 2
4	Aisle 2	Location 6
5	Aisle 14	Location 37
6	Aisle 12	Location 25
7	Aisle 13	Location 14
8	Aisle 3	Location 15
Order 9	number of articles 5
0	Aisle 11	Location 37
1	Aisle 8	Location 7
2	Aisle 8	Location 5
3	Aisle 14	Location 3
4	Aisle 11	Location 30
Order 10	number of articles 21
0	Aisle 19	Location 16
1	Aisle 2	Location 21
2	Aisle 6	Location 36
3	Aisle 19	Location 35
4	Aisle 19	Location 29
5	Aisle 10	Location 7
6	Aisle 8	Location 42
7	Aisle 9	Location 41
8	Aisle 5	Location 16
