Order 0	number of articles 19
0	Aisle 11	Location 3
1	Aisle 1	Location 13
2	Aisle 0	Location 27
3	Aisle 19	Location 39
4	Aisle 0	Location 23
5	Aisle 1	Location 27
6	Aisle 1	Location 28
7	Aisle 15	Location 19
8	Aisle 1	Location 9
9	Aisle 9	Location 12
10	Aisle 0	Location 35
11	Aisle 13	Location 27
12	Aisle 12	Location 18
13	Aisle 11	Location 34
14	Aisle 15	Location 20
15	Aisle 1	Location 14
16	Aisle 1	Location 3
17	Aisle 1	Location 2
18	Aisle 0	Location 43
Order 1	number of articles 7
0	Aisle 11	Location 7
1	Aisle 0	Location 1
2	Aisle 10	Location 14
3	Aisle 0	Location 5
4	Aisle 11	Location 20
5	Aisle 1	Location 18
6	Aisle 1	Location 31
Order 2	number of articles 8
0	Aisle 0	Location 28
1	Aisle 12	Location 7
2	Aisle 10	Location 27
3	Aisle 15	Location 15
4	Aisle 13	Location 39
5	Aisle 0	Location 8
6	Aisle 8	Location 35
7	Aisle 0	Location 31
Order 3	number of articles 18
0	Aisle 6	Location 3
1	Aisle 0	Location 15
2	Aisle 0	Location 35
3	Aisle 1	Location 28
4	Aisle 14	Location 30
5	Aisle 17	Location 38
6	Aisle 15	Location 39
7	Aisle 0	Location 20
8	Aisle 15	Location 11
9	Aisle 17	Location 25
10	Aisle 18	Location 14
11	Aisle 14	Location 44
12	Aisle 1	Location 36
13	Aisle 1	Location 16
14	Aisle 0	Location 8
15	Aisle 0	Location 34
16	Aisle 10	Location 24
17	Aisle 6	Location 10
Order 4	number of articles 17
0	Aisle 13	Location 3
1	Aisle 18	Location 21
2	Aisle 0	Location 21
3	Aisle 0	Location 19
4	Aisle 12	Location 12
5	Aisle 0	Location 27
6	Aisle 6	Location 7
7	Aisle 0	Location 30
8	Aisle 1	Location 20
9	Aisle 1	Location 6
10	Aisle 13	Location 29
11	Aisle 6	Location 38
12	Aisle 19	Location 44
13	Aisle 0	Location 7
14	Aisle 1	Location 16
15	Aisle 16	Location 4
16	Aisle 16	Location 26
Order 5	number of articles 19
0	Aisle 1	Location 1
1	Aisle 1	Location 13
2	Aisle 1	Location 3
3	Aisle 1	Location 4
4	Aisle 0	Location 9
5	Aisle 1	Location 36
6	Aisle 0	Location 40
7	Aisle 7	Location 1
8	Aisle 16	Location 20
9	Aisle 0	Location 20
10	Aisle 7	Location 37
11	Aisle 13	Location 27
12	Aisle 10	Location 25
13	Aisle 1	Location 27
14	Aisle 0	Location 21
15	Aisle 0	Location 43
16	Aisle 10	Location 19
17	Aisle 9	Location 18
18	Aisle 6	Location 33
Order 6	number of articles 21
0	Aisle 8	Location 25
1	Aisle 1	Location 19
2	Aisle 1	Location 35
3	Aisle 18	Location 12
4	Aisle 0	Location 18
5	Aisle 0	Location 9
6	Aisle 12	Location 33
7	Aisle 1	Location 11
8	Aisle 16	Location 30
9	Aisle 1	Location 6
10	Aisle 0	Location 28
11	Aisle 0	Location 43
12	Aisle 0	Location 10
13	Aisle 1	Location 5
14	Aisle 1	Location 18
15	Aisle 9	Location 36
16	Aisle 0	Location 1
17	Aisle 16	Location 3
18	Aisle 18	Location 30
19	Aisle 19	Location 24
20	Aisle 12	Location 31
Order 7	number of articles 18
0	Aisle 19	Location 30
1	Aisle 14	Location 5
2	Aisle 1	Location 35
3	Aisle 11	Location 40
4	Aisle 13	Location 8
5	Aisle 12	Location 15
6	Aisle 0	Location 37
7	Aisle 1	Location 9
8	Aisle 6	Location 30
9	Aisle 10	Location 22
10	Aisle 1	Location 12
11	Aisle 17	Location 42
12	Aisle 1	Location 36
13	Aisle 13	Location 15
14	Aisle 1	Location 37
15	Aisle 0	Location 3
16	Aisle 1	Location 26
17	Aisle 9	Location 2
Order 8	number of articles 21
0	Aisle 14	Location 29
1	Aisle 0	Location 39
2	Aisle 12	Location 12
3	Aisle 17	Location 3
4	Aisle 13	Location 37
5	Aisle 1	Location 18
6	Aisle 0	Location 29
7	Aisle 1	Location 32
8	Aisle 9	Location 7
9	Aisle 10	Location 6
10	Aisle 17	Location 11
11	Aisle 1	Location 28
12	Aisle 1	Location 39
13	Aisle 17	Location 31
14	Aisle 1	Location 24
15	Aisle 1	Location 35
16	Aisle 18	Location 20
