Order 0	number of articles 6
0	Aisle 9	Location 32
1	Aisle 9	Location 28
2	Aisle 0	Location 22
3	Aisle 0	Location 19
4	Aisle 0	Location 31
5	Aisle 15	Location 40
Order 1	number of articles 13
0	Aisle 1	Location 31
1	Aisle 8	Location 31
2	Aisle 1	Location 32
3	Aisle 6	Location 39
4	Aisle 1	Location 4
5	Aisle 1	Location 26
6	Aisle 1	Location 27
7	Aisle 1	Location 43
8	Aisle 0	Location 26
9	Aisle 19	Location 28
10	Aisle 0	Location 13
11	Aisle 1	Location 34
12	Aisle 1	Location 0
Order 2	number of articles 6
0	Aisle 1	Location 12
1	Aisle 1	Location 5
2	Aisle 7	Location 19
3	Aisle 0	Location 25
4	Aisle 0	Location 19
5	Aisle 9	Location 25
Order 3	number of articles 16
0	Aisle 16	Location 5
1	Aisle 0	Location 3
2	Aisle 0	Location 16
3	Aisle 10	Location 30
4	Aisle 19	Location 26
5	Aisle 0	Location 7
6	Aisle 1	Location 1
7	Aisle 0	Location 6
8	Aisle 1	Location 34
9	Aisle 10	Location 41
10	Aisle 6	Location 28
11	Aisle 1	Location 13
12	Aisle 0	Location 37
13	Aisle 19	Location 41
14	Aisle 17	Location 7
15	Aisle 14	Location 10
Order 4	number of articles 7
0	Aisle 1	Location 4
1	Aisle 0	Location 10
2	Aisle 1	Location 18
3	Aisle 14	Location 7
4	Aisle 0	Location 25
5	Aisle 1	Location 34
6	Aisle 1	Location 44
Order 5	number of articles 20
0	Aisle 7	Location 35
1	Aisle 17	Location 31
2	Aisle 1	Location 37
3	Aisle 10	Location 3
4	Aisle 1	Location 8
5	Aisle 1	Location 42
6	Aisle 0	Location 29
7	Aisle 14	Location 38
8	Aisle 0	Location 38
9	Aisle 6	Location 8
10	Aisle 1	Location 32
11	Aisle 11	Location 5
12	Aisle 12	Location 20
13	Aisle 1	Location 35
14	Aisle 0	Location 12
15	Aisle 1	Location 9
16	Aisle 6	Location 24
17	Aisle 1	Location 16
18	Aisle 1	Location 25
19	Aisle 1	Location 44
Order 6	number of articles 21
0	Aisle 15	Location 0
1	Aisle 0	Location 6
2	Aisle 17	Location 38
3	Aisle 1	Location 38
4	Aisle 0	Location 28
5	Aisle 0	Location 9
6	Aisle 1	Location 29
7	Aisle 18	Location 15
8	Aisle 14	Location 31
9	Aisle 1	Location 43
10	Aisle 13	Location 3
