Order 0	number of articles 13
0	Aisle 0	Location 20
1	Aisle 16	Location 9
2	Aisle 0	Location 33
3	Aisle 1	Location 35
4	Aisle 11	Location 42
5	Aisle 7	Location 29
6	Aisle 0	Location 22
7	Aisle 1	Location 7
8	Aisle 1	Location 11
9	Aisle 16	Location 12
10	Aisle 1	Location 14
11	Aisle 1	Location 4
12	Aisle 12	Location 30
Order 1	number of articles 19
0	Aisle 6	Location 4
1	Aisle 1	Location 39
2	Aisle 10	Location 6
3	Aisle 1	Location 21
4	Aisle 1	Location 14
5	Aisle 17	Location 21
6	Aisle 1	Location 6
7	Aisle 0	Location 34
8	Aisle 16	Location 2
9	Aisle 1	Location 33
10	Aisle 1	Location 19
11	Aisle 10	Location 26
12	Aisle 0	Location 16
13	Aisle 1	Location 15
14	Aisle 0	Location 23
15	Aisle 8	Location 0
16	Aisle 0	Location 22
17	Aisle 10	Location 16
18	Aisle 15	Location 32
Order 2	number of articles 14
0	Aisle 15	Location 24
1	Aisle 1	Location 24
2	Aisle 14	Location 14
3	Aisle 0	Location 0
4	Aisle 11	Location 4
5	Aisle 0	Location 32
6	Aisle 6	Location 18
7	Aisle 0	Location 3
8	Aisle 0	Location 9
9	Aisle 19	Location 16
10	Aisle 11	Location 43
11	Aisle 17	Location 34
12	Aisle 14	Location 37
13	Aisle 16	Location 39
Order 3	number of articles 18
0	Aisle 0	Location 22
1	Aisle 7	Location 34
2	Aisle 1	Location 38
3	Aisle 19	Location 22
4	Aisle 12	Location 16
5	Aisle 0	Location 35
6	Aisle 16	Location 36
7	Aisle 18	Location 42
8	Aisle 0	Location 44
9	Aisle 0	Location 37
10	Aisle 11	Location 14
11	Aisle 19	Location 23
12	Aisle 1	Location 6
13	Aisle 1	Location 4
14	Aisle 0	Location 0
15	Aisle 6	Location 37
16	Aisle 0	Location 41
17	Aisle 10	Location 29
Order 4	number of articles 7
0	Aisle 0	Location 12
1	Aisle 9	Location 39
2	Aisle 0	Location 39
3	Aisle 0	Location 13
4	Aisle 7	Location 19
5	Aisle 1	Location 22
6	Aisle 1	Location 18
Order 5	number of articles 19
0	Aisle 19	Location 18
1	Aisle 0	Location 25
2	Aisle 15	Location 28
3	Aisle 6	Location 43
4	Aisle 0	Location 42
5	Aisle 0	Location 3
6	Aisle 0	Location 28
7	Aisle 0	Location 23
8	Aisle 10	Location 22
9	Aisle 0	Location 12
10	Aisle 15	Location 25
11	Aisle 18	Location 9
12	Aisle 15	Location 12
13	Aisle 0	Location 15
14	Aisle 1	Location 19
15	Aisle 0	Location 6
16	Aisle 0	Location 17
17	Aisle 7	Location 18
18	Aisle 0	Location 35
Order 6	number of articles 16
0	Aisle 1	Location 18
1	Aisle 18	Location 25
2	Aisle 1	Location 30
3	Aisle 11	Location 26
