Order 0	number of articles 14
0	Aisle 19	Location 40
1	Aisle 0	Location 11
2	Aisle 8	Location 14
3	Aisle 15	Location 9
4	Aisle 0	Location 22
5	Aisle 14	Location 24
6	Aisle 0	Location 2
7	Aisle 19	Location 7
8	Aisle 1	Location 38
9	Aisle 9	Location 29
10	Aisle 1	Location 25
11	Aisle 13	Location 7
12	Aisle 0	Location 5
13	Aisle 15	Location 11
Order 1	number of articles 23
0	Aisle 10	Location 1
1	Aisle 1	Location 1
2	Aisle 16	Location 3
3	Aisle 1	Location 7
4	Aisle 0	Location 5
5	Aisle 11	Location 14
6	Aisle 1	Location 3
7	Aisle 1	Location 28
8	Aisle 1	Location 43
9	Aisle 0	Location 16
10	Aisle 0	Location 29
11	Aisle 0	Location 13
12	Aisle 7	Location 4
13	Aisle 1	Location 11
14	Aisle 15	Location 43
15	Aisle 17	Location 25
16	Aisle 9	Location 41
17	Aisle 9	Location 42
18	Aisle 1	Location 15
19	Aisle 1	Location 38
20	Aisle 17	Location 10
21	Aisle 10	Location 40
22	Aisle 9	Location 43
Order 2	number of articles 22
0	Aisle 0	Location 3
1	Aisle 1	Location 30
2	Aisle 6	Location 6
3	Aisle 0	Location 32
4	Aisle 7	Location 44
5	Aisle 16	Location 11
6	Aisle 0	Location 24
7	Aisle 16	Location 14
8	Aisle 19	Location 29
9	Aisle 1	Location 34
10	Aisle 15	Location 38
11	Aisle 1	Location 36
12	Aisle 1	Location 42
13	Aisle 1	Location 15
14	Aisle 6	Location 2
15	Aisle 7	Location 10
16	Aisle 16	Location 36
17	Aisle 17	Location 10
18	Aisle 13	Location 2
19	Aisle 8	Location 6
20	Aisle 1	Location 29
21	Aisle 0	Location 25
Order 3	number of articles 15
0	Aisle 13	Location 42
1	Aisle 0	Location 11
2	Aisle 1	Location 26
3	Aisle 9	Location 5
4	Aisle 14	Location 36
5	Aisle 8	Location 24
6	Aisle 0	Location 20
7	Aisle 9	Location 18
8	Aisle 19	Location 2
9	Aisle 0	Location 37
10	Aisle 16	Location 4
11	Aisle 0	Location 35
12	Aisle 17	Location 19
13	Aisle 0	Location 23
14	Aisle 1	Location 18
Order 4	number of articles 6
0	Aisle 9	Location 26
1	Aisle 0	Location 12
2	Aisle 13	Location 17
3	Aisle 16	Location 19
4	Aisle 1	Location 38
5	Aisle 0	Location 15
Order 5	number of articles 13
0	Aisle 1	Location 35
1	Aisle 1	Location 25
2	Aisle 17	Location 43
3	Aisle 0	Location 40
4	Aisle 0	Location 11
5	Aisle 1	Location 0
6	Aisle 1	Location 44
7	Aisle 0	Location 37
8	Aisle 1	Location 26
9	Aisle 14	Location 13
10	Aisle 0	Location 39
11	Aisle 0	Location 30
12	Aisle 0	Location 41
Order 6	number of articles 7
0	Aisle 1	Location 2
1	Aisle 13	Location 9
2	Aisle 10	Location 30
3	Aisle 1	Location 14
4	Aisle 1	Location 15
5	Aisle 16	Location 44
6	Aisle 0	Location 18
Order 7	number of articles 19
0	Aisle 1	Location 31
1	Aisle 0	Location 23
2	Aisle 1	Location 44
3	Aisle 1	Location 38
4	Aisle 17	Location 42
5	Aisle 10	Location 43
6	Aisle 1	Location 40
7	Aisle 14	Location 30
8	Aisle 13	Location 23
9	Aisle 1	Location 13
10	Aisle 19	Location 41
11	Aisle 12	Location 13
12	Aisle 1	Location 2
13	Aisle 0	Location 36
14	Aisle 0	Location 10
15	Aisle 10	Location 37
16	Aisle 18	Location 26
17	Aisle 1	Location 32
18	Aisle 14	Location 29
Order 8	number of articles 16
0	Aisle 0	Location 35
1	Aisle 8	Location 17
2	Aisle 16	Location 30
3	Aisle 1	Location 15
4	Aisle 0	Location 18
5	Aisle 0	Location 42
6	Aisle 0	Location 12
7	Aisle 11	Location 16
8	Aisle 19	Location 8
9	Aisle 14	Location 26
10	Aisle 17	Location 10
11	Aisle 0	Location 32
12	Aisle 1	Location 33
13	Aisle 1	Location 19
14	Aisle 17	Location 19
15	Aisle 1	Location 42
Order 9	number of articles 6
0	Aisle 0	Location 10
1	Aisle 1	Location 2
2	Aisle 10	Location 28
3	Aisle 7	Location 17
4	Aisle 9	Location 2
5	Aisle 10	Location 21
Order 10	number of articles 6
0	Aisle 1	Location 24
1	Aisle 16	Location 10
2	Aisle 18	Location 18
3	Aisle 19	Location 13
4	Aisle 1	Location 33
5	Aisle 1	Location 38
Order 11	number of articles 13
0	Aisle 7	Location 44
1	Aisle 1	Location 32
2	Aisle 19	Location 39
3	Aisle 12	Location 2
4	Aisle 11	Location 6
5	Aisle 0	Location 3
6	Aisle 1	Location 33
7	Aisle 6	Location 40
8	Aisle 0	Location 16
9	Aisle 19	Location 18
10	Aisle 1	Location 2
11	Aisle 0	Location 27
12	Aisle 1	Location 22
Order 12	number of articles 19
0	Aisle 19	Location 44
1	Aisle 12	Location 39
2	Aisle 16	Location 15
3	Aisle 15	Location 11
4	Aisle 9	Location 37
5	Aisle 8	Location 18
6	Aisle 16	Location 0
7	Aisle 0	Location 0
8	Aisle 11	Location 25
9	Aisle 10	Location 2
10	Aisle 7	Location 3
11	Aisle 19	Location 4
12	Aisle 1	Location 10
13	Aisle 19	Location 1
14	Aisle 0	Location 27
15	Aisle 12	Location 6
16	Aisle 9	Location 38
17	Aisle 0	Location 35
18	Aisle 0	Location 1
Order 13	number of articles 6
0	Aisle 12	Location 1
1	Aisle 16	Location 10
2	Aisle 1	Location 13
3	Aisle 15	Location 7
4	Aisle 11	Location 3
5	Aisle 9	Location 21
Order 14	number of articles 15
0	Aisle 11	Location 2
1	Aisle 6	Location 24
2	Aisle 0	Location 9
3	Aisle 17	Location 42
4	Aisle 0	Location 3
5	Aisle 1	Location 7
6	Aisle 6	Location 29
7	Aisle 0	Location 41
8	Aisle 8	Location 32
9	Aisle 16	Location 41
10	Aisle 7	Location 11
11	Aisle 1	Location 31
12	Aisle 0	Location 4
13	Aisle 19	Location 8
14	Aisle 9	Location 39
Order 15	number of articles 21
0	Aisle 1	Location 28
1	Aisle 12	Location 39
2	Aisle 1	Location 12
3	Aisle 1	Location 27
4	Aisle 15	Location 42
5	Aisle 0	Location 24
6	Aisle 1	Location 32
7	Aisle 0	Location 22
8	Aisle 0	Location 18
9	Aisle 1	Location 25
10	Aisle 10	Location 31
11	Aisle 12	Location 20
12	Aisle 1	Location 8
13	Aisle 15	Location 41
14	Aisle 9	Location 18
15	Aisle 0	Location 0
16	Aisle 0	Location 29
17	Aisle 0	Location 43
18	Aisle 7	Location 16
19	Aisle 1	Location 11
20	Aisle 1	Location 43
Order 16	number of articles 17
0	Aisle 18	Location 35
1	Aisle 1	Location 25
2	Aisle 6	Location 36
3	Aisle 0	Location 4
4	Aisle 7	Location 17
5	Aisle 16	Location 39
6	Aisle 0	Location 34
7	Aisle 0	Location 19
8	Aisle 1	Location 43
9	Aisle 1	Location 40
10	Aisle 7	Location 19
11	Aisle 0	Location 32
12	Aisle 7	Location 36
13	Aisle 1	Location 11
14	Aisle 1	Location 23
15	Aisle 7	Location 37
16	Aisle 0	Location 24
Order 17	number of articles 19
0	Aisle 12	Location 12
1	Aisle 8	Location 38
2	Aisle 10	Location 14
3	Aisle 0	Location 32
4	Aisle 0	Location 34
5	Aisle 1	Location 12
6	Aisle 1	Location 42
7	Aisle 11	Location 7
8	Aisle 0	Location 37
9	Aisle 8	Location 37
10	Aisle 1	Location 14
11	Aisle 12	Location 1
12	Aisle 1	Location 21
13	Aisle 7	Location 13
14	Aisle 6	Location 37
15	Aisle 0	Location 14
16	Aisle 0	Location 2
17	Aisle 9	Location 26
18	Aisle 13	Location 31
Order 18	number of articles 12
0	Aisle 0	Location 27
1	Aisle 10	Location 32
2	Aisle 9	Location 9
3	Aisle 0	Location 6
4	Aisle 13	Location 15
5	Aisle 1	Location 18
6	Aisle 1	Location 15
7	Aisle 0	Location 42
8	Aisle 12	Location 14
9	Aisle 1	Location 25
10	Aisle 13	Location 4
11	Aisle 0	Location 24
Order 19	number of articles 22
0	Aisle 0	Location 23
1	Aisle 9	Location 37
2	Aisle 18	Location 37
3	Aisle 15	Location 18
4	Aisle 1	Location 5
5	Aisle 19	Location 16
6	Aisle 6	Location 23
7	Aisle 1	Location 16
8	Aisle 7	Location 21
9	Aisle 1	Location 17
10	Aisle 1	Location 22
11	Aisle 0	Location 34
12	Aisle 0	Location 7
13	Aisle 14	Location 44
14	Aisle 1	Location 18
15	Aisle 0	Location 4
16	Aisle 1	Location 20
17	Aisle 1	Location 13
18	Aisle 13	Location 33
19	Aisle 1	Location 12
20	Aisle 10	Location 40
21	Aisle 15	Location 6
