Order 0	number of articles 9
0	Aisle 0	Location 15
1	Aisle 14	Location 6
2	Aisle 18	Location 38
3	Aisle 1	Location 13
4	Aisle 0	Location 30
5	Aisle 12	Location 33
6	Aisle 0	Location 7
7	Aisle 0	Location 4
8	Aisle 17	Location 5
Order 1	number of articles 18
0	Aisle 12	Location 27
1	Aisle 0	Location 31
2	Aisle 0	Location 25
3	Aisle 0	Location 7
4	Aisle 17	Location 26
5	Aisle 19	Location 33
6	Aisle 0	Location 26
7	Aisle 0	Location 10
8	Aisle 1	Location 33
9	Aisle 0	Location 29
10	Aisle 8	Location 39
11	Aisle 19	Location 17
12	Aisle 1	Location 32
13	Aisle 0	Location 19
14	Aisle 8	Location 15
15	Aisle 1	Location 21
16	Aisle 16	Location 42
17	Aisle 15	Location 6
Order 2	number of articles 21
0	Aisle 11	Location 1
1	Aisle 19	Location 29
2	Aisle 15	Location 10
3	Aisle 11	Location 7
4	Aisle 15	Location 20
5	Aisle 1	Location 44
6	Aisle 1	Location 22
7	Aisle 1	Location 15
8	Aisle 15	Location 1
9	Aisle 17	Location 18
10	Aisle 14	Location 38
11	Aisle 17	Location 33
12	Aisle 0	Location 2
13	Aisle 0	Location 36
14	Aisle 1	Location 26
15	Aisle 8	Location 26
16	Aisle 12	Location 39
17	Aisle 10	Location 22
18	Aisle 9	Location 31
19	Aisle 6	Location 28
20	Aisle 0	Location 3
Order 3	number of articles 8
0	Aisle 16	Location 8
1	Aisle 15	Location 30
2	Aisle 0	Location 7
3	Aisle 9	Location 30
4	Aisle 1	Location 14
5	Aisle 0	Location 12
6	Aisle 0	Location 31
7	Aisle 19	Location 17
Order 4	number of articles 20
0	Aisle 0	Location 31
1	Aisle 0	Location 40
2	Aisle 0	Location 15
3	Aisle 1	Location 3
4	Aisle 18	Location 33
5	Aisle 0	Location 32
6	Aisle 9	Location 3
7	Aisle 0	Location 36
8	Aisle 10	Location 20
9	Aisle 1	Location 9
10	Aisle 1	Location 23
11	Aisle 19	Location 32
12	Aisle 1	Location 38
13	Aisle 11	Location 6
14	Aisle 1	Location 18
15	Aisle 19	Location 21
16	Aisle 12	Location 6
17	Aisle 8	Location 17
18	Aisle 14	Location 31
19	Aisle 0	Location 5
Order 5	number of articles 7
0	Aisle 0	Location 26
1	Aisle 0	Location 12
2	Aisle 0	Location 5
3	Aisle 0	Location 9
4	Aisle 10	Location 8
5	Aisle 19	Location 10
6	Aisle 19	Location 32
Order 6	number of articles 9
0	Aisle 1	Location 8
1	Aisle 18	Location 13
2	Aisle 0	Location 24
3	Aisle 1	Location 15
4	Aisle 1	Location 23
5	Aisle 9	Location 16
6	Aisle 0	Location 25
7	Aisle 0	Location 20
8	Aisle 0	Location 3
Order 7	number of articles 21
0	Aisle 1	Location 21
1	Aisle 0	Location 9
2	Aisle 0	Location 24
3	Aisle 10	Location 20
4	Aisle 14	Location 13
5	Aisle 17	Location 3
6	Aisle 8	Location 32
7	Aisle 9	Location 13
8	Aisle 1	Location 9
9	Aisle 1	Location 13
10	Aisle 15	Location 19
11	Aisle 12	Location 26
12	Aisle 17	Location 33
13	Aisle 10	Location 22
14	Aisle 10	Location 0
15	Aisle 0	Location 39
16	Aisle 0	Location 23
17	Aisle 0	Location 15
18	Aisle 1	Location 40
19	Aisle 6	Location 21
20	Aisle 14	Location 37
Order 8	number of articles 19
0	Aisle 12	Location 5
1	Aisle 0	Location 5
2	Aisle 0	Location 4
3	Aisle 0	Location 43
4	Aisle 0	Location 34
5	Aisle 0	Location 38
6	Aisle 12	Location 20
7	Aisle 1	Location 23
8	Aisle 8	Location 21
9	Aisle 0	Location 28
10	Aisle 1	Location 28
11	Aisle 7	Location 10
12	Aisle 12	Location 17
13	Aisle 1	Location 24
14	Aisle 19	Location 29
15	Aisle 8	Location 25
16	Aisle 1	Location 20
17	Aisle 8	Location 5
18	Aisle 6	Location 14
Order 9	number of articles 15
0	Aisle 1	Location 5
1	Aisle 1	Location 30
2	Aisle 19	Location 24
3	Aisle 0	Location 1
4	Aisle 1	Location 8
5	Aisle 6	Location 16
6	Aisle 15	Location 36
7	Aisle 19	Location 1
8	Aisle 1	Location 43
9	Aisle 1	Location 11
10	Aisle 0	Location 41
11	Aisle 18	Location 20
12	Aisle 1	Location 16
13	Aisle 7	Location 12
14	Aisle 0	Location 12
Order 10	number of articles 18
0	Aisle 11	Location 20
1	Aisle 12	Location 19
2	Aisle 0	Location 24
3	Aisle 1	Location 17
4	Aisle 0	Location 14
5	Aisle 15	Location 3
6	Aisle 8	Location 43
7	Aisle 1	Location 3
8	Aisle 0	Location 9
9	Aisle 0	Location 36
10	Aisle 0	Location 10
11	Aisle 19	Location 23
12	Aisle 10	Location 3
13	Aisle 15	Location 30
14	Aisle 1	Location 28
15	Aisle 18	Location 36
16	Aisle 1	Location 23
17	Aisle 0	Location 44
Order 11	number of articles 15
0	Aisle 8	Location 0
1	Aisle 1	Location 29
2	Aisle 0	Location 6
3	Aisle 11	Location 27
4	Aisle 0	Location 3
5	Aisle 1	Location 1
6	Aisle 13	Location 23
7	Aisle 16	Location 36
8	Aisle 1	Location 42
9	Aisle 7	Location 10
10	Aisle 0	Location 29
11	Aisle 10	Location 22
12	Aisle 0	Location 28
13	Aisle 16	Location 18
14	Aisle 1	Location 30
Order 12	number of articles 7
0	Aisle 18	Location 37
1	Aisle 9	Location 2
2	Aisle 0	Location 28
3	Aisle 8	Location 30
4	Aisle 1	Location 6
5	Aisle 7	Location 0
6	Aisle 0	Location 24
Order 13	number of articles 19
0	Aisle 14	Location 8
1	Aisle 9	Location 43
2	Aisle 7	Location 8
3	Aisle 7	Location 44
4	Aisle 6	Location 42
5	Aisle 1	Location 30
6	Aisle 1	Location 41
7	Aisle 6	Location 14
8	Aisle 1	Location 23
9	Aisle 9	Location 26
10	Aisle 0	Location 12
11	Aisle 0	Location 28
12	Aisle 6	Location 6
13	Aisle 11	Location 23
14	Aisle 1	Location 26
15	Aisle 13	Location 33
16	Aisle 0	Location 5
17	Aisle 15	Location 24
18	Aisle 0	Location 0
Order 14	number of articles 8
0	Aisle 10	Location 10
1	Aisle 0	Location 29
2	Aisle 17	Location 10
3	Aisle 1	Location 42
4	Aisle 0	Location 43
5	Aisle 0	Location 24
6	Aisle 1	Location 19
7	Aisle 8	Location 7
Order 15	number of articles 19
0	Aisle 0	Location 39
1	Aisle 12	Location 37
2	Aisle 14	Location 35
3	Aisle 10	Location 24
