Order 0	number of articles 19
0	Aisle 19	Location 6
1	Aisle 9	Location 29
2	Aisle 0	Location 20
3	Aisle 0	Location 30
4	Aisle 0	Location 11
5	Aisle 0	Location 35
6	Aisle 14	Location 8
7	Aisle 0	Location 42
8	Aisle 0	Location 16
9	Aisle 1	Location 21
10	Aisle 6	Location 27
11	Aisle 6	Location 7
12	Aisle 18	Location 25
13	Aisle 1	Location 40
14	Aisle 17	Location 42
15	Aisle 0	Location 32
16	Aisle 19	Location 22
17	Aisle 0	Location 18
18	Aisle 1	Location 12
Order 1	number of articles 5
0	Aisle 0	Location 29
1	Aisle 6	Location 19
2	Aisle 16	Location 43
3	Aisle 1	Location 34
4	Aisle 6	Location 11
Order 2	number of articles 19
0	Aisle 1	Location 3
1	Aisle 1	Location 14
2	Aisle 0	Location 11
3	Aisle 19	Location 42
4	Aisle 16	Location 37
5	Aisle 16	Location 27
6	Aisle 18	Location 28
7	Aisle 1	Location 17
8	Aisle 0	Location 16
9	Aisle 8	Location 21
10	Aisle 14	Location 20
11	Aisle 17	Location 0
12	Aisle 0	Location 2
13	Aisle 19	Location 10
14	Aisle 0	Location 10
15	Aisle 18	Location 35
16	Aisle 1	Location 44
17	Aisle 1	Location 34
18	Aisle 18	Location 4
Order 3	number of articles 7
0	Aisle 10	Location 41
1	Aisle 13	Location 38
2	Aisle 18	Location 2
3	Aisle 11	Location 14
4	Aisle 0	Location 20
5	Aisle 0	Location 38
6	Aisle 16	Location 7
Order 4	number of articles 23
0	Aisle 6	Location 18
1	Aisle 1	Location 8
2	Aisle 18	Location 39
3	Aisle 1	Location 7
4	Aisle 0	Location 40
5	Aisle 17	Location 28
6	Aisle 0	Location 7
7	Aisle 1	Location 21
8	Aisle 11	Location 27
9	Aisle 0	Location 30
10	Aisle 11	Location 34
11	Aisle 10	Location 9
12	Aisle 0	Location 26
13	Aisle 18	Location 31
14	Aisle 0	Location 32
15	Aisle 1	Location 16
16	Aisle 18	Location 29
17	Aisle 15	Location 19
18	Aisle 15	Location 33
19	Aisle 12	Location 19
20	Aisle 11	Location 36
21	Aisle 1	Location 32
22	Aisle 19	Location 16
Order 5	number of articles 21
0	Aisle 11	Location 33
1	Aisle 18	Location 23
2	Aisle 0	Location 0
3	Aisle 6	Location 33
4	Aisle 0	Location 15
5	Aisle 1	Location 42
6	Aisle 0	Location 1
7	Aisle 9	Location 36
8	Aisle 11	Location 14
9	Aisle 0	Location 18
10	Aisle 12	Location 42
11	Aisle 9	Location 37
12	Aisle 10	Location 25
13	Aisle 0	Location 29
14	Aisle 9	Location 13
15	Aisle 18	Location 0
16	Aisle 0	Location 21
17	Aisle 7	Location 31
18	Aisle 0	Location 3
19	Aisle 9	Location 21
20	Aisle 0	Location 11
Order 6	number of articles 7
0	Aisle 1	Location 1
1	Aisle 14	Location 31
2	Aisle 7	Location 4
3	Aisle 1	Location 9
4	Aisle 0	Location 18
5	Aisle 0	Location 17
6	Aisle 19	Location 36
Order 7	number of articles 9
0	Aisle 0	Location 14
1	Aisle 0	Location 40
2	Aisle 18	Location 41
3	Aisle 0	Location 43
4	Aisle 18	Location 25
5	Aisle 10	Location 26
6	Aisle 14	Location 40
7	Aisle 8	Location 9
8	Aisle 1	Location 25
Order 8	number of articles 16
0	Aisle 9	Location 11
1	Aisle 12	Location 27
2	Aisle 7	Location 25
3	Aisle 0	Location 24
4	Aisle 19	Location 5
5	Aisle 0	Location 41
6	Aisle 6	Location 5
7	Aisle 13	Location 7
8	Aisle 8	Location 16
9	Aisle 0	Location 31
10	Aisle 0	Location 6
11	Aisle 17	Location 39
12	Aisle 1	Location 41
13	Aisle 1	Location 15
14	Aisle 14	Location 36
15	Aisle 0	Location 4
Order 9	number of articles 6
0	Aisle 10	Location 21
1	Aisle 0	Location 41
2	Aisle 1	Location 39
3	Aisle 12	Location 29
4	Aisle 0	Location 21
5	Aisle 1	Location 9
Order 10	number of articles 10
0	Aisle 11	Location 28
1	Aisle 17	Location 37
2	Aisle 15	Location 22
3	Aisle 0	Location 28
4	Aisle 0	Location 37
5	Aisle 19	Location 14
6	Aisle 17	Location 2
7	Aisle 17	Location 19
8	Aisle 0	Location 42
9	Aisle 0	Location 34
Order 11	number of articles 14
0	Aisle 18	Location 3
1	Aisle 1	Location 11
2	Aisle 0	Location 34
3	Aisle 1	Location 20
4	Aisle 0	Location 31
