Order 0	number of articles 7
0	Aisle 14	Location 24
1	Aisle 10	Location 30
2	Aisle 12	Location 19
3	Aisle 12	Location 31
4	Aisle 3	Location 9
5	Aisle 8	Location 27
6	Aisle 11	Location 41
Order 1	number of articles 19
0	Aisle 7	Location 1
1	Aisle 4	Location 11
2	Aisle 18	Location 16
3	Aisle 12	Location 42
4	Aisle 6	Location 12
5	Aisle 17	Location 28
6	Aisle 7	Location 13
7	Aisle 15	Location 12
8	Aisle 4	Location 27
9	Aisle 17	Location 24
10	Aisle 0	Location 19
11	Aisle 19	Location 16
12	Aisle 14	Location 22
13	Aisle 11	Location 41
14	Aisle 1	Location 29
15	Aisle 12	Location 7
16	Aisle 16	Location 31
17	Aisle 7	Location 15
18	Aisle 16	Location 43
Order 2	number of articles 22
0	Aisle 19	Location 28
1	Aisle 6	Location 16
2	Aisle 14	Location 12
3	Aisle 7	Location 31
4	Aisle 16	Location 1
5	Aisle 11	Location 19
6	Aisle 19	Location 1
7	Aisle 8	Location 26
8	Aisle 4	Location 1
9	Aisle 13	Location 16
10	Aisle 0	Location 37
11	Aisle 13	Location 35
12	Aisle 6	Location 24
13	Aisle 8	Location 17
14	Aisle 8	Location 14
15	Aisle 12	Location 16
16	Aisle 4	Location 9
17	Aisle 6	Location 4
18	Aisle 8	Location 9
19	Aisle 0	Location 7
20	Aisle 10	Location 37
21	Aisle 7	Location 14
Order 3	number of articles 5
0	Aisle 15	Location 8
1	Aisle 5	Location 3
2	Aisle 7	Location 20
3	Aisle 14	Location 6
4	Aisle 18	Location 3
Order 4	number of articles 5
0	Aisle 9	Location 13
1	Aisle 4	Location 33
2	Aisle 6	Location 37
3	Aisle 5	Location 19
4	Aisle 0	Location 44
Order 5	number of articles 18
0	Aisle 9	Location 6
1	Aisle 10	Location 23
2	Aisle 10	Location 0
3	Aisle 5	Location 18
4	Aisle 11	Location 44
5	Aisle 4	Location 15
6	Aisle 6	Location 11
7	Aisle 2	Location 19
8	Aisle 15	Location 28
9	Aisle 12	Location 21
10	Aisle 13	Location 22
11	Aisle 8	Location 22
12	Aisle 16	Location 17
13	Aisle 10	Location 41
14	Aisle 18	Location 23
15	Aisle 13	Location 34
16	Aisle 19	Location 17
17	Aisle 17	Location 40
Order 6	number of articles 11
0	Aisle 18	Location 4
