Order 0	number of articles 7
0	Aisle 13	Location 24
1	Aisle 19	Location 3
2	Aisle 0	Location 8
3	Aisle 15	Location 0
4	Aisle 7	Location 41
5	Aisle 13	Location 22
6	Aisle 14	Location 40
Order 1	number of articles 21
0	Aisle 8	Location 23
1	Aisle 3	Location 9
2	Aisle 12	Location 35
3	Aisle 19	Location 19
4	Aisle 1	Location 38
5	Aisle 12	Location 26
6	Aisle 12	Location 28
7	Aisle 8	Location 37
8	Aisle 2	Location 37
9	Aisle 11	Location 29
10	Aisle 6	Location 37
11	Aisle 12	Location 8
12	Aisle 11	Location 13
13	Aisle 14	Location 28
14	Aisle 3	Location 5
15	Aisle 18	Location 2
16	Aisle 19	Location 14
17	Aisle 15	Location 34
18	Aisle 11	Location 25
19	Aisle 14	Location 44
20	Aisle 2	Location 12
Order 2	number of articles 7
0	Aisle 9	Location 15
1	Aisle 12	Location 42
2	Aisle 0	Location 20
3	Aisle 7	Location 37
4	Aisle 15	Location 28
5	Aisle 7	Location 26
6	Aisle 3	Location 1
Order 3	number of articles 5
0	Aisle 16	Location 4
1	Aisle 5	Location 44
2	Aisle 3	Location 13
3	Aisle 1	Location 34
4	Aisle 8	Location 26
Order 4	number of articles 13
0	Aisle 10	Location 2
1	Aisle 12	Location 33
2	Aisle 19	Location 20
3	Aisle 5	Location 9
4	Aisle 10	Location 15
5	Aisle 0	Location 5
6	Aisle 3	Location 39
7	Aisle 16	Location 22
8	Aisle 11	Location 12
9	Aisle 17	Location 2
10	Aisle 0	Location 8
11	Aisle 5	Location 13
12	Aisle 10	Location 8
Order 5	number of articles 17
0	Aisle 18	Location 18
1	Aisle 0	Location 26
2	Aisle 11	Location 29
3	Aisle 2	Location 27
4	Aisle 1	Location 42
5	Aisle 13	Location 37
6	Aisle 17	Location 23
7	Aisle 6	Location 31
8	Aisle 14	Location 43
9	Aisle 0	Location 29
10	Aisle 5	Location 17
11	Aisle 13	Location 12
12	Aisle 13	Location 32
13	Aisle 1	Location 14
14	Aisle 10	Location 2
15	Aisle 4	Location 35
16	Aisle 16	Location 19
Order 6	number of articles 18
0	Aisle 8	Location 26
1	Aisle 19	Location 22
2	Aisle 7	Location 27
3	Aisle 17	Location 6
4	Aisle 19	Location 5
5	Aisle 17	Location 24
6	Aisle 3	Location 24
7	Aisle 0	Location 23
8	Aisle 7	Location 41
9	Aisle 9	Location 10
10	Aisle 0	Location 26
11	Aisle 14	Location 42
12	Aisle 19	Location 3
13	Aisle 2	Location 10
14	Aisle 4	Location 39
15	Aisle 15	Location 11
16	Aisle 8	Location 35
17	Aisle 3	Location 11
Order 7	number of articles 17
0	Aisle 13	Location 15
1	Aisle 2	Location 5
2	Aisle 0	Location 28
3	Aisle 8	Location 21
4	Aisle 0	Location 21
5	Aisle 11	Location 22
6	Aisle 6	Location 10
7	Aisle 12	Location 4
8	Aisle 7	Location 44
9	Aisle 12	Location 36
10	Aisle 1	Location 1
11	Aisle 3	Location 3
12	Aisle 16	Location 36
13	Aisle 5	Location 16
14	Aisle 10	Location 2
15	Aisle 1	Location 38
16	Aisle 14	Location 16
Order 8	number of articles 12
0	Aisle 2	Location 6
1	Aisle 0	Location 40
2	Aisle 7	Location 23
3	Aisle 12	Location 44
4	Aisle 15	Location 28
5	Aisle 12	Location 33
6	Aisle 13	Location 36
7	Aisle 2	Location 23
8	Aisle 13	Location 20
9	Aisle 5	Location 32
10	Aisle 11	Location 20
11	Aisle 2	Location 27
Order 9	number of articles 18
0	Aisle 16	Location 43
1	Aisle 1	Location 13
2	Aisle 14	Location 2
3	Aisle 12	Location 26
4	Aisle 3	Location 3
5	Aisle 10	Location 34
6	Aisle 7	Location 9
7	Aisle 16	Location 0
8	Aisle 0	Location 33
9	Aisle 5	Location 25
10	Aisle 6	Location 32
11	Aisle 19	Location 7
12	Aisle 10	Location 25
13	Aisle 3	Location 40
14	Aisle 11	Location 29
15	Aisle 11	Location 22
16	Aisle 9	Location 40
17	Aisle 2	Location 43
Order 10	number of articles 18
0	Aisle 5	Location 26
1	Aisle 3	Location 15
2	Aisle 6	Location 16
3	Aisle 3	Location 0
4	Aisle 10	Location 13
5	Aisle 4	Location 16
6	Aisle 5	Location 27
7	Aisle 1	Location 6
8	Aisle 8	Location 7
9	Aisle 7	Location 5
10	Aisle 19	Location 44
11	Aisle 4	Location 42
12	Aisle 8	Location 28
13	Aisle 18	Location 16
14	Aisle 14	Location 39
15	Aisle 11	Location 34
16	Aisle 10	Location 42
17	Aisle 1	Location 5
Order 11	number of articles 18
0	Aisle 2	Location 6
1	Aisle 8	Location 12
2	Aisle 5	Location 37
3	Aisle 13	Location 10
4	Aisle 1	Location 32
5	Aisle 15	Location 25
6	Aisle 17	Location 29
7	Aisle 10	Location 12
8	Aisle 16	Location 6
9	Aisle 19	Location 29
10	Aisle 12	Location 35
11	Aisle 12	Location 11
12	Aisle 19	Location 8
13	Aisle 13	Location 38
14	Aisle 5	Location 39
15	Aisle 2	Location 28
16	Aisle 3	Location 35
17	Aisle 15	Location 34
Order 12	number of articles 10
0	Aisle 17	Location 11
1	Aisle 1	Location 43
2	Aisle 18	Location 36
3	Aisle 7	Location 21
4	Aisle 17	Location 37
5	Aisle 1	Location 42
