Order 0	number of articles 9
0	Aisle 14	Location 38
1	Aisle 14	Location 7
2	Aisle 1	Location 38
3	Aisle 15	Location 9
4	Aisle 3	Location 24
5	Aisle 15	Location 6
6	Aisle 3	Location 43
7	Aisle 10	Location 4
8	Aisle 19	Location 16
Order 1	number of articles 18
0	Aisle 6	Location 43
1	Aisle 13	Location 39
2	Aisle 1	Location 26
3	Aisle 12	Location 1
4	Aisle 16	Location 30
5	Aisle 7	Location 5
6	Aisle 4	Location 15
7	Aisle 14	Location 41
8	Aisle 3	Location 18
9	Aisle 13	Location 31
10	Aisle 5	Location 34
11	Aisle 0	Location 34
12	Aisle 10	Location 27
13	Aisle 5	Location 12
14	Aisle 9	Location 44
15	Aisle 9	Location 30
16	Aisle 11	Location 25
17	Aisle 5	Location 40
Order 2	number of articles 15
0	Aisle 14	Location 44
1	Aisle 1	Location 36
2	Aisle 7	Location 43
3	Aisle 6	Location 26
4	Aisle 15	Location 36
5	Aisle 13	Location 7
6	Aisle 17	Location 8
7	Aisle 11	Location 26
8	Aisle 7	Location 42
9	Aisle 9	Location 4
10	Aisle 12	Location 11
11	Aisle 13	Location 39
12	Aisle 7	Location 23
13	Aisle 12	Location 26
14	Aisle 9	Location 7
Order 3	number of articles 11
0	Aisle 12	Location 1
1	Aisle 18	Location 38
2	Aisle 11	Location 43
3	Aisle 11	Location 18
4	Aisle 15	Location 8
5	Aisle 0	Location 17
6	Aisle 7	Location 7
7	Aisle 18	Location 10
8	Aisle 5	Location 27
9	Aisle 13	Location 35
10	Aisle 5	Location 24
Order 4	number of articles 13
0	Aisle 2	Location 8
1	Aisle 9	Location 21
2	Aisle 16	Location 30
3	Aisle 19	Location 39
4	Aisle 1	Location 6
5	Aisle 9	Location 38
6	Aisle 12	Location 41
7	Aisle 0	Location 9
8	Aisle 14	Location 14
9	Aisle 16	Location 36
10	Aisle 7	Location 42
11	Aisle 8	Location 25
12	Aisle 7	Location 15
Order 5	number of articles 6
0	Aisle 13	Location 33
1	Aisle 3	Location 6
2	Aisle 9	Location 21
3	Aisle 1	Location 17
4	Aisle 5	Location 7
