Order 0	number of articles 23
0	Aisle 9	Location 28
1	Aisle 12	Location 36
2	Aisle 18	Location 14
3	Aisle 2	Location 39
4	Aisle 3	Location 40
5	Aisle 2	Location 37
6	Aisle 9	Location 24
7	Aisle 0	Location 2
8	Aisle 4	Location 9
9	Aisle 18	Location 31
10	Aisle 15	Location 5
11	Aisle 7	Location 34
12	Aisle 1	Location 15
13	Aisle 10	Location 42
14	Aisle 14	Location 0
15	Aisle 19	Location 22
16	Aisle 0	Location 21
17	Aisle 15	Location 32
18	Aisle 11	Location 2
19	Aisle 12	Location 21
20	Aisle 2	Location 28
21	Aisle 3	Location 35
22	Aisle 17	Location 27
Order 1	number of articles 15
0	Aisle 17	Location 31
1	Aisle 19	Location 9
2	Aisle 19	Location 1
3	Aisle 8	Location 39
4	Aisle 0	Location 28
5	Aisle 9	Location 18
6	Aisle 15	Location 29
7	Aisle 10	Location 8
8	Aisle 6	Location 31
9	Aisle 12	Location 13
10	Aisle 1	Location 25
11	Aisle 5	Location 23
12	Aisle 10	Location 13
13	Aisle 13	Location 28
14	Aisle 18	Location 6
Order 2	number of articles 8
0	Aisle 4	Location 1
1	Aisle 10	Location 20
2	Aisle 9	Location 41
3	Aisle 9	Location 8
4	Aisle 4	Location 10
5	Aisle 8	Location 17
6	Aisle 9	Location 27
7	Aisle 15	Location 12
Order 3	number of articles 21
0	Aisle 11	Location 30
1	Aisle 9	Location 35
2	Aisle 6	Location 40
3	Aisle 6	Location 20
4	Aisle 9	Location 24
5	Aisle 10	Location 12
6	Aisle 0	Location 10
7	Aisle 4	Location 27
8	Aisle 17	Location 30
9	Aisle 1	Location 26
10	Aisle 5	Location 40
11	Aisle 8	Location 36
12	Aisle 8	Location 4
13	Aisle 11	Location 40
14	Aisle 11	Location 21
15	Aisle 4	Location 37
16	Aisle 11	Location 17
17	Aisle 16	Location 1
18	Aisle 11	Location 3
19	Aisle 9	Location 38
20	Aisle 10	Location 43
Order 4	number of articles 9
0	Aisle 13	Location 44
1	Aisle 1	Location 25
2	Aisle 12	Location 17
3	Aisle 7	Location 16
4	Aisle 10	Location 25
5	Aisle 4	Location 16
6	Aisle 19	Location 41
7	Aisle 0	Location 16
8	Aisle 4	Location 38
Order 5	number of articles 15
0	Aisle 15	Location 28
1	Aisle 7	Location 18
2	Aisle 13	Location 24
3	Aisle 1	Location 5
4	Aisle 15	Location 27
5	Aisle 9	Location 8
6	Aisle 4	Location 1
7	Aisle 5	Location 13
8	Aisle 19	Location 38
9	Aisle 9	Location 0
10	Aisle 9	Location 3
11	Aisle 10	Location 8
12	Aisle 17	Location 39
13	Aisle 1	Location 36
14	Aisle 6	Location 42
Order 6	number of articles 12
0	Aisle 8	Location 11
1	Aisle 8	Location 18
2	Aisle 4	Location 41
3	Aisle 19	Location 39
4	Aisle 5	Location 34
5	Aisle 5	Location 21
6	Aisle 1	Location 29
7	Aisle 19	Location 24
8	Aisle 2	Location 37
9	Aisle 4	Location 3
10	Aisle 12	Location 1
11	Aisle 1	Location 13
Order 7	number of articles 17
0	Aisle 0	Location 36
1	Aisle 4	Location 13
2	Aisle 12	Location 29
3	Aisle 16	Location 3
4	Aisle 3	Location 11
5	Aisle 14	Location 30
6	Aisle 0	Location 11
7	Aisle 18	Location 30
8	Aisle 15	Location 42
9	Aisle 14	Location 27
10	Aisle 3	Location 13
11	Aisle 0	Location 39
12	Aisle 5	Location 24
13	Aisle 17	Location 19
14	Aisle 14	Location 18
15	Aisle 6	Location 43
16	Aisle 2	Location 41
Order 8	number of articles 18
0	Aisle 6	Location 39
1	Aisle 15	Location 43
2	Aisle 8	Location 6
3	Aisle 19	Location 12
4	Aisle 3	Location 11
5	Aisle 13	Location 19
6	Aisle 7	Location 34
7	Aisle 18	Location 23
8	Aisle 3	Location 3
9	Aisle 6	Location 44
10	Aisle 4	Location 30
11	Aisle 18	Location 1
12	Aisle 5	Location 26
13	Aisle 13	Location 44
14	Aisle 6	Location 4
15	Aisle 14	Location 34
16	Aisle 14	Location 38
17	Aisle 1	Location 7
Order 9	number of articles 6
0	Aisle 9	Location 41
1	Aisle 15	Location 13
2	Aisle 12	Location 14
3	Aisle 5	Location 8
4	Aisle 13	Location 41
5	Aisle 0	Location 35
Order 10	number of articles 11
0	Aisle 15	Location 11
1	Aisle 8	Location 8
2	Aisle 2	Location 15
3	Aisle 8	Location 28
4	Aisle 6	Location 11
5	Aisle 6	Location 15
6	Aisle 4	Location 30
7	Aisle 6	Location 12
8	Aisle 4	Location 38
9	Aisle 5	Location 15
10	Aisle 18	Location 5
Order 11	number of articles 7
0	Aisle 1	Location 44
