Order 0	number of articles 15
0	Aisle 1	Location 6
1	Aisle 2	Location 29
2	Aisle 17	Location 10
3	Aisle 2	Location 19
4	Aisle 16	Location 27
5	Aisle 17	Location 32
6	Aisle 13	Location 4
7	Aisle 10	Location 27
8	Aisle 19	Location 13
9	Aisle 11	Location 8
10	Aisle 13	Location 22
11	Aisle 8	Location 23
12	Aisle 14	Location 18
13	Aisle 1	Location 15
14	Aisle 2	Location 41
Order 1	number of articles 15
0	Aisle 17	Location 19
1	Aisle 3	Location 2
2	Aisle 7	Location 33
3	Aisle 1	Location 42
4	Aisle 11	Location 33
5	Aisle 17	Location 24
6	Aisle 12	Location 14
7	Aisle 17	Location 13
8	Aisle 7	Location 39
9	Aisle 8	Location 33
10	Aisle 3	Location 33
11	Aisle 13	Location 43
12	Aisle 11	Location 3
13	Aisle 11	Location 28
14	Aisle 6	Location 1
Order 2	number of articles 8
0	Aisle 8	Location 4
1	Aisle 6	Location 39
2	Aisle 16	Location 16
3	Aisle 3	Location 8
4	Aisle 7	Location 41
5	Aisle 4	Location 38
6	Aisle 13	Location 42
7	Aisle 9	Location 31
Order 3	number of articles 11
0	Aisle 7	Location 39
1	Aisle 0	Location 16
2	Aisle 17	Location 39
3	Aisle 10	Location 3
4	Aisle 7	Location 44
5	Aisle 6	Location 12
6	Aisle 4	Location 2
7	Aisle 17	Location 28
8	Aisle 9	Location 37
9	Aisle 1	Location 36
10	Aisle 3	Location 26
Order 4	number of articles 11
0	Aisle 4	Location 18
1	Aisle 19	Location 9
2	Aisle 7	Location 35
3	Aisle 0	Location 32
4	Aisle 11	Location 24
5	Aisle 14	Location 9
6	Aisle 14	Location 27
7	Aisle 10	Location 38
8	Aisle 10	Location 40
9	Aisle 6	Location 6
10	Aisle 7	Location 32
Order 5	number of articles 21
0	Aisle 8	Location 31
1	Aisle 3	Location 32
2	Aisle 16	Location 1
3	Aisle 15	Location 35
4	Aisle 15	Location 14
5	Aisle 16	Location 22
6	Aisle 16	Location 41
7	Aisle 12	Location 16
8	Aisle 6	Location 4
9	Aisle 16	Location 30
10	Aisle 0	Location 17
11	Aisle 19	Location 20
12	Aisle 4	Location 24
13	Aisle 13	Location 4
14	Aisle 6	Location 35
15	Aisle 15	Location 19
16	Aisle 18	Location 37
17	Aisle 4	Location 31
18	Aisle 10	Location 8
19	Aisle 12	Location 28
20	Aisle 9	Location 32
Order 6	number of articles 15
0	Aisle 13	Location 16
1	Aisle 9	Location 23
2	Aisle 8	Location 20
3	Aisle 18	Location 19
4	Aisle 17	Location 23
5	Aisle 8	Location 18
6	Aisle 9	Location 16
7	Aisle 17	Location 34
8	Aisle 16	Location 4
9	Aisle 10	Location 13
10	Aisle 18	Location 17
11	Aisle 4	Location 26
12	Aisle 12	Location 42
13	Aisle 1	Location 30
14	Aisle 8	Location 41
Order 7	number of articles 10
0	Aisle 12	Location 20
1	Aisle 10	Location 25
2	Aisle 10	Location 41
3	Aisle 12	Location 8
4	Aisle 3	Location 19
5	Aisle 4	Location 36
6	Aisle 9	Location 11
7	Aisle 2	Location 18
8	Aisle 9	Location 38
9	Aisle 6	Location 0
Order 8	number of articles 16
0	Aisle 8	Location 7
1	Aisle 14	Location 33
2	Aisle 7	Location 9
3	Aisle 9	Location 37
4	Aisle 0	Location 42
5	Aisle 15	Location 35
6	Aisle 9	Location 43
7	Aisle 11	Location 19
8	Aisle 4	Location 15
9	Aisle 1	Location 36
10	Aisle 11	Location 9
11	Aisle 1	Location 27
12	Aisle 4	Location 37
13	Aisle 19	Location 30
14	Aisle 17	Location 42
15	Aisle 11	Location 16
Order 9	number of articles 11
0	Aisle 11	Location 33
1	Aisle 12	Location 9
2	Aisle 18	Location 44
3	Aisle 5	Location 20
4	Aisle 1	Location 27
5	Aisle 11	Location 37
6	Aisle 13	Location 25
7	Aisle 8	Location 19
8	Aisle 4	Location 30
9	Aisle 18	Location 33
10	Aisle 11	Location 12
Order 10	number of articles 5
0	Aisle 0	Location 37
1	Aisle 6	Location 13
2	Aisle 4	Location 20
3	Aisle 12	Location 24
4	Aisle 18	Location 12
Order 11	number of articles 21
0	Aisle 2	Location 40
1	Aisle 6	Location 40
2	Aisle 16	Location 36
3	Aisle 16	Location 6
4	Aisle 0	Location 23
5	Aisle 5	Location 1
6	Aisle 15	Location 39
7	Aisle 0	Location 32
8	Aisle 1	Location 26
9	Aisle 12	Location 7
10	Aisle 16	Location 22
