Order 0	number of articles 10
0	Aisle 1	Location 26
1	Aisle 15	Location 20
2	Aisle 17	Location 9
3	Aisle 15	Location 36
4	Aisle 0	Location 37
5	Aisle 6	Location 32
6	Aisle 0	Location 7
7	Aisle 6	Location 43
8	Aisle 1	Location 31
9	Aisle 0	Location 3
Order 1	number of articles 11
0	Aisle 0	Location 28
1	Aisle 0	Location 14
2	Aisle 6	Location 32
3	Aisle 12	Location 37
4	Aisle 19	Location 11
5	Aisle 14	Location 21
6	Aisle 0	Location 7
7	Aisle 7	Location 6
8	Aisle 0	Location 6
9	Aisle 0	Location 4
10	Aisle 1	Location 33
Order 2	number of articles 6
0	Aisle 7	Location 1
1	Aisle 1	Location 1
2	Aisle 1	Location 17
3	Aisle 13	Location 12
4	Aisle 1	Location 36
5	Aisle 11	Location 42
Order 3	number of articles 5
0	Aisle 16	Location 12
1	Aisle 7	Location 34
2	Aisle 1	Location 35
3	Aisle 8	Location 36
4	Aisle 6	Location 39
Order 4	number of articles 5
0	Aisle 0	Location 28
1	Aisle 1	Location 25
2	Aisle 7	Location 14
3	Aisle 1	Location 32
4	Aisle 0	Location 38
Order 5	number of articles 20
0	Aisle 12	Location 4
1	Aisle 1	Location 22
2	Aisle 7	Location 11
3	Aisle 0	Location 14
4	Aisle 11	Location 42
5	Aisle 1	Location 0
6	Aisle 1	Location 13
7	Aisle 1	Location 6
8	Aisle 0	Location 4
9	Aisle 0	Location 28
10	Aisle 8	Location 7
11	Aisle 8	Location 35
12	Aisle 0	Location 25
13	Aisle 11	Location 38
14	Aisle 0	Location 2
15	Aisle 0	Location 13
16	Aisle 1	Location 31
17	Aisle 1	Location 15
18	Aisle 1	Location 26
19	Aisle 1	Location 10
Order 6	number of articles 15
0	Aisle 1	Location 22
1	Aisle 15	Location 44
2	Aisle 1	Location 36
3	Aisle 9	Location 41
4	Aisle 1	Location 18
5	Aisle 0	Location 27
6	Aisle 0	Location 2
7	Aisle 12	Location 9
8	Aisle 11	Location 13
9	Aisle 0	Location 3
10	Aisle 14	Location 29
11	Aisle 16	Location 12
12	Aisle 6	Location 7
13	Aisle 7	Location 37
14	Aisle 13	Location 8
Order 7	number of articles 8
0	Aisle 1	Location 21
1	Aisle 0	Location 28
2	Aisle 0	Location 16
3	Aisle 1	Location 0
4	Aisle 0	Location 24
5	Aisle 6	Location 16
6	Aisle 16	Location 35
7	Aisle 1	Location 38
Order 8	number of articles 5
0	Aisle 0	Location 10
1	Aisle 1	Location 30
2	Aisle 0	Location 44
3	Aisle 1	Location 0
4	Aisle 14	Location 15
Order 9	number of articles 8
0	Aisle 1	Location 29
1	Aisle 0	Location 33
2	Aisle 19	Location 12
3	Aisle 18	Location 44
4	Aisle 17	Location 7
5	Aisle 11	Location 39
6	Aisle 0	Location 16
7	Aisle 19	Location 0
Order 10	number of articles 8
0	Aisle 14	Location 41
1	Aisle 18	Location 34
2	Aisle 0	Location 18
3	Aisle 0	Location 14
4	Aisle 1	Location 4
5	Aisle 10	Location 12
6	Aisle 10	Location 28
7	Aisle 19	Location 40
Order 11	number of articles 16
0	Aisle 1	Location 37
1	Aisle 0	Location 29
2	Aisle 13	Location 10
3	Aisle 15	Location 4
4	Aisle 13	Location 41
5	Aisle 0	Location 12
6	Aisle 1	Location 42
7	Aisle 10	Location 14
8	Aisle 0	Location 34
9	Aisle 1	Location 41
10	Aisle 0	Location 39
11	Aisle 0	Location 41
12	Aisle 0	Location 13
13	Aisle 1	Location 0
14	Aisle 1	Location 11
15	Aisle 0	Location 18
Order 12	number of articles 17
0	Aisle 1	Location 19
1	Aisle 18	Location 42
2	Aisle 16	Location 3
3	Aisle 6	Location 8
4	Aisle 17	Location 15
5	Aisle 0	Location 32
6	Aisle 15	Location 6
7	Aisle 19	Location 6
8	Aisle 17	Location 8
9	Aisle 1	Location 42
10	Aisle 0	Location 1
11	Aisle 0	Location 31
12	Aisle 0	Location 13
13	Aisle 1	Location 21
14	Aisle 1	Location 43
15	Aisle 1	Location 25
16	Aisle 0	Location 5
Order 13	number of articles 20
0	Aisle 6	Location 29
1	Aisle 1	Location 16
2	Aisle 9	Location 5
3	Aisle 0	Location 3
4	Aisle 0	Location 30
5	Aisle 1	Location 28
6	Aisle 13	Location 20
7	Aisle 0	Location 29
8	Aisle 0	Location 42
9	Aisle 16	Location 4
10	Aisle 0	Location 28
