Order 0	number of articles 14
0	Aisle 11	Location 29
1	Aisle 9	Location 11
2	Aisle 0	Location 30
3	Aisle 0	Location 3
4	Aisle 0	Location 29
5	Aisle 7	Location 13
6	Aisle 0	Location 35
7	Aisle 7	Location 21
8	Aisle 15	Location 26
9	Aisle 1	Location 37
10	Aisle 1	Location 34
11	Aisle 6	Location 41
12	Aisle 0	Location 7
13	Aisle 1	Location 41
Order 1	number of articles 18
0	Aisle 11	Location 11
1	Aisle 0	Location 22
2	Aisle 0	Location 14
3	Aisle 12	Location 9
4	Aisle 19	Location 28
5	Aisle 13	Location 28
6	Aisle 12	Location 28
7	Aisle 1	Location 4
8	Aisle 18	Location 30
9	Aisle 0	Location 15
10	Aisle 15	Location 4
11	Aisle 1	Location 22
12	Aisle 17	Location 0
13	Aisle 0	Location 11
14	Aisle 0	Location 8
15	Aisle 0	Location 30
16	Aisle 1	Location 33
17	Aisle 0	Location 37
Order 2	number of articles 5
0	Aisle 17	Location 17
1	Aisle 0	Location 19
2	Aisle 0	Location 44
3	Aisle 17	Location 34
4	Aisle 0	Location 10
Order 3	number of articles 7
0	Aisle 0	Location 42
1	Aisle 0	Location 8
2	Aisle 9	Location 9
3	Aisle 16	Location 36
4	Aisle 1	Location 27
5	Aisle 0	Location 12
6	Aisle 12	Location 20
Order 4	number of articles 17
0	Aisle 0	Location 14
1	Aisle 0	Location 37
2	Aisle 10	Location 1
3	Aisle 1	Location 23
4	Aisle 12	Location 31
5	Aisle 1	Location 17
6	Aisle 7	Location 39
7	Aisle 8	Location 29
8	Aisle 17	Location 10
9	Aisle 0	Location 31
10	Aisle 0	Location 10
11	Aisle 1	Location 31
12	Aisle 0	Location 34
13	Aisle 1	Location 3
14	Aisle 15	Location 16
15	Aisle 9	Location 20
16	Aisle 1	Location 40
Order 5	number of articles 9
0	Aisle 7	Location 14
1	Aisle 11	Location 26
2	Aisle 19	Location 14
3	Aisle 0	Location 24
4	Aisle 15	Location 38
5	Aisle 16	Location 42
6	Aisle 13	Location 15
7	Aisle 0	Location 36
8	Aisle 0	Location 42
Order 6	number of articles 14
0	Aisle 0	Location 31
1	Aisle 7	Location 43
2	Aisle 1	Location 37
3	Aisle 6	Location 18
4	Aisle 7	Location 0
5	Aisle 1	Location 7
6	Aisle 0	Location 26
7	Aisle 1	Location 34
8	Aisle 16	Location 28
9	Aisle 1	Location 14
10	Aisle 0	Location 19
11	Aisle 6	Location 3
12	Aisle 14	Location 34
13	Aisle 0	Location 9
Order 7	number of articles 21
0	Aisle 16	Location 19
1	Aisle 1	Location 24
2	Aisle 17	Location 20
3	Aisle 1	Location 16
4	Aisle 17	Location 16
5	Aisle 17	Location 19
6	Aisle 1	Location 31
7	Aisle 0	Location 6
8	Aisle 1	Location 28
9	Aisle 14	Location 11
10	Aisle 0	Location 43
11	Aisle 6	Location 14
12	Aisle 6	Location 31
13	Aisle 18	Location 1
14	Aisle 10	Location 38
15	Aisle 0	Location 3
16	Aisle 0	Location 10
17	Aisle 11	Location 10
18	Aisle 18	Location 29
19	Aisle 11	Location 13
20	Aisle 1	Location 33
Order 8	number of articles 19
0	Aisle 12	Location 25
1	Aisle 1	Location 38
2	Aisle 1	Location 33
3	Aisle 0	Location 12
4	Aisle 0	Location 6
5	Aisle 0	Location 26
6	Aisle 6	Location 41
7	Aisle 19	Location 30
8	Aisle 8	Location 29
9	Aisle 1	Location 24
10	Aisle 1	Location 3
11	Aisle 0	Location 23
12	Aisle 0	Location 37
13	Aisle 1	Location 42
14	Aisle 15	Location 35
15	Aisle 0	Location 1
16	Aisle 1	Location 5
17	Aisle 0	Location 29
18	Aisle 0	Location 20
Order 9	number of articles 7
0	Aisle 1	Location 31
1	Aisle 11	Location 17
2	Aisle 17	Location 10
3	Aisle 17	Location 34
4	Aisle 6	Location 12
5	Aisle 0	Location 29
6	Aisle 0	Location 0
Order 10	number of articles 23
0	Aisle 11	Location 34
1	Aisle 1	Location 15
2	Aisle 7	Location 27
3	Aisle 1	Location 2
4	Aisle 13	Location 37
5	Aisle 6	Location 10
6	Aisle 0	Location 17
7	Aisle 9	Location 9
8	Aisle 11	Location 21
9	Aisle 7	Location 41
10	Aisle 12	Location 7
11	Aisle 1	Location 20
12	Aisle 1	Location 12
13	Aisle 0	Location 24
14	Aisle 7	Location 39
15	Aisle 0	Location 2
16	Aisle 1	Location 25
17	Aisle 0	Location 6
18	Aisle 1	Location 21
19	Aisle 1	Location 14
20	Aisle 13	Location 10
21	Aisle 0	Location 20
22	Aisle 0	Location 32
Order 11	number of articles 15
0	Aisle 1	Location 35
1	Aisle 0	Location 32
2	Aisle 0	Location 4
3	Aisle 10	Location 29
4	Aisle 13	Location 30
5	Aisle 15	Location 15
6	Aisle 0	Location 34
7	Aisle 8	Location 16
8	Aisle 17	Location 9
9	Aisle 1	Location 3
10	Aisle 16	Location 28
11	Aisle 1	Location 28
12	Aisle 0	Location 1
13	Aisle 16	Location 41
14	Aisle 1	Location 12
Order 12	number of articles 22
0	Aisle 14	Location 35
1	Aisle 0	Location 19
2	Aisle 0	Location 40
3	Aisle 1	Location 42
4	Aisle 8	Location 16
5	Aisle 1	Location 11
6	Aisle 1	Location 15
7	Aisle 0	Location 38
8	Aisle 0	Location 43
9	Aisle 1	Location 35
10	Aisle 0	Location 24
11	Aisle 1	Location 10
12	Aisle 0	Location 39
13	Aisle 19	Location 23
14	Aisle 6	Location 39
15	Aisle 13	Location 34
16	Aisle 15	Location 20
17	Aisle 14	Location 44
18	Aisle 7	Location 10
19	Aisle 19	Location 30
20	Aisle 13	Location 4
21	Aisle 1	Location 6
Order 13	number of articles 6
0	Aisle 1	Location 13
1	Aisle 16	Location 43
2	Aisle 16	Location 6
3	Aisle 0	Location 25
4	Aisle 1	Location 43
5	Aisle 0	Location 14
Order 14	number of articles 23
0	Aisle 8	Location 17
