Order 0	number of articles 12
0	Aisle 0	Location 20
1	Aisle 12	Location 0
2	Aisle 1	Location 30
3	Aisle 0	Location 31
4	Aisle 1	Location 42
5	Aisle 0	Location 22
6	Aisle 0	Location 26
7	Aisle 9	Location 38
8	Aisle 7	Location 11
9	Aisle 1	Location 36
10	Aisle 17	Location 8
11	Aisle 13	Location 22
Order 1	number of articles 11
0	Aisle 12	Location 17
1	Aisle 9	Location 35
2	Aisle 16	Location 27
3	Aisle 0	Location 22
4	Aisle 7	Location 28
5	Aisle 15	Location 33
6	Aisle 1	Location 0
7	Aisle 15	Location 14
8	Aisle 14	Location 42
9	Aisle 1	Location 35
10	Aisle 19	Location 30
Order 2	number of articles 22
0	Aisle 0	Location 34
1	Aisle 6	Location 44
2	Aisle 1	Location 42
3	Aisle 13	Location 9
4	Aisle 0	Location 2
5	Aisle 9	Location 32
6	Aisle 18	Location 35
7	Aisle 0	Location 18
8	Aisle 10	Location 14
9	Aisle 1	Location 35
10	Aisle 1	Location 4
11	Aisle 0	Location 37
12	Aisle 1	Location 25
13	Aisle 1	Location 29
14	Aisle 0	Location 21
15	Aisle 11	Location 13
16	Aisle 1	Location 32
17	Aisle 1	Location 9
18	Aisle 1	Location 27
19	Aisle 1	Location 30
20	Aisle 0	Location 3
21	Aisle 16	Location 6
Order 3	number of articles 22
0	Aisle 14	Location 11
1	Aisle 15	Location 12
2	Aisle 1	Location 7
3	Aisle 15	Location 1
4	Aisle 0	Location 28
5	Aisle 0	Location 32
6	Aisle 1	Location 35
7	Aisle 1	Location 41
8	Aisle 18	Location 30
9	Aisle 1	Location 11
10	Aisle 8	Location 43
11	Aisle 15	Location 24
12	Aisle 9	Location 2
13	Aisle 8	Location 28
14	Aisle 0	Location 39
15	Aisle 1	Location 21
16	Aisle 0	Location 44
17	Aisle 1	Location 18
18	Aisle 19	Location 19
19	Aisle 6	Location 4
20	Aisle 6	Location 36
21	Aisle 0	Location 7
Order 4	number of articles 20
0	Aisle 0	Location 26
1	Aisle 0	Location 1
2	Aisle 1	Location 4
3	Aisle 0	Location 41
4	Aisle 0	Location 3
5	Aisle 0	Location 23
6	Aisle 0	Location 38
7	Aisle 1	Location 20
8	Aisle 0	Location 35
9	Aisle 18	Location 19
10	Aisle 1	Location 1
11	Aisle 0	Location 42
12	Aisle 1	Location 36
13	Aisle 1	Location 10
14	Aisle 17	Location 0
15	Aisle 0	Location 8
16	Aisle 0	Location 15
17	Aisle 1	Location 27
18	Aisle 0	Location 33
19	Aisle 19	Location 1
Order 5	number of articles 17
0	Aisle 0	Location 33
1	Aisle 1	Location 17
2	Aisle 0	Location 3
3	Aisle 12	Location 7
4	Aisle 0	Location 44
5	Aisle 17	Location 36
6	Aisle 0	Location 38
7	Aisle 1	Location 13
8	Aisle 16	Location 8
9	Aisle 1	Location 4
10	Aisle 1	Location 33
11	Aisle 0	Location 42
12	Aisle 18	Location 20
13	Aisle 0	Location 16
14	Aisle 0	Location 23
15	Aisle 1	Location 22
16	Aisle 6	Location 9
Order 6	number of articles 21
0	Aisle 0	Location 19
