Order 0	number of articles 12
0	Aisle 1	Location 20
1	Aisle 6	Location 28
2	Aisle 0	Location 21
3	Aisle 10	Location 17
4	Aisle 10	Location 14
5	Aisle 14	Location 40
6	Aisle 1	Location 9
7	Aisle 16	Location 4
8	Aisle 13	Location 6
9	Aisle 10	Location 29
10	Aisle 17	Location 32
11	Aisle 1	Location 2
Order 1	number of articles 8
0	Aisle 1	Location 43
1	Aisle 0	Location 20
2	Aisle 1	Location 12
3	Aisle 1	Location 10
4	Aisle 0	Location 4
5	Aisle 8	Location 38
6	Aisle 18	Location 38
7	Aisle 10	Location 10
Order 2	number of articles 6
0	Aisle 1	Location 42
1	Aisle 1	Location 21
2	Aisle 0	Location 5
3	Aisle 8	Location 43
4	Aisle 1	Location 27
5	Aisle 7	Location 25
Order 3	number of articles 16
0	Aisle 0	Location 4
1	Aisle 8	Location 28
2	Aisle 12	Location 39
3	Aisle 0	Location 25
4	Aisle 1	Location 23
5	Aisle 0	Location 44
6	Aisle 1	Location 18
7	Aisle 1	Location 33
8	Aisle 0	Location 5
9	Aisle 1	Location 44
10	Aisle 19	Location 31
11	Aisle 0	Location 36
12	Aisle 1	Location 25
13	Aisle 13	Location 29
14	Aisle 0	Location 35
15	Aisle 12	Location 41
Order 4	number of articles 12
0	Aisle 1	Location 0
1	Aisle 0	Location 31
2	Aisle 0	Location 33
3	Aisle 0	Location 6
4	Aisle 0	Location 14
5	Aisle 19	Location 28
6	Aisle 15	Location 18
7	Aisle 1	Location 6
8	Aisle 10	Location 10
9	Aisle 0	Location 11
10	Aisle 0	Location 15
11	Aisle 15	Location 10
Order 5	number of articles 21
0	Aisle 8	Location 25
1	Aisle 1	Location 29
2	Aisle 1	Location 42
3	Aisle 0	Location 30
4	Aisle 19	Location 33
5	Aisle 19	Location 41
6	Aisle 1	Location 28
7	Aisle 12	Location 23
8	Aisle 14	Location 23
9	Aisle 1	Location 36
10	Aisle 1	Location 4
11	Aisle 9	Location 29
12	Aisle 10	Location 41
13	Aisle 8	Location 20
14	Aisle 13	Location 44
15	Aisle 12	Location 9
16	Aisle 15	Location 33
17	Aisle 0	Location 25
18	Aisle 14	Location 20
19	Aisle 0	Location 29
20	Aisle 1	Location 34
Order 6	number of articles 19
0	Aisle 15	Location 25
1	Aisle 19	Location 34
2	Aisle 8	Location 21
3	Aisle 17	Location 41
4	Aisle 1	Location 4
5	Aisle 1	Location 3
6	Aisle 19	Location 3
7	Aisle 0	Location 44
8	Aisle 10	Location 25
9	Aisle 1	Location 11
10	Aisle 7	Location 24
11	Aisle 0	Location 17
12	Aisle 1	Location 30
13	Aisle 10	Location 39
14	Aisle 0	Location 37
15	Aisle 7	Location 40
16	Aisle 1	Location 28
17	Aisle 8	Location 2
18	Aisle 11	Location 25
Order 7	number of articles 23
0	Aisle 1	Location 25
1	Aisle 9	Location 8
2	Aisle 19	Location 34
3	Aisle 0	Location 9
4	Aisle 1	Location 12
5	Aisle 8	Location 40
6	Aisle 1	Location 43
7	Aisle 7	Location 13
8	Aisle 1	Location 36
9	Aisle 8	Location 20
10	Aisle 1	Location 9
11	Aisle 11	Location 18
12	Aisle 0	Location 18
13	Aisle 1	Location 16
14	Aisle 0	Location 7
15	Aisle 0	Location 6
16	Aisle 0	Location 30
17	Aisle 0	Location 12
18	Aisle 14	Location 32
19	Aisle 0	Location 37
20	Aisle 10	Location 33
21	Aisle 0	Location 44
22	Aisle 13	Location 8
Order 8	number of articles 8
0	Aisle 0	Location 10
1	Aisle 10	Location 31
2	Aisle 0	Location 0
3	Aisle 0	Location 9
4	Aisle 12	Location 26
5	Aisle 0	Location 24
6	Aisle 19	Location 43
7	Aisle 16	Location 13
Order 9	number of articles 17
0	Aisle 17	Location 41
1	Aisle 12	Location 42
2	Aisle 15	Location 29
3	Aisle 11	Location 2
4	Aisle 1	Location 35
5	Aisle 1	Location 3
6	Aisle 15	Location 1
7	Aisle 0	Location 36
8	Aisle 18	Location 15
9	Aisle 11	Location 18
10	Aisle 1	Location 5
11	Aisle 19	Location 19
12	Aisle 6	Location 25
13	Aisle 0	Location 6
14	Aisle 0	Location 44
15	Aisle 13	Location 41
16	Aisle 11	Location 14
Order 10	number of articles 11
0	Aisle 1	Location 9
1	Aisle 16	Location 15
2	Aisle 16	Location 13
3	Aisle 17	Location 0
4	Aisle 12	Location 32
5	Aisle 1	Location 25
6	Aisle 10	Location 20
7	Aisle 0	Location 0
8	Aisle 15	Location 16
9	Aisle 6	Location 33
10	Aisle 18	Location 38
Order 11	number of articles 6
0	Aisle 1	Location 43
1	Aisle 0	Location 11
2	Aisle 1	Location 5
3	Aisle 13	Location 33
4	Aisle 16	Location 41
5	Aisle 0	Location 41
Order 12	number of articles 19
0	Aisle 1	Location 35
1	Aisle 1	Location 0
2	Aisle 0	Location 9
3	Aisle 6	Location 27
4	Aisle 8	Location 37
5	Aisle 13	Location 2
6	Aisle 6	Location 9
7	Aisle 0	Location 42
8	Aisle 10	Location 25
9	Aisle 9	Location 36
10	Aisle 0	Location 43
11	Aisle 1	Location 26
12	Aisle 0	Location 22
13	Aisle 1	Location 3
14	Aisle 13	Location 25
