Order 0	number of articles 16
0	Aisle 0	Location 9
1	Aisle 18	Location 27
2	Aisle 1	Location 11
3	Aisle 14	Location 4
4	Aisle 8	Location 10
5	Aisle 0	Location 22
6	Aisle 1	Location 32
7	Aisle 7	Location 39
8	Aisle 1	Location 35
9	Aisle 0	Location 16
10	Aisle 6	Location 20
11	Aisle 12	Location 13
12	Aisle 1	Location 44
13	Aisle 17	Location 29
14	Aisle 14	Location 30
15	Aisle 17	Location 25
Order 1	number of articles 5
0	Aisle 0	Location 4
1	Aisle 1	Location 24
2	Aisle 0	Location 21
3	Aisle 0	Location 19
4	Aisle 12	Location 4
Order 2	number of articles 8
0	Aisle 6	Location 19
1	Aisle 12	Location 12
2	Aisle 0	Location 7
3	Aisle 0	Location 19
4	Aisle 18	Location 19
5	Aisle 1	Location 42
6	Aisle 1	Location 26
7	Aisle 18	Location 39
Order 3	number of articles 19
0	Aisle 8	Location 11
1	Aisle 9	Location 11
2	Aisle 17	Location 33
3	Aisle 10	Location 34
4	Aisle 1	Location 0
5	Aisle 14	Location 38
6	Aisle 17	Location 5
7	Aisle 0	Location 24
8	Aisle 1	Location 26
9	Aisle 9	Location 7
10	Aisle 0	Location 0
11	Aisle 1	Location 44
12	Aisle 1	Location 9
13	Aisle 0	Location 21
14	Aisle 1	Location 4
15	Aisle 1	Location 15
16	Aisle 0	Location 39
17	Aisle 11	Location 6
18	Aisle 1	Location 1
Order 4	number of articles 11
0	Aisle 10	Location 13
1	Aisle 7	Location 41
2	Aisle 10	Location 40
3	Aisle 16	Location 16
4	Aisle 18	Location 28
5	Aisle 0	Location 10
6	Aisle 0	Location 40
7	Aisle 1	Location 28
8	Aisle 0	Location 42
9	Aisle 1	Location 43
10	Aisle 0	Location 9
Order 5	number of articles 10
0	Aisle 7	Location 27
1	Aisle 1	Location 37
2	Aisle 0	Location 13
3	Aisle 0	Location 1
4	Aisle 8	Location 16
5	Aisle 0	Location 19
6	Aisle 1	Location 34
7	Aisle 1	Location 20
8	Aisle 1	Location 5
9	Aisle 1	Location 0
Order 6	number of articles 6
0	Aisle 0	Location 26
1	Aisle 1	Location 35
2	Aisle 1	Location 13
3	Aisle 16	Location 39
4	Aisle 0	Location 32
5	Aisle 0	Location 36
Order 7	number of articles 23
0	Aisle 0	Location 10
1	Aisle 17	Location 37
2	Aisle 1	Location 28
3	Aisle 0	Location 13
4	Aisle 0	Location 44
5	Aisle 1	Location 10
6	Aisle 15	Location 41
7	Aisle 1	Location 7
8	Aisle 18	Location 8
9	Aisle 1	Location 35
10	Aisle 10	Location 9
11	Aisle 1	Location 17
12	Aisle 19	Location 44
13	Aisle 17	Location 0
14	Aisle 16	Location 20
15	Aisle 9	Location 28
16	Aisle 1	Location 44
17	Aisle 1	Location 19
18	Aisle 10	Location 35
19	Aisle 10	Location 6
20	Aisle 0	Location 27
21	Aisle 1	Location 39
22	Aisle 16	Location 23
Order 8	number of articles 10
0	Aisle 18	Location 7
1	Aisle 10	Location 26
2	Aisle 1	Location 25
3	Aisle 18	Location 10
4	Aisle 8	Location 8
5	Aisle 0	Location 33
6	Aisle 0	Location 19
7	Aisle 9	Location 42
8	Aisle 0	Location 44
9	Aisle 0	Location 39
Order 9	number of articles 12
0	Aisle 0	Location 5
1	Aisle 19	Location 15
2	Aisle 15	Location 14
3	Aisle 16	Location 19
4	Aisle 1	Location 16
5	Aisle 0	Location 32
6	Aisle 8	Location 12
7	Aisle 1	Location 38
8	Aisle 7	Location 16
9	Aisle 16	Location 10
10	Aisle 1	Location 35
11	Aisle 18	Location 36
Order 10	number of articles 24
0	Aisle 1	Location 39
1	Aisle 1	Location 3
2	Aisle 11	Location 26
3	Aisle 6	Location 34
4	Aisle 11	Location 30
5	Aisle 16	Location 21
6	Aisle 1	Location 23
7	Aisle 0	Location 44
8	Aisle 0	Location 31
9	Aisle 0	Location 12
10	Aisle 19	Location 17
11	Aisle 12	Location 0
12	Aisle 0	Location 15
13	Aisle 15	Location 35
14	Aisle 6	Location 15
15	Aisle 18	Location 43
16	Aisle 0	Location 16
17	Aisle 1	Location 21
18	Aisle 0	Location 2
19	Aisle 0	Location 38
20	Aisle 1	Location 41
21	Aisle 1	Location 38
22	Aisle 1	Location 19
23	Aisle 1	Location 15
Order 11	number of articles 10
0	Aisle 7	Location 26
1	Aisle 0	Location 9
2	Aisle 0	Location 4
3	Aisle 0	Location 23
4	Aisle 18	Location 37
5	Aisle 0	Location 7
6	Aisle 10	Location 40
7	Aisle 0	Location 31
8	Aisle 13	Location 34
9	Aisle 1	Location 42
Order 12	number of articles 15
0	Aisle 1	Location 15
1	Aisle 8	Location 6
2	Aisle 7	Location 24
3	Aisle 11	Location 2
4	Aisle 0	Location 27
5	Aisle 17	Location 28
6	Aisle 15	Location 44
7	Aisle 12	Location 29
8	Aisle 0	Location 10
9	Aisle 1	Location 19
10	Aisle 0	Location 16
11	Aisle 9	Location 8
12	Aisle 0	Location 11
13	Aisle 7	Location 36
14	Aisle 1	Location 44
Order 13	number of articles 8
0	Aisle 14	Location 37
1	Aisle 13	Location 41
2	Aisle 17	Location 22
3	Aisle 0	Location 1
4	Aisle 0	Location 8
5	Aisle 17	Location 26
6	Aisle 1	Location 0
7	Aisle 6	Location 20
Order 14	number of articles 12
0	Aisle 0	Location 31
1	Aisle 0	Location 4
2	Aisle 0	Location 24
3	Aisle 10	Location 34
4	Aisle 0	Location 3
5	Aisle 1	Location 43
6	Aisle 1	Location 17
7	Aisle 10	Location 37
8	Aisle 1	Location 2
9	Aisle 10	Location 13
10	Aisle 17	Location 30
11	Aisle 10	Location 43
Order 15	number of articles 11
0	Aisle 1	Location 37
1	Aisle 1	Location 32
2	Aisle 1	Location 40
3	Aisle 1	Location 29
4	Aisle 8	Location 18
5	Aisle 0	Location 16
6	Aisle 0	Location 41
7	Aisle 0	Location 19
8	Aisle 1	Location 30
9	Aisle 0	Location 1
10	Aisle 15	Location 12
Order 16	number of articles 7
0	Aisle 6	Location 28
1	Aisle 17	Location 35
2	Aisle 13	Location 24
3	Aisle 7	Location 35
4	Aisle 7	Location 6
5	Aisle 0	Location 17
6	Aisle 1	Location 3
Order 17	number of articles 19
0	Aisle 0	Location 42
1	Aisle 1	Location 36
2	Aisle 14	Location 7
3	Aisle 1	Location 2
4	Aisle 1	Location 35
5	Aisle 0	Location 24
6	Aisle 0	Location 29
7	Aisle 1	Location 4
8	Aisle 0	Location 4
9	Aisle 0	Location 39
10	Aisle 0	Location 40
11	Aisle 0	Location 37
12	Aisle 0	Location 34
13	Aisle 6	Location 25
14	Aisle 0	Location 27
15	Aisle 13	Location 13
16	Aisle 18	Location 9
17	Aisle 10	Location 24
18	Aisle 0	Location 16
Order 18	number of articles 14
0	Aisle 1	Location 37
1	Aisle 1	Location 8
2	Aisle 1	Location 12
3	Aisle 1	Location 31
4	Aisle 1	Location 34
5	Aisle 18	Location 5
6	Aisle 0	Location 21
7	Aisle 1	Location 38
8	Aisle 17	Location 12
9	Aisle 0	Location 38
10	Aisle 0	Location 0
11	Aisle 14	Location 28
12	Aisle 0	Location 5
13	Aisle 0	Location 16
Order 19	number of articles 13
0	Aisle 1	Location 5
1	Aisle 0	Location 31
2	Aisle 1	Location 29
3	Aisle 0	Location 5
4	Aisle 14	Location 9
5	Aisle 12	Location 0
6	Aisle 10	Location 29
7	Aisle 19	Location 24
8	Aisle 0	Location 21
9	Aisle 1	Location 10
10	Aisle 16	Location 3
11	Aisle 8	Location 43
12	Aisle 17	Location 26
Order 20	number of articles 15
0	Aisle 0	Location 36
1	Aisle 1	Location 43
2	Aisle 0	Location 39
3	Aisle 7	Location 39
4	Aisle 12	Location 16
5	Aisle 7	Location 19
6	Aisle 16	Location 25
7	Aisle 7	Location 27
8	Aisle 13	Location 14
9	Aisle 0	Location 21
10	Aisle 1	Location 21
11	Aisle 19	Location 2
12	Aisle 0	Location 22
13	Aisle 19	Location 22
14	Aisle 1	Location 36
Order 21	number of articles 18
0	Aisle 1	Location 17
1	Aisle 16	Location 10
2	Aisle 12	Location 35
3	Aisle 1	Location 1
4	Aisle 0	Location 5
5	Aisle 1	Location 20
6	Aisle 0	Location 34
7	Aisle 0	Location 37
8	Aisle 0	Location 38
9	Aisle 7	Location 23
10	Aisle 7	Location 11
11	Aisle 0	Location 44
12	Aisle 1	Location 31
13	Aisle 17	Location 2
14	Aisle 0	Location 13
15	Aisle 0	Location 24
16	Aisle 1	Location 7
17	Aisle 1	Location 18
Order 22	number of articles 5
0	Aisle 15	Location 34
1	Aisle 9	Location 13
2	Aisle 0	Location 26
3	Aisle 0	Location 14
4	Aisle 0	Location 42
Order 23	number of articles 7
0	Aisle 0	Location 29
1	Aisle 1	Location 30
2	Aisle 17	Location 25
3	Aisle 17	Location 3
4	Aisle 16	Location 10
5	Aisle 1	Location 3
6	Aisle 9	Location 24
Order 24	number of articles 8
0	Aisle 0	Location 35
1	Aisle 7	Location 36
2	Aisle 7	Location 13
3	Aisle 16	Location 25
4	Aisle 0	Location 27
5	Aisle 1	Location 9
6	Aisle 15	Location 0
7	Aisle 0	Location 18
Order 25	number of articles 19
0	Aisle 14	Location 10
1	Aisle 17	Location 15
2	Aisle 0	Location 40
3	Aisle 19	Location 37
4	Aisle 0	Location 27
5	Aisle 8	Location 15
6	Aisle 0	Location 32
7	Aisle 11	Location 43
8	Aisle 9	Location 15
9	Aisle 19	Location 7
10	Aisle 9	Location 29
11	Aisle 11	Location 14
12	Aisle 0	Location 0
13	Aisle 0	Location 34
14	Aisle 14	Location 8
15	Aisle 0	Location 28
16	Aisle 7	Location 18
17	Aisle 12	Location 42
18	Aisle 1	Location 22
Order 26	number of articles 18
0	Aisle 6	Location 6
1	Aisle 1	Location 16
2	Aisle 11	Location 31
3	Aisle 16	Location 28
4	Aisle 10	Location 1
5	Aisle 1	Location 17
6	Aisle 18	Location 31
7	Aisle 18	Location 29
8	Aisle 0	Location 44
9	Aisle 17	Location 24
10	Aisle 0	Location 6
11	Aisle 0	Location 14
12	Aisle 0	Location 27
13	Aisle 0	Location 37
14	Aisle 0	Location 43
15	Aisle 9	Location 42
16	Aisle 1	Location 4
17	Aisle 1	Location 44
Order 27	number of articles 15
0	Aisle 14	Location 19
1	Aisle 1	Location 29
2	Aisle 19	Location 25
3	Aisle 1	Location 25
4	Aisle 0	Location 10
5	Aisle 13	Location 16
6	Aisle 0	Location 15
7	Aisle 15	Location 35
8	Aisle 8	Location 19
9	Aisle 1	Location 4
10	Aisle 6	Location 1
11	Aisle 12	Location 12
12	Aisle 8	Location 8
13	Aisle 0	Location 29
14	Aisle 11	Location 13
Order 28	number of articles 7
0	Aisle 10	Location 44
1	Aisle 13	Location 26
2	Aisle 9	Location 12
3	Aisle 9	Location 39
4	Aisle 18	Location 2
5	Aisle 1	Location 18
6	Aisle 0	Location 33
Order 29	number of articles 11
0	Aisle 1	Location 13
1	Aisle 1	Location 23
2	Aisle 1	Location 1
3	Aisle 8	Location 38
4	Aisle 0	Location 8
5	Aisle 19	Location 36
6	Aisle 13	Location 13
7	Aisle 0	Location 20
8	Aisle 0	Location 13
9	Aisle 1	Location 29
10	Aisle 0	Location 14
Order 30	number of articles 17
0	Aisle 17	Location 28
1	Aisle 0	Location 0
2	Aisle 11	Location 2
3	Aisle 0	Location 36
4	Aisle 9	Location 27
5	Aisle 1	Location 14
6	Aisle 10	Location 21
7	Aisle 19	Location 10
8	Aisle 11	Location 25
9	Aisle 10	Location 10
10	Aisle 1	Location 9
11	Aisle 8	Location 5
12	Aisle 1	Location 0
13	Aisle 1	Location 13
14	Aisle 0	Location 5
15	Aisle 14	Location 43
16	Aisle 6	Location 36
Order 31	number of articles 6
0	Aisle 0	Location 13
1	Aisle 1	Location 33
2	Aisle 0	Location 40
3	Aisle 1	Location 10
4	Aisle 11	Location 33
5	Aisle 0	Location 6
Order 32	number of articles 11
0	Aisle 10	Location 0
1	Aisle 0	Location 29
2	Aisle 1	Location 10
3	Aisle 19	Location 26
4	Aisle 0	Location 17
5	Aisle 7	Location 29
6	Aisle 0	Location 41
7	Aisle 1	Location 5
8	Aisle 1	Location 26
9	Aisle 17	Location 14
10	Aisle 12	Location 43
Order 33	number of articles 17
0	Aisle 0	Location 1
1	Aisle 1	Location 3
2	Aisle 19	Location 9
3	Aisle 0	Location 23
4	Aisle 0	Location 6
5	Aisle 0	Location 29
6	Aisle 1	Location 44
7	Aisle 15	Location 36
8	Aisle 18	Location 18
9	Aisle 1	Location 37
10	Aisle 16	Location 19
11	Aisle 10	Location 34
12	Aisle 1	Location 42
13	Aisle 9	Location 4
14	Aisle 1	Location 28
15	Aisle 7	Location 23
16	Aisle 19	Location 38
Order 34	number of articles 14
0	Aisle 0	Location 9
1	Aisle 14	Location 27
2	Aisle 12	Location 32
3	Aisle 0	Location 16
4	Aisle 1	Location 13
5	Aisle 1	Location 22
6	Aisle 16	Location 27
7	Aisle 0	Location 1
8	Aisle 0	Location 10
9	Aisle 17	Location 14
10	Aisle 1	Location 9
11	Aisle 7	Location 44
12	Aisle 8	Location 35
13	Aisle 0	Location 5
Order 35	number of articles 20
0	Aisle 0	Location 30
1	Aisle 12	Location 19
2	Aisle 12	Location 8
3	Aisle 0	Location 35
4	Aisle 0	Location 22
5	Aisle 15	Location 35
6	Aisle 13	Location 41
7	Aisle 12	Location 35
8	Aisle 1	Location 17
9	Aisle 1	Location 11
10	Aisle 0	Location 7
11	Aisle 0	Location 28
12	Aisle 0	Location 20
13	Aisle 7	Location 44
14	Aisle 11	Location 7
15	Aisle 0	Location 10
16	Aisle 8	Location 33
17	Aisle 1	Location 32
18	Aisle 0	Location 9
19	Aisle 6	Location 8
Order 36	number of articles 5
0	Aisle 8	Location 38
1	Aisle 0	Location 26
2	Aisle 9	Location 10
3	Aisle 13	Location 26
4	Aisle 1	Location 19
Order 37	number of articles 14
0	Aisle 1	Location 16
1	Aisle 11	Location 16
2	Aisle 9	Location 15
3	Aisle 6	Location 19
4	Aisle 14	Location 39
5	Aisle 0	Location 4
