Order 0	number of articles 21
0	Aisle 14	Location 2
1	Aisle 0	Location 13
2	Aisle 15	Location 3
3	Aisle 0	Location 32
4	Aisle 0	Location 44
5	Aisle 1	Location 15
6	Aisle 7	Location 1
7	Aisle 0	Location 22
8	Aisle 0	Location 42
9	Aisle 12	Location 19
10	Aisle 0	Location 35
11	Aisle 1	Location 26
12	Aisle 0	Location 1
13	Aisle 0	Location 38
14	Aisle 12	Location 31
15	Aisle 6	Location 0
16	Aisle 1	Location 24
17	Aisle 1	Location 10
18	Aisle 0	Location 36
19	Aisle 0	Location 0
20	Aisle 1	Location 1
Order 1	number of articles 20
0	Aisle 1	Location 29
1	Aisle 14	Location 9
2	Aisle 1	Location 18
3	Aisle 1	Location 15
4	Aisle 7	Location 5
5	Aisle 1	Location 31
6	Aisle 8	Location 11
7	Aisle 19	Location 24
8	Aisle 7	Location 22
9	Aisle 16	Location 4
10	Aisle 0	Location 10
11	Aisle 17	Location 0
12	Aisle 0	Location 23
13	Aisle 14	Location 26
14	Aisle 0	Location 20
15	Aisle 7	Location 21
16	Aisle 1	Location 13
17	Aisle 12	Location 22
18	Aisle 1	Location 37
19	Aisle 15	Location 43
Order 2	number of articles 15
0	Aisle 1	Location 15
1	Aisle 14	Location 1
2	Aisle 1	Location 31
3	Aisle 0	Location 44
4	Aisle 18	Location 1
5	Aisle 1	Location 32
6	Aisle 11	Location 6
7	Aisle 0	Location 40
8	Aisle 17	Location 43
9	Aisle 17	Location 13
10	Aisle 12	Location 0
11	Aisle 7	Location 19
12	Aisle 13	Location 42
13	Aisle 12	Location 37
14	Aisle 13	Location 6
Order 3	number of articles 5
0	Aisle 12	Location 22
1	Aisle 1	Location 17
2	Aisle 1	Location 5
3	Aisle 15	Location 28
4	Aisle 0	Location 38
Order 4	number of articles 5
0	Aisle 17	Location 14
1	Aisle 1	Location 22
2	Aisle 1	Location 37
3	Aisle 0	Location 36
4	Aisle 0	Location 17
Order 5	number of articles 12
0	Aisle 1	Location 41
1	Aisle 8	Location 7
2	Aisle 0	Location 4
3	Aisle 12	Location 5
4	Aisle 12	Location 30
5	Aisle 0	Location 6
6	Aisle 1	Location 36
7	Aisle 11	Location 39
8	Aisle 1	Location 37
9	Aisle 12	Location 26
10	Aisle 1	Location 13
