Order 0	number of articles 8
0	Aisle 0	Location 20
1	Aisle 1	Location 32
2	Aisle 1	Location 6
3	Aisle 14	Location 43
4	Aisle 11	Location 35
5	Aisle 13	Location 9
6	Aisle 14	Location 35
7	Aisle 10	Location 16
Order 1	number of articles 16
0	Aisle 1	Location 34
1	Aisle 0	Location 4
2	Aisle 0	Location 0
3	Aisle 1	Location 5
4	Aisle 1	Location 30
5	Aisle 1	Location 22
6	Aisle 1	Location 37
7	Aisle 0	Location 6
8	Aisle 0	Location 35
9	Aisle 0	Location 33
10	Aisle 18	Location 28
11	Aisle 15	Location 23
12	Aisle 18	Location 27
13	Aisle 0	Location 24
14	Aisle 1	Location 43
15	Aisle 7	Location 9
Order 2	number of articles 6
0	Aisle 19	Location 8
1	Aisle 0	Location 35
2	Aisle 0	Location 33
3	Aisle 15	Location 40
4	Aisle 0	Location 10
5	Aisle 0	Location 43
Order 3	number of articles 8
0	Aisle 16	Location 8
1	Aisle 11	Location 24
2	Aisle 17	Location 27
3	Aisle 8	Location 22
4	Aisle 12	Location 31
5	Aisle 1	Location 37
6	Aisle 0	Location 41
7	Aisle 0	Location 1
Order 4	number of articles 13
0	Aisle 7	Location 10
1	Aisle 1	Location 4
2	Aisle 0	Location 14
3	Aisle 0	Location 29
4	Aisle 1	Location 16
5	Aisle 0	Location 22
6	Aisle 0	Location 9
7	Aisle 8	Location 14
8	Aisle 11	Location 15
9	Aisle 0	Location 19
10	Aisle 0	Location 40
11	Aisle 11	Location 10
12	Aisle 16	Location 1
Order 5	number of articles 14
0	Aisle 16	Location 9
1	Aisle 16	Location 32
2	Aisle 0	Location 9
3	Aisle 0	Location 2
4	Aisle 0	Location 8
5	Aisle 1	Location 24
6	Aisle 10	Location 3
7	Aisle 1	Location 0
8	Aisle 19	Location 23
9	Aisle 16	Location 22
10	Aisle 9	Location 37
11	Aisle 10	Location 15
12	Aisle 0	Location 18
13	Aisle 0	Location 20
Order 6	number of articles 16
0	Aisle 1	Location 11
1	Aisle 8	Location 14
2	Aisle 7	Location 32
3	Aisle 12	Location 10
4	Aisle 0	Location 11
5	Aisle 1	Location 27
6	Aisle 16	Location 40
7	Aisle 12	Location 19
8	Aisle 0	Location 37
9	Aisle 1	Location 22
10	Aisle 1	Location 10
11	Aisle 1	Location 18
12	Aisle 17	Location 44
13	Aisle 10	Location 42
14	Aisle 1	Location 36
15	Aisle 19	Location 21
Order 7	number of articles 7
0	Aisle 9	Location 38
1	Aisle 12	Location 40
2	Aisle 0	Location 41
3	Aisle 7	Location 29
4	Aisle 9	Location 33
5	Aisle 8	Location 22
6	Aisle 0	Location 23
Order 8	number of articles 5
0	Aisle 0	Location 41
1	Aisle 1	Location 12
2	Aisle 16	Location 26
3	Aisle 18	Location 6
4	Aisle 16	Location 31
Order 9	number of articles 17
0	Aisle 8	Location 31
1	Aisle 18	Location 19
2	Aisle 0	Location 20
3	Aisle 12	Location 23
4	Aisle 11	Location 9
5	Aisle 7	Location 16
6	Aisle 1	Location 22
7	Aisle 17	Location 20
8	Aisle 0	Location 37
9	Aisle 15	Location 38
10	Aisle 0	Location 4
11	Aisle 12	Location 9
12	Aisle 0	Location 36
13	Aisle 1	Location 33
14	Aisle 17	Location 15
15	Aisle 0	Location 26
16	Aisle 0	Location 1
Order 10	number of articles 20
0	Aisle 16	Location 28
1	Aisle 1	Location 14
2	Aisle 16	Location 27
3	Aisle 0	Location 11
4	Aisle 0	Location 38
5	Aisle 16	Location 40
6	Aisle 1	Location 9
7	Aisle 1	Location 36
8	Aisle 1	Location 40
9	Aisle 0	Location 40
10	Aisle 16	Location 5
11	Aisle 11	Location 26
12	Aisle 14	Location 27
13	Aisle 12	Location 9
14	Aisle 0	Location 21
15	Aisle 12	Location 24
16	Aisle 1	Location 20
17	Aisle 14	Location 43
18	Aisle 0	Location 1
19	Aisle 10	Location 2
Order 11	number of articles 19
0	Aisle 12	Location 27
1	Aisle 16	Location 24
