Order 0	number of articles 11
0	Aisle 1	Location 23
1	Aisle 0	Location 33
2	Aisle 16	Location 0
3	Aisle 0	Location 20
4	Aisle 11	Location 19
5	Aisle 10	Location 39
6	Aisle 12	Location 30
7	Aisle 14	Location 40
8	Aisle 18	Location 38
9	Aisle 1	Location 21
10	Aisle 15	Location 34
Order 1	number of articles 17
0	Aisle 0	Location 1
1	Aisle 0	Location 35
2	Aisle 6	Location 14
3	Aisle 16	Location 32
4	Aisle 0	Location 12
5	Aisle 0	Location 7
6	Aisle 17	Location 22
7	Aisle 11	Location 43
8	Aisle 1	Location 37
9	Aisle 0	Location 34
10	Aisle 16	Location 19
11	Aisle 10	Location 21
12	Aisle 7	Location 17
13	Aisle 1	Location 12
14	Aisle 19	Location 37
15	Aisle 19	Location 1
16	Aisle 17	Location 3
Order 2	number of articles 20
0	Aisle 1	Location 19
1	Aisle 1	Location 25
2	Aisle 8	Location 40
3	Aisle 0	Location 31
4	Aisle 7	Location 0
5	Aisle 0	Location 0
6	Aisle 18	Location 30
7	Aisle 1	Location 36
8	Aisle 0	Location 35
9	Aisle 1	Location 10
10	Aisle 1	Location 24
11	Aisle 17	Location 0
12	Aisle 8	Location 32
13	Aisle 18	Location 31
14	Aisle 0	Location 15
15	Aisle 1	Location 41
16	Aisle 0	Location 8
17	Aisle 0	Location 14
18	Aisle 1	Location 30
19	Aisle 6	Location 32
Order 3	number of articles 13
0	Aisle 15	Location 13
1	Aisle 1	Location 11
2	Aisle 13	Location 19
3	Aisle 18	Location 42
4	Aisle 0	Location 2
5	Aisle 17	Location 17
6	Aisle 18	Location 2
7	Aisle 16	Location 37
8	Aisle 7	Location 10
9	Aisle 10	Location 11
10	Aisle 6	Location 19
11	Aisle 12	Location 23
12	Aisle 13	Location 18
Order 4	number of articles 22
0	Aisle 0	Location 36
1	Aisle 11	Location 0
2	Aisle 12	Location 43
3	Aisle 0	Location 12
4	Aisle 12	Location 0
5	Aisle 0	Location 15
6	Aisle 0	Location 27
7	Aisle 0	Location 8
8	Aisle 1	Location 32
9	Aisle 0	Location 31
10	Aisle 17	Location 3
11	Aisle 17	Location 38
12	Aisle 12	Location 28
13	Aisle 18	Location 13
14	Aisle 1	Location 24
15	Aisle 1	Location 36
16	Aisle 1	Location 25
17	Aisle 1	Location 35
18	Aisle 6	Location 1
19	Aisle 14	Location 34
20	Aisle 0	Location 26
21	Aisle 0	Location 4
Order 5	number of articles 22
0	Aisle 7	Location 6
1	Aisle 1	Location 28
2	Aisle 1	Location 42
3	Aisle 1	Location 19
4	Aisle 16	Location 33
5	Aisle 13	Location 21
6	Aisle 0	Location 37
7	Aisle 15	Location 30
8	Aisle 16	Location 43
9	Aisle 1	Location 26
10	Aisle 14	Location 30
11	Aisle 0	Location 10
12	Aisle 0	Location 30
