Order 0	number of articles 13
0	Aisle 1	Location 21
1	Aisle 4	Location 2
2	Aisle 5	Location 0
3	Aisle 5	Location 13
4	Aisle 9	Location 7
5	Aisle 9	Location 35
6	Aisle 8	Location 13
7	Aisle 2	Location 6
8	Aisle 5	Location 9
9	Aisle 9	Location 15
10	Aisle 9	Location 39
11	Aisle 19	Location 25
12	Aisle 13	Location 37
Order 1	number of articles 18
0	Aisle 3	Location 36
1	Aisle 16	Location 6
2	Aisle 17	Location 29
3	Aisle 6	Location 28
4	Aisle 2	Location 37
5	Aisle 17	Location 9
6	Aisle 1	Location 20
7	Aisle 13	Location 1
8	Aisle 2	Location 41
9	Aisle 6	Location 14
10	Aisle 18	Location 35
11	Aisle 8	Location 44
12	Aisle 5	Location 20
13	Aisle 11	Location 15
14	Aisle 17	Location 24
15	Aisle 12	Location 22
16	Aisle 14	Location 14
17	Aisle 8	Location 31
Order 2	number of articles 18
0	Aisle 12	Location 37
1	Aisle 1	Location 27
2	Aisle 0	Location 35
3	Aisle 16	Location 22
4	Aisle 18	Location 25
5	Aisle 11	Location 38
6	Aisle 13	Location 36
7	Aisle 18	Location 20
8	Aisle 13	Location 41
9	Aisle 2	Location 9
10	Aisle 8	Location 25
11	Aisle 0	Location 32
12	Aisle 0	Location 33
13	Aisle 17	Location 21
14	Aisle 16	Location 17
15	Aisle 0	Location 15
16	Aisle 3	Location 22
17	Aisle 16	Location 37
Order 3	number of articles 18
0	Aisle 14	Location 38
1	Aisle 2	Location 11
2	Aisle 0	Location 0
3	Aisle 4	Location 33
4	Aisle 7	Location 14
5	Aisle 10	Location 12
6	Aisle 0	Location 30
7	Aisle 4	Location 27
8	Aisle 17	Location 9
9	Aisle 9	Location 18
10	Aisle 12	Location 0
11	Aisle 11	Location 34
12	Aisle 0	Location 19
13	Aisle 3	Location 23
14	Aisle 2	Location 20
15	Aisle 17	Location 18
16	Aisle 3	Location 8
17	Aisle 15	Location 33
Order 4	number of articles 15
0	Aisle 5	Location 13
1	Aisle 18	Location 28
2	Aisle 19	Location 12
3	Aisle 10	Location 43
4	Aisle 19	Location 24
5	Aisle 6	Location 31
6	Aisle 8	Location 24
7	Aisle 1	Location 6
8	Aisle 1	Location 32
9	Aisle 11	Location 4
10	Aisle 16	Location 27
11	Aisle 9	Location 32
12	Aisle 17	Location 7
13	Aisle 10	Location 21
14	Aisle 16	Location 21
Order 5	number of articles 20
0	Aisle 13	Location 33
1	Aisle 5	Location 41
2	Aisle 0	Location 20
3	Aisle 4	Location 7
4	Aisle 7	Location 16
5	Aisle 0	Location 3
6	Aisle 3	Location 31
7	Aisle 11	Location 44
8	Aisle 9	Location 1
9	Aisle 5	Location 14
10	Aisle 4	Location 25
11	Aisle 6	Location 12
12	Aisle 9	Location 36
13	Aisle 3	Location 22
14	Aisle 16	Location 18
15	Aisle 2	Location 27
16	Aisle 19	Location 8
17	Aisle 18	Location 34
18	Aisle 19	Location 21
19	Aisle 16	Location 25
Order 6	number of articles 20
0	Aisle 12	Location 6
1	Aisle 12	Location 17
2	Aisle 10	Location 44
3	Aisle 1	Location 16
4	Aisle 7	Location 3
5	Aisle 3	Location 33
6	Aisle 9	Location 26
7	Aisle 8	Location 17
8	Aisle 4	Location 17
9	Aisle 18	Location 27
10	Aisle 7	Location 13
11	Aisle 9	Location 19
12	Aisle 8	Location 21
13	Aisle 12	Location 33
14	Aisle 19	Location 18
15	Aisle 10	Location 25
16	Aisle 2	Location 2
17	Aisle 1	Location 44
18	Aisle 2	Location 38
19	Aisle 16	Location 30
Order 7	number of articles 6
0	Aisle 16	Location 11
1	Aisle 18	Location 19
2	Aisle 16	Location 18
3	Aisle 5	Location 4
4	Aisle 3	Location 32
5	Aisle 3	Location 21
Order 8	number of articles 7
0	Aisle 11	Location 18
1	Aisle 3	Location 32
2	Aisle 1	Location 2
3	Aisle 5	Location 16
4	Aisle 8	Location 12
5	Aisle 0	Location 0
6	Aisle 18	Location 42
Order 9	number of articles 21
0	Aisle 3	Location 6
1	Aisle 7	Location 11
2	Aisle 4	Location 27
3	Aisle 12	Location 35
4	Aisle 2	Location 34
5	Aisle 4	Location 42
6	Aisle 19	Location 20
7	Aisle 10	Location 24
8	Aisle 5	Location 39
9	Aisle 15	Location 1
10	Aisle 19	Location 29
11	Aisle 2	Location 22
12	Aisle 9	Location 27
13	Aisle 9	Location 11
14	Aisle 8	Location 12
15	Aisle 11	Location 42
16	Aisle 1	Location 32
17	Aisle 10	Location 27
18	Aisle 9	Location 4
19	Aisle 9	Location 44
20	Aisle 8	Location 5
Order 10	number of articles 23
0	Aisle 8	Location 5
1	Aisle 8	Location 0
2	Aisle 6	Location 28
3	Aisle 0	Location 18
4	Aisle 16	Location 26
5	Aisle 7	Location 31
6	Aisle 18	Location 21
7	Aisle 19	Location 7
8	Aisle 8	Location 4
9	Aisle 17	Location 25
10	Aisle 7	Location 6
11	Aisle 6	Location 11
12	Aisle 18	Location 39
13	Aisle 13	Location 40
14	Aisle 17	Location 34
15	Aisle 9	Location 14
16	Aisle 12	Location 24
17	Aisle 7	Location 35
18	Aisle 7	Location 29
19	Aisle 12	Location 38
20	Aisle 10	Location 28
21	Aisle 10	Location 18
22	Aisle 1	Location 37
Order 11	number of articles 16
0	Aisle 6	Location 16
1	Aisle 4	Location 16
