Order 0	number of articles 12
0	Aisle 10	Location 3
1	Aisle 5	Location 3
2	Aisle 8	Location 22
3	Aisle 4	Location 19
4	Aisle 1	Location 0
5	Aisle 5	Location 7
6	Aisle 0	Location 30
7	Aisle 5	Location 28
8	Aisle 8	Location 8
9	Aisle 9	Location 14
10	Aisle 5	Location 21
11	Aisle 16	Location 44
Order 1	number of articles 10
0	Aisle 10	Location 31
1	Aisle 10	Location 41
2	Aisle 0	Location 36
3	Aisle 16	Location 20
4	Aisle 7	Location 6
5	Aisle 10	Location 29
6	Aisle 9	Location 23
7	Aisle 11	Location 8
8	Aisle 1	Location 23
9	Aisle 17	Location 34
Order 2	number of articles 7
0	Aisle 17	Location 30
1	Aisle 13	Location 10
2	Aisle 14	Location 13
3	Aisle 2	Location 2
4	Aisle 11	Location 15
5	Aisle 15	Location 40
6	Aisle 16	Location 37
Order 3	number of articles 23
0	Aisle 8	Location 26
1	Aisle 11	Location 25
2	Aisle 14	Location 23
3	Aisle 10	Location 44
4	Aisle 5	Location 34
5	Aisle 16	Location 44
6	Aisle 6	Location 35
7	Aisle 12	Location 20
8	Aisle 6	Location 38
9	Aisle 2	Location 20
10	Aisle 13	Location 7
11	Aisle 7	Location 18
12	Aisle 4	Location 0
13	Aisle 9	Location 41
14	Aisle 8	Location 27
15	Aisle 10	Location 13
16	Aisle 16	Location 7
17	Aisle 15	Location 24
18	Aisle 10	Location 15
19	Aisle 2	Location 5
20	Aisle 3	Location 3
21	Aisle 19	Location 33
22	Aisle 7	Location 42
Order 4	number of articles 12
0	Aisle 3	Location 39
1	Aisle 2	Location 6
2	Aisle 19	Location 7
3	Aisle 11	Location 32
4	Aisle 1	Location 5
5	Aisle 4	Location 6
6	Aisle 16	Location 42
7	Aisle 18	Location 1
8	Aisle 9	Location 31
9	Aisle 4	Location 1
10	Aisle 7	Location 16
11	Aisle 10	Location 19
Order 5	number of articles 15
0	Aisle 0	Location 0
1	Aisle 1	Location 33
2	Aisle 17	Location 43
3	Aisle 16	Location 36
4	Aisle 6	Location 15
5	Aisle 14	Location 28
6	Aisle 7	Location 10
7	Aisle 3	Location 20
8	Aisle 7	Location 39
9	Aisle 13	Location 44
10	Aisle 1	Location 9
11	Aisle 13	Location 17
12	Aisle 18	Location 25
13	Aisle 5	Location 1
14	Aisle 9	Location 11
Order 6	number of articles 16
0	Aisle 3	Location 7
1	Aisle 9	Location 9
2	Aisle 13	Location 17
3	Aisle 4	Location 14
4	Aisle 5	Location 42
5	Aisle 14	Location 21
6	Aisle 17	Location 24
7	Aisle 4	Location 24
8	Aisle 0	Location 44
9	Aisle 11	Location 29
10	Aisle 17	Location 1
11	Aisle 9	Location 11
12	Aisle 17	Location 41
13	Aisle 2	Location 38
14	Aisle 1	Location 17
15	Aisle 12	Location 22
Order 7	number of articles 5
0	Aisle 4	Location 7
1	Aisle 14	Location 20
2	Aisle 15	Location 5
3	Aisle 4	Location 34
4	Aisle 19	Location 41
Order 8	number of articles 14
0	Aisle 8	Location 44
1	Aisle 0	Location 18
2	Aisle 8	Location 9
3	Aisle 18	Location 23
4	Aisle 0	Location 32
5	Aisle 11	Location 24
6	Aisle 17	Location 13
7	Aisle 10	Location 36
8	Aisle 16	Location 31
9	Aisle 17	Location 30
10	Aisle 16	Location 43
11	Aisle 4	Location 31
12	Aisle 7	Location 17
13	Aisle 0	Location 37
Order 9	number of articles 9
0	Aisle 6	Location 42
1	Aisle 17	Location 14
2	Aisle 0	Location 38
3	Aisle 5	Location 12
4	Aisle 18	Location 20
5	Aisle 1	Location 9
6	Aisle 15	Location 21
7	Aisle 2	Location 24
8	Aisle 2	Location 28
Order 10	number of articles 14
0	Aisle 16	Location 23
1	Aisle 5	Location 29
2	Aisle 13	Location 0
3	Aisle 15	Location 31
4	Aisle 5	Location 23
5	Aisle 2	Location 36
6	Aisle 2	Location 33
7	Aisle 14	Location 10
8	Aisle 12	Location 9
9	Aisle 4	Location 38
10	Aisle 14	Location 11
11	Aisle 17	Location 17
12	Aisle 16	Location 40
13	Aisle 10	Location 34
Order 11	number of articles 8
0	Aisle 19	Location 30
1	Aisle 12	Location 21
2	Aisle 9	Location 17
3	Aisle 9	Location 5
4	Aisle 2	Location 37
5	Aisle 7	Location 33
6	Aisle 4	Location 17
7	Aisle 16	Location 6
Order 12	number of articles 24
0	Aisle 2	Location 21
1	Aisle 9	Location 28
2	Aisle 14	Location 22
3	Aisle 15	Location 43
4	Aisle 15	Location 26
5	Aisle 11	Location 34
6	Aisle 10	Location 3
7	Aisle 11	Location 2
8	Aisle 0	Location 15
9	Aisle 6	Location 25
10	Aisle 15	Location 6
11	Aisle 1	Location 13
12	Aisle 2	Location 17
13	Aisle 17	Location 18
14	Aisle 9	Location 0
15	Aisle 6	Location 40
16	Aisle 14	Location 10
17	Aisle 1	Location 20
18	Aisle 3	Location 5
19	Aisle 19	Location 23
20	Aisle 7	Location 42
21	Aisle 9	Location 22
22	Aisle 7	Location 38
23	Aisle 13	Location 13
Order 13	number of articles 18
0	Aisle 2	Location 25
1	Aisle 10	Location 25
2	Aisle 13	Location 19
3	Aisle 8	Location 28
4	Aisle 6	Location 23
5	Aisle 7	Location 3
6	Aisle 7	Location 18
7	Aisle 14	Location 13
8	Aisle 1	Location 26
9	Aisle 16	Location 38
10	Aisle 16	Location 34
11	Aisle 7	Location 23
12	Aisle 18	Location 4
13	Aisle 11	Location 26
14	Aisle 2	Location 5
15	Aisle 18	Location 6
16	Aisle 4	Location 38
17	Aisle 18	Location 13
Order 14	number of articles 8
0	Aisle 12	Location 5
1	Aisle 2	Location 31
2	Aisle 12	Location 15
3	Aisle 0	Location 21
4	Aisle 3	Location 14
5	Aisle 14	Location 32
6	Aisle 12	Location 24
7	Aisle 4	Location 24
Order 15	number of articles 11
0	Aisle 13	Location 23
1	Aisle 0	Location 29
2	Aisle 2	Location 16
3	Aisle 0	Location 38
4	Aisle 2	Location 34
5	Aisle 11	Location 33
6	Aisle 1	Location 26
7	Aisle 6	Location 36
8	Aisle 10	Location 7
9	Aisle 18	Location 38
10	Aisle 14	Location 39
Order 16	number of articles 24
0	Aisle 5	Location 7
1	Aisle 6	Location 5
2	Aisle 12	Location 15
3	Aisle 5	Location 19
4	Aisle 11	Location 28
5	Aisle 8	Location 22
6	Aisle 18	Location 2
7	Aisle 14	Location 26
8	Aisle 9	Location 27
9	Aisle 10	Location 39
10	Aisle 0	Location 25
11	Aisle 4	Location 30
12	Aisle 13	Location 21
13	Aisle 5	Location 36
14	Aisle 11	Location 33
15	Aisle 2	Location 24
16	Aisle 17	Location 25
17	Aisle 18	Location 9
18	Aisle 7	Location 19
19	Aisle 17	Location 24
20	Aisle 0	Location 40
21	Aisle 8	Location 42
22	Aisle 10	Location 7
23	Aisle 9	Location 10
Order 17	number of articles 16
0	Aisle 14	Location 12
1	Aisle 1	Location 39
2	Aisle 8	Location 33
3	Aisle 12	Location 43
4	Aisle 18	Location 25
5	Aisle 0	Location 12
6	Aisle 9	Location 26
7	Aisle 14	Location 17
8	Aisle 7	Location 34
9	Aisle 10	Location 17
10	Aisle 17	Location 33
11	Aisle 15	Location 1
12	Aisle 14	Location 34
13	Aisle 2	Location 42
14	Aisle 15	Location 8
15	Aisle 11	Location 21
Order 18	number of articles 18
0	Aisle 17	Location 10
1	Aisle 8	Location 35
2	Aisle 3	Location 2
3	Aisle 9	Location 31
4	Aisle 13	Location 42
5	Aisle 0	Location 18
6	Aisle 0	Location 22
7	Aisle 1	Location 27
8	Aisle 14	Location 35
9	Aisle 14	Location 40
10	Aisle 12	Location 7
11	Aisle 19	Location 20
12	Aisle 15	Location 37
13	Aisle 3	Location 11
14	Aisle 19	Location 15
15	Aisle 5	Location 28
16	Aisle 6	Location 16
17	Aisle 18	Location 43
Order 19	number of articles 16
