Order 0	number of articles 7
0	Aisle 16	Location 33
1	Aisle 16	Location 39
2	Aisle 11	Location 31
3	Aisle 14	Location 9
4	Aisle 5	Location 9
5	Aisle 13	Location 39
6	Aisle 14	Location 44
Order 1	number of articles 5
0	Aisle 5	Location 21
1	Aisle 2	Location 15
2	Aisle 10	Location 6
3	Aisle 2	Location 22
4	Aisle 16	Location 34
Order 2	number of articles 13
0	Aisle 5	Location 6
1	Aisle 1	Location 41
2	Aisle 7	Location 41
3	Aisle 14	Location 31
4	Aisle 18	Location 32
5	Aisle 10	Location 0
6	Aisle 13	Location 11
7	Aisle 11	Location 20
8	Aisle 8	Location 14
9	Aisle 19	Location 22
10	Aisle 3	Location 27
11	Aisle 4	Location 29
12	Aisle 15	Location 37
Order 3	number of articles 8
0	Aisle 15	Location 38
1	Aisle 12	Location 28
2	Aisle 0	Location 23
3	Aisle 4	Location 13
4	Aisle 17	Location 42
5	Aisle 4	Location 1
6	Aisle 6	Location 1
7	Aisle 11	Location 4
Order 4	number of articles 9
0	Aisle 0	Location 12
1	Aisle 10	Location 15
2	Aisle 18	Location 14
3	Aisle 14	Location 32
4	Aisle 17	Location 26
5	Aisle 16	Location 8
6	Aisle 11	Location 0
7	Aisle 2	Location 13
8	Aisle 12	Location 26
Order 5	number of articles 10
0	Aisle 10	Location 11
1	Aisle 3	Location 4
2	Aisle 6	Location 5
3	Aisle 13	Location 11
4	Aisle 7	Location 0
5	Aisle 7	Location 43
6	Aisle 15	Location 33
7	Aisle 1	Location 34
8	Aisle 15	Location 39
9	Aisle 6	Location 13
Order 6	number of articles 12
0	Aisle 8	Location 25
1	Aisle 14	Location 7
2	Aisle 3	Location 7
3	Aisle 7	Location 10
4	Aisle 14	Location 1
5	Aisle 10	Location 38
6	Aisle 4	Location 40
7	Aisle 8	Location 30
8	Aisle 11	Location 25
9	Aisle 18	Location 42
10	Aisle 9	Location 27
11	Aisle 12	Location 24
Order 7	number of articles 11
0	Aisle 12	Location 39
1	Aisle 6	Location 4
2	Aisle 13	Location 40
3	Aisle 13	Location 10
4	Aisle 0	Location 13
5	Aisle 1	Location 7
6	Aisle 2	Location 1
7	Aisle 11	Location 2
8	Aisle 10	Location 19
9	Aisle 5	Location 19
10	Aisle 5	Location 2
Order 8	number of articles 23
0	Aisle 15	Location 26
1	Aisle 5	Location 24
2	Aisle 12	Location 7
3	Aisle 8	Location 21
4	Aisle 1	Location 42
5	Aisle 15	Location 28
6	Aisle 16	Location 10
7	Aisle 13	Location 15
8	Aisle 5	Location 44
9	Aisle 17	Location 10
10	Aisle 6	Location 18
11	Aisle 5	Location 43
12	Aisle 7	Location 43
13	Aisle 6	Location 33
14	Aisle 11	Location 6
15	Aisle 10	Location 1
16	Aisle 1	Location 4
17	Aisle 7	Location 23
18	Aisle 13	Location 18
19	Aisle 7	Location 39
20	Aisle 13	Location 30
21	Aisle 4	Location 34
22	Aisle 3	Location 22
Order 9	number of articles 9
0	Aisle 19	Location 32
1	Aisle 7	Location 35
2	Aisle 18	Location 10
3	Aisle 12	Location 25
4	Aisle 9	Location 40
5	Aisle 19	Location 15
6	Aisle 9	Location 9
7	Aisle 14	Location 44
8	Aisle 18	Location 14
Order 10	number of articles 15
0	Aisle 13	Location 39
1	Aisle 9	Location 5
2	Aisle 13	Location 42
3	Aisle 3	Location 37
4	Aisle 6	Location 23
5	Aisle 12	Location 19
6	Aisle 7	Location 30
7	Aisle 11	Location 22
8	Aisle 7	Location 24
9	Aisle 4	Location 14
10	Aisle 7	Location 2
11	Aisle 3	Location 17
12	Aisle 19	Location 17
13	Aisle 15	Location 1
14	Aisle 13	Location 3
Order 11	number of articles 6
0	Aisle 18	Location 3
1	Aisle 18	Location 1
2	Aisle 4	Location 31
3	Aisle 5	Location 19
4	Aisle 0	Location 8
