Order 0	number of articles 24
0	Aisle 8	Location 36
1	Aisle 4	Location 11
2	Aisle 13	Location 15
3	Aisle 13	Location 37
4	Aisle 6	Location 34
5	Aisle 4	Location 29
6	Aisle 10	Location 40
7	Aisle 12	Location 36
8	Aisle 10	Location 13
9	Aisle 4	Location 43
10	Aisle 14	Location 28
11	Aisle 16	Location 10
12	Aisle 12	Location 4
13	Aisle 13	Location 41
14	Aisle 2	Location 39
15	Aisle 3	Location 40
16	Aisle 3	Location 17
17	Aisle 17	Location 22
18	Aisle 9	Location 13
19	Aisle 16	Location 18
20	Aisle 13	Location 1
21	Aisle 3	Location 4
22	Aisle 19	Location 16
23	Aisle 15	Location 37
Order 1	number of articles 10
0	Aisle 19	Location 0
1	Aisle 15	Location 3
2	Aisle 6	Location 20
3	Aisle 7	Location 30
4	Aisle 14	Location 41
5	Aisle 13	Location 19
6	Aisle 7	Location 28
7	Aisle 4	Location 12
8	Aisle 15	Location 13
9	Aisle 3	Location 44
Order 2	number of articles 5
0	Aisle 4	Location 41
1	Aisle 8	Location 13
2	Aisle 5	Location 24
3	Aisle 17	Location 29
4	Aisle 10	Location 33
Order 3	number of articles 7
0	Aisle 3	Location 26
1	Aisle 19	Location 35
2	Aisle 15	Location 37
3	Aisle 3	Location 6
4	Aisle 13	Location 20
5	Aisle 10	Location 14
6	Aisle 16	Location 20
Order 4	number of articles 21
0	Aisle 4	Location 12
1	Aisle 12	Location 7
2	Aisle 2	Location 19
3	Aisle 18	Location 8
4	Aisle 7	Location 29
5	Aisle 7	Location 5
6	Aisle 2	Location 3
7	Aisle 6	Location 18
8	Aisle 10	Location 20
9	Aisle 4	Location 26
10	Aisle 12	Location 14
11	Aisle 11	Location 27
12	Aisle 1	Location 7
13	Aisle 19	Location 27
14	Aisle 15	Location 19
15	Aisle 5	Location 24
16	Aisle 7	Location 18
17	Aisle 13	Location 17
18	Aisle 5	Location 37
19	Aisle 14	Location 13
20	Aisle 8	Location 24
Order 5	number of articles 12
0	Aisle 1	Location 8
1	Aisle 7	Location 6
2	Aisle 9	Location 0
3	Aisle 9	Location 35
4	Aisle 6	Location 35
5	Aisle 1	Location 4
6	Aisle 7	Location 23
7	Aisle 15	Location 28
8	Aisle 12	Location 12
