Order 0	number of articles 14
0	Aisle 0	Location 3
1	Aisle 0	Location 10
2	Aisle 7	Location 44
3	Aisle 0	Location 34
4	Aisle 0	Location 33
5	Aisle 0	Location 25
6	Aisle 8	Location 15
7	Aisle 0	Location 8
8	Aisle 1	Location 38
9	Aisle 0	Location 18
10	Aisle 1	Location 42
11	Aisle 1	Location 13
12	Aisle 11	Location 30
13	Aisle 0	Location 43
Order 1	number of articles 11
0	Aisle 8	Location 21
1	Aisle 1	Location 1
2	Aisle 16	Location 9
3	Aisle 15	Location 31
4	Aisle 1	Location 15
5	Aisle 1	Location 7
6	Aisle 1	Location 33
7	Aisle 1	Location 18
8	Aisle 1	Location 29
9	Aisle 1	Location 12
10	Aisle 0	Location 2
Order 2	number of articles 6
0	Aisle 8	Location 17
1	Aisle 17	Location 30
2	Aisle 0	Location 38
3	Aisle 13	Location 13
4	Aisle 1	Location 44
5	Aisle 0	Location 15
Order 3	number of articles 15
0	Aisle 14	Location 30
1	Aisle 15	Location 15
2	Aisle 19	Location 28
3	Aisle 1	Location 19
4	Aisle 0	Location 42
5	Aisle 19	Location 0
6	Aisle 0	Location 8
7	Aisle 10	Location 44
8	Aisle 17	Location 9
9	Aisle 0	Location 21
10	Aisle 0	Location 3
11	Aisle 14	Location 25
12	Aisle 13	Location 1
13	Aisle 7	Location 1
14	Aisle 1	Location 5
Order 4	number of articles 21
0	Aisle 6	Location 6
1	Aisle 7	Location 14
2	Aisle 1	Location 21
3	Aisle 1	Location 17
4	Aisle 17	Location 35
5	Aisle 0	Location 4
6	Aisle 1	Location 6
7	Aisle 13	Location 2
8	Aisle 0	Location 19
9	Aisle 1	Location 4
10	Aisle 17	Location 13
11	Aisle 0	Location 24
12	Aisle 17	Location 22
13	Aisle 0	Location 37
14	Aisle 9	Location 30
15	Aisle 15	Location 6
16	Aisle 14	Location 15
17	Aisle 19	Location 39
18	Aisle 9	Location 5
19	Aisle 1	Location 40
20	Aisle 1	Location 2
Order 5	number of articles 14
0	Aisle 0	Location 28
1	Aisle 17	Location 31
2	Aisle 6	Location 34
3	Aisle 11	Location 23
4	Aisle 11	Location 30
5	Aisle 13	Location 37
6	Aisle 8	Location 35
7	Aisle 16	Location 2
8	Aisle 1	Location 13
9	Aisle 13	Location 19
10	Aisle 0	Location 27
11	Aisle 1	Location 27
12	Aisle 0	Location 12
13	Aisle 0	Location 13
Order 6	number of articles 6
0	Aisle 1	Location 27
1	Aisle 8	Location 43
2	Aisle 1	Location 35
3	Aisle 18	Location 10
4	Aisle 0	Location 5
5	Aisle 1	Location 24
Order 7	number of articles 12
0	Aisle 1	Location 39
1	Aisle 0	Location 44
2	Aisle 8	Location 29
3	Aisle 1	Location 36
4	Aisle 10	Location 44
5	Aisle 1	Location 37
6	Aisle 0	Location 16
7	Aisle 0	Location 21
8	Aisle 1	Location 34
9	Aisle 7	Location 35
10	Aisle 18	Location 2
11	Aisle 1	Location 35
Order 8	number of articles 7
0	Aisle 16	Location 8
1	Aisle 1	Location 40
2	Aisle 1	Location 24
3	Aisle 0	Location 36
4	Aisle 8	Location 23
5	Aisle 19	Location 5
6	Aisle 9	Location 19
Order 9	number of articles 15
0	Aisle 1	Location 12
1	Aisle 1	Location 28
2	Aisle 8	Location 30
3	Aisle 7	Location 15
4	Aisle 0	Location 39
5	Aisle 12	Location 1
6	Aisle 0	Location 21
7	Aisle 17	Location 1
8	Aisle 14	Location 33
9	Aisle 1	Location 21
10	Aisle 9	Location 0
11	Aisle 10	Location 18
12	Aisle 1	Location 25
13	Aisle 19	Location 1
14	Aisle 10	Location 11
Order 10	number of articles 14
0	Aisle 8	Location 25
1	Aisle 17	Location 15
