Order 0	number of articles 10
0	Aisle 1	Location 25
1	Aisle 18	Location 16
2	Aisle 18	Location 28
3	Aisle 18	Location 20
4	Aisle 1	Location 40
5	Aisle 0	Location 38
6	Aisle 19	Location 31
7	Aisle 0	Location 44
8	Aisle 0	Location 30
9	Aisle 1	Location 36
Order 1	number of articles 19
0	Aisle 18	Location 36
1	Aisle 0	Location 10
2	Aisle 16	Location 42
3	Aisle 1	Location 13
4	Aisle 1	Location 35
5	Aisle 1	Location 32
6	Aisle 9	Location 35
7	Aisle 11	Location 29
8	Aisle 1	Location 6
9	Aisle 18	Location 22
10	Aisle 19	Location 24
11	Aisle 0	Location 1
12	Aisle 1	Location 8
13	Aisle 8	Location 32
14	Aisle 0	Location 21
15	Aisle 1	Location 37
16	Aisle 10	Location 7
17	Aisle 1	Location 34
18	Aisle 0	Location 44
Order 2	number of articles 18
0	Aisle 1	Location 18
1	Aisle 9	Location 43
2	Aisle 7	Location 17
3	Aisle 1	Location 42
4	Aisle 14	Location 39
5	Aisle 16	Location 44
6	Aisle 9	Location 24
7	Aisle 0	Location 21
8	Aisle 1	Location 6
9	Aisle 19	Location 25
10	Aisle 1	Location 12
11	Aisle 6	Location 32
12	Aisle 0	Location 38
13	Aisle 12	Location 29
14	Aisle 1	Location 4
15	Aisle 9	Location 25
16	Aisle 0	Location 7
17	Aisle 9	Location 16
Order 3	number of articles 15
0	Aisle 16	Location 37
1	Aisle 10	Location 4
2	Aisle 0	Location 40
3	Aisle 10	Location 1
4	Aisle 15	Location 8
5	Aisle 0	Location 3
6	Aisle 16	Location 8
7	Aisle 0	Location 43
8	Aisle 11	Location 30
9	Aisle 7	Location 20
10	Aisle 1	Location 37
11	Aisle 0	Location 0
12	Aisle 17	Location 39
13	Aisle 1	Location 1
14	Aisle 18	Location 34
Order 4	number of articles 5
0	Aisle 1	Location 36
1	Aisle 1	Location 22
2	Aisle 7	Location 7
3	Aisle 15	Location 0
4	Aisle 17	Location 2
Order 5	number of articles 13
0	Aisle 1	Location 29
1	Aisle 0	Location 33
2	Aisle 8	Location 39
3	Aisle 8	Location 37
4	Aisle 0	Location 0
5	Aisle 0	Location 21
6	Aisle 15	Location 41
7	Aisle 0	Location 43
8	Aisle 1	Location 44
9	Aisle 8	Location 38
10	Aisle 1	Location 20
11	Aisle 1	Location 38
12	Aisle 9	Location 32
Order 6	number of articles 22
0	Aisle 16	Location 37
1	Aisle 11	Location 2
2	Aisle 12	Location 39
3	Aisle 0	Location 40
4	Aisle 0	Location 2
5	Aisle 18	Location 44
6	Aisle 17	Location 27
7	Aisle 17	Location 40
8	Aisle 1	Location 3
9	Aisle 1	Location 38
10	Aisle 9	Location 7
11	Aisle 1	Location 15
12	Aisle 0	Location 15
13	Aisle 18	Location 7
14	Aisle 1	Location 6
15	Aisle 10	Location 37
16	Aisle 1	Location 13
17	Aisle 0	Location 31
18	Aisle 0	Location 29
19	Aisle 7	Location 20
20	Aisle 1	Location 26
21	Aisle 1	Location 20
Order 7	number of articles 7
0	Aisle 12	Location 0
1	Aisle 1	Location 2
2	Aisle 13	Location 4
3	Aisle 17	Location 15
4	Aisle 7	Location 23
5	Aisle 0	Location 31
6	Aisle 9	Location 15
Order 8	number of articles 23
0	Aisle 17	Location 44
1	Aisle 11	Location 23
2	Aisle 14	Location 24
3	Aisle 1	Location 3
4	Aisle 16	Location 26
5	Aisle 9	Location 15
6	Aisle 1	Location 1
7	Aisle 1	Location 32
8	Aisle 13	Location 10
9	Aisle 0	Location 1
10	Aisle 0	Location 39
11	Aisle 7	Location 28
12	Aisle 18	Location 11
13	Aisle 1	Location 40
14	Aisle 0	Location 18
15	Aisle 1	Location 2
16	Aisle 15	Location 33
17	Aisle 17	Location 7
18	Aisle 0	Location 13
19	Aisle 10	Location 44
20	Aisle 18	Location 41
21	Aisle 0	Location 2
22	Aisle 16	Location 7
Order 9	number of articles 22
0	Aisle 19	Location 33
1	Aisle 13	Location 18
2	Aisle 1	Location 25
3	Aisle 1	Location 30
4	Aisle 0	Location 34
5	Aisle 0	Location 25
6	Aisle 0	Location 13
7	Aisle 0	Location 24
8	Aisle 0	Location 22
9	Aisle 15	Location 43
10	Aisle 1	Location 13
11	Aisle 1	Location 11
12	Aisle 17	Location 19
13	Aisle 10	Location 8
14	Aisle 0	Location 11
15	Aisle 13	Location 5
16	Aisle 1	Location 9
17	Aisle 0	Location 2
18	Aisle 1	Location 39
19	Aisle 11	Location 19
20	Aisle 7	Location 28
21	Aisle 0	Location 3
Order 10	number of articles 20
0	Aisle 1	Location 0
1	Aisle 0	Location 1
2	Aisle 14	Location 3
3	Aisle 0	Location 2
4	Aisle 0	Location 23
5	Aisle 8	Location 9
6	Aisle 1	Location 19
7	Aisle 19	Location 16
8	Aisle 1	Location 1
9	Aisle 8	Location 37
10	Aisle 1	Location 23
11	Aisle 0	Location 40
12	Aisle 1	Location 34
13	Aisle 13	Location 5
14	Aisle 1	Location 22
15	Aisle 0	Location 25
16	Aisle 6	Location 40
17	Aisle 1	Location 14
18	Aisle 10	Location 20
19	Aisle 18	Location 2
Order 11	number of articles 17
0	Aisle 11	Location 1
1	Aisle 0	Location 42
2	Aisle 18	Location 35
3	Aisle 0	Location 39
4	Aisle 0	Location 9
5	Aisle 0	Location 26
6	Aisle 1	Location 7
7	Aisle 19	Location 3
8	Aisle 0	Location 36
9	Aisle 1	Location 0
10	Aisle 1	Location 2
11	Aisle 12	Location 35
12	Aisle 0	Location 27
13	Aisle 1	Location 21
14	Aisle 8	Location 9
15	Aisle 11	Location 2
16	Aisle 18	Location 3
Order 12	number of articles 18
0	Aisle 0	Location 28
1	Aisle 16	Location 21
2	Aisle 1	Location 9
3	Aisle 0	Location 40
4	Aisle 6	Location 5
5	Aisle 0	Location 4
6	Aisle 1	Location 21
7	Aisle 0	Location 18
8	Aisle 0	Location 10
9	Aisle 13	Location 18
10	Aisle 11	Location 18
11	Aisle 11	Location 20
12	Aisle 13	Location 13
13	Aisle 6	Location 37
14	Aisle 16	Location 44
15	Aisle 0	Location 24
16	Aisle 1	Location 39
17	Aisle 15	Location 33
Order 13	number of articles 9
0	Aisle 0	Location 17
1	Aisle 13	Location 26
2	Aisle 10	Location 39
3	Aisle 17	Location 2
4	Aisle 8	Location 24
5	Aisle 1	Location 10
6	Aisle 1	Location 14
7	Aisle 1	Location 0
8	Aisle 8	Location 25
Order 14	number of articles 6
0	Aisle 0	Location 1
1	Aisle 12	Location 36
2	Aisle 1	Location 40
3	Aisle 1	Location 19
4	Aisle 12	Location 13
5	Aisle 0	Location 30
Order 15	number of articles 13
0	Aisle 1	Location 4
1	Aisle 1	Location 42
2	Aisle 19	Location 22
3	Aisle 6	Location 31
4	Aisle 0	Location 35
5	Aisle 1	Location 29
6	Aisle 18	Location 17
7	Aisle 15	Location 14
8	Aisle 1	Location 33
9	Aisle 1	Location 10
10	Aisle 0	Location 3
11	Aisle 1	Location 38
12	Aisle 0	Location 33
Order 16	number of articles 20
0	Aisle 0	Location 36
1	Aisle 0	Location 22
2	Aisle 0	Location 11
3	Aisle 1	Location 43
4	Aisle 13	Location 8
5	Aisle 15	Location 7
6	Aisle 14	Location 18
7	Aisle 1	Location 19
8	Aisle 13	Location 4
9	Aisle 0	Location 27
10	Aisle 0	Location 35
11	Aisle 0	Location 15
12	Aisle 16	Location 0
13	Aisle 1	Location 17
14	Aisle 18	Location 8
15	Aisle 12	Location 17
16	Aisle 16	Location 17
17	Aisle 15	Location 31
18	Aisle 17	Location 3
19	Aisle 1	Location 37
Order 17	number of articles 10
0	Aisle 15	Location 6
1	Aisle 19	Location 35
2	Aisle 7	Location 38
3	Aisle 0	Location 31
4	Aisle 1	Location 7
5	Aisle 1	Location 38
6	Aisle 13	Location 9
7	Aisle 9	Location 29
8	Aisle 13	Location 36
9	Aisle 15	Location 31
Order 18	number of articles 19
0	Aisle 0	Location 34
1	Aisle 7	Location 7
2	Aisle 12	Location 16
3	Aisle 18	Location 10
4	Aisle 0	Location 15
5	Aisle 16	Location 40
6	Aisle 12	Location 6
7	Aisle 0	Location 24
8	Aisle 0	Location 40
9	Aisle 1	Location 8
10	Aisle 0	Location 33
11	Aisle 1	Location 42
12	Aisle 8	Location 32
13	Aisle 1	Location 24
14	Aisle 6	Location 37
15	Aisle 15	Location 13
16	Aisle 0	Location 9
17	Aisle 1	Location 0
18	Aisle 8	Location 30
Order 19	number of articles 8
0	Aisle 0	Location 15
1	Aisle 11	Location 12
2	Aisle 15	Location 22
3	Aisle 0	Location 41
4	Aisle 1	Location 9
5	Aisle 9	Location 3
6	Aisle 1	Location 16
7	Aisle 19	Location 0
