Order 0	number of articles 18
0	Aisle 1	Location 13
1	Aisle 0	Location 27
2	Aisle 0	Location 19
3	Aisle 11	Location 1
4	Aisle 1	Location 34
5	Aisle 13	Location 11
6	Aisle 1	Location 16
7	Aisle 0	Location 41
8	Aisle 0	Location 23
9	Aisle 19	Location 20
10	Aisle 16	Location 35
11	Aisle 0	Location 40
12	Aisle 1	Location 10
13	Aisle 6	Location 21
14	Aisle 8	Location 3
15	Aisle 12	Location 32
16	Aisle 17	Location 9
17	Aisle 19	Location 16
Order 1	number of articles 10
0	Aisle 8	Location 24
1	Aisle 0	Location 15
2	Aisle 0	Location 19
3	Aisle 19	Location 21
4	Aisle 0	Location 28
5	Aisle 0	Location 24
6	Aisle 1	Location 0
7	Aisle 17	Location 5
8	Aisle 1	Location 32
9	Aisle 0	Location 43
Order 2	number of articles 21
0	Aisle 0	Location 44
1	Aisle 13	Location 27
2	Aisle 8	Location 0
3	Aisle 11	Location 0
4	Aisle 1	Location 24
5	Aisle 17	Location 31
6	Aisle 1	Location 30
7	Aisle 19	Location 12
8	Aisle 11	Location 28
9	Aisle 1	Location 2
10	Aisle 13	Location 13
11	Aisle 0	Location 26
12	Aisle 19	Location 23
13	Aisle 10	Location 40
14	Aisle 0	Location 15
15	Aisle 0	Location 33
16	Aisle 9	Location 21
17	Aisle 7	Location 25
18	Aisle 11	Location 32
19	Aisle 0	Location 11
20	Aisle 9	Location 25
Order 3	number of articles 10
0	Aisle 0	Location 40
1	Aisle 1	Location 38
2	Aisle 15	Location 15
3	Aisle 0	Location 3
4	Aisle 1	Location 37
5	Aisle 8	Location 29
6	Aisle 1	Location 25
7	Aisle 16	Location 23
8	Aisle 0	Location 12
9	Aisle 1	Location 6
Order 4	number of articles 7
0	Aisle 0	Location 16
1	Aisle 14	Location 40
2	Aisle 18	Location 5
3	Aisle 18	Location 33
4	Aisle 15	Location 30
5	Aisle 0	Location 3
6	Aisle 16	Location 12
Order 5	number of articles 20
0	Aisle 11	Location 3
1	Aisle 16	Location 32
2	Aisle 17	Location 16
3	Aisle 0	Location 30
4	Aisle 0	Location 35
5	Aisle 1	Location 16
6	Aisle 0	Location 13
7	Aisle 18	Location 25
8	Aisle 18	Location 21
9	Aisle 6	Location 6
10	Aisle 0	Location 19
11	Aisle 8	Location 7
12	Aisle 0	Location 34
13	Aisle 1	Location 14
14	Aisle 9	Location 41
15	Aisle 0	Location 6
16	Aisle 1	Location 2
17	Aisle 17	Location 11
18	Aisle 11	Location 2
19	Aisle 1	Location 13
Order 6	number of articles 13
0	Aisle 1	Location 29
1	Aisle 1	Location 11
2	Aisle 0	Location 4
3	Aisle 16	Location 32
4	Aisle 19	Location 21
5	Aisle 1	Location 38
6	Aisle 15	Location 42
7	Aisle 0	Location 6
8	Aisle 8	Location 4
9	Aisle 0	Location 7
10	Aisle 0	Location 32
11	Aisle 9	Location 20
12	Aisle 1	Location 21
Order 7	number of articles 5
0	Aisle 19	Location 6
1	Aisle 11	Location 25
2	Aisle 1	Location 2
3	Aisle 18	Location 15
4	Aisle 10	Location 0
Order 8	number of articles 13
0	Aisle 0	Location 1
1	Aisle 15	Location 43
2	Aisle 1	Location 19
3	Aisle 0	Location 25
4	Aisle 17	Location 11
5	Aisle 1	Location 30
6	Aisle 15	Location 4
7	Aisle 15	Location 1
8	Aisle 1	Location 3
9	Aisle 0	Location 12
10	Aisle 0	Location 41
11	Aisle 0	Location 3
12	Aisle 1	Location 5
Order 9	number of articles 19
0	Aisle 0	Location 26
1	Aisle 15	Location 13
2	Aisle 0	Location 19
3	Aisle 0	Location 8
4	Aisle 0	Location 0
5	Aisle 15	Location 7
6	Aisle 10	Location 38
7	Aisle 1	Location 3
8	Aisle 8	Location 43
9	Aisle 0	Location 3
10	Aisle 1	Location 29
11	Aisle 0	Location 17
12	Aisle 1	Location 11
13	Aisle 1	Location 30
14	Aisle 1	Location 41
15	Aisle 0	Location 1
16	Aisle 18	Location 21
17	Aisle 12	Location 6
18	Aisle 0	Location 12
Order 10	number of articles 7
0	Aisle 0	Location 35
1	Aisle 12	Location 25
2	Aisle 7	Location 17
3	Aisle 16	Location 4
4	Aisle 13	Location 14
5	Aisle 0	Location 44
6	Aisle 16	Location 27
Order 11	number of articles 11
0	Aisle 17	Location 1
1	Aisle 7	Location 13
2	Aisle 14	Location 7
3	Aisle 10	Location 25
4	Aisle 11	Location 39
5	Aisle 13	Location 27
6	Aisle 0	Location 4
7	Aisle 1	Location 34
8	Aisle 19	Location 6
9	Aisle 1	Location 31
10	Aisle 8	Location 14
Order 12	number of articles 9
0	Aisle 18	Location 33
1	Aisle 0	Location 28
2	Aisle 0	Location 39
3	Aisle 0	Location 34
4	Aisle 0	Location 18
5	Aisle 1	Location 3
6	Aisle 0	Location 40
7	Aisle 1	Location 17
8	Aisle 0	Location 9
Order 13	number of articles 16
0	Aisle 1	Location 2
1	Aisle 19	Location 12
2	Aisle 0	Location 31
3	Aisle 9	Location 25
4	Aisle 0	Location 18
5	Aisle 1	Location 21
6	Aisle 1	Location 3
7	Aisle 1	Location 11
8	Aisle 1	Location 1
9	Aisle 14	Location 23
10	Aisle 7	Location 8
11	Aisle 0	Location 13
12	Aisle 19	Location 28
13	Aisle 0	Location 21
14	Aisle 14	Location 26
15	Aisle 12	Location 37
Order 14	number of articles 10
0	Aisle 0	Location 2
1	Aisle 10	Location 4
2	Aisle 16	Location 22
3	Aisle 1	Location 41
4	Aisle 1	Location 22
5	Aisle 1	Location 19
6	Aisle 16	Location 15
7	Aisle 15	Location 3
8	Aisle 1	Location 27
9	Aisle 16	Location 7
Order 15	number of articles 21
0	Aisle 1	Location 3
1	Aisle 0	Location 28
2	Aisle 9	Location 23
3	Aisle 19	Location 16
4	Aisle 0	Location 17
5	Aisle 12	Location 33
6	Aisle 1	Location 27
7	Aisle 11	Location 36
8	Aisle 0	Location 40
9	Aisle 0	Location 36
10	Aisle 16	Location 37
11	Aisle 19	Location 15
12	Aisle 1	Location 21
13	Aisle 18	Location 14
14	Aisle 17	Location 28
15	Aisle 0	Location 15
16	Aisle 11	Location 32
17	Aisle 14	Location 37
18	Aisle 8	Location 40
19	Aisle 7	Location 36
20	Aisle 0	Location 14
Order 16	number of articles 16
0	Aisle 1	Location 2
1	Aisle 0	Location 1
2	Aisle 0	Location 26
3	Aisle 1	Location 20
