Order 0	number of articles 19
0	Aisle 1	Location 41
1	Aisle 1	Location 23
2	Aisle 6	Location 41
3	Aisle 1	Location 31
4	Aisle 1	Location 6
5	Aisle 0	Location 27
6	Aisle 13	Location 1
7	Aisle 17	Location 25
8	Aisle 0	Location 3
9	Aisle 0	Location 32
10	Aisle 1	Location 27
11	Aisle 9	Location 18
12	Aisle 12	Location 25
13	Aisle 0	Location 37
14	Aisle 1	Location 42
15	Aisle 14	Location 16
16	Aisle 8	Location 12
17	Aisle 19	Location 14
18	Aisle 0	Location 6
Order 1	number of articles 14
0	Aisle 10	Location 8
1	Aisle 16	Location 36
2	Aisle 0	Location 39
3	Aisle 12	Location 42
4	Aisle 11	Location 6
5	Aisle 13	Location 36
6	Aisle 0	Location 42
7	Aisle 16	Location 7
8	Aisle 8	Location 41
9	Aisle 11	Location 5
10	Aisle 1	Location 25
11	Aisle 1	Location 9
12	Aisle 19	Location 26
13	Aisle 13	Location 22
Order 2	number of articles 13
0	Aisle 19	Location 20
1	Aisle 1	Location 15
2	Aisle 1	Location 29
3	Aisle 0	Location 24
4	Aisle 11	Location 2
5	Aisle 13	Location 7
6	Aisle 1	Location 43
7	Aisle 10	Location 32
8	Aisle 18	Location 0
9	Aisle 0	Location 13
10	Aisle 0	Location 5
11	Aisle 12	Location 37
12	Aisle 1	Location 5
Order 3	number of articles 5
0	Aisle 1	Location 28
1	Aisle 1	Location 11
2	Aisle 19	Location 38
3	Aisle 1	Location 19
4	Aisle 9	Location 25
Order 4	number of articles 14
0	Aisle 13	Location 22
1	Aisle 1	Location 35
2	Aisle 18	Location 25
3	Aisle 7	Location 25
4	Aisle 19	Location 19
5	Aisle 1	Location 10
6	Aisle 0	Location 9
7	Aisle 18	Location 4
8	Aisle 1	Location 5
9	Aisle 19	Location 43
10	Aisle 19	Location 29
11	Aisle 17	Location 23
12	Aisle 0	Location 29
13	Aisle 0	Location 0
Order 5	number of articles 20
0	Aisle 0	Location 13
1	Aisle 1	Location 21
2	Aisle 9	Location 34
3	Aisle 8	Location 22
4	Aisle 0	Location 34
5	Aisle 1	Location 29
6	Aisle 6	Location 15
7	Aisle 6	Location 34
8	Aisle 1	Location 3
9	Aisle 12	Location 28
10	Aisle 13	Location 2
11	Aisle 12	Location 24
12	Aisle 10	Location 16
13	Aisle 1	Location 38
14	Aisle 9	Location 27
15	Aisle 17	Location 33
16	Aisle 9	Location 5
17	Aisle 0	Location 39
18	Aisle 0	Location 10
19	Aisle 8	Location 41
Order 6	number of articles 21
0	Aisle 0	Location 31
1	Aisle 0	Location 40
2	Aisle 10	Location 38
3	Aisle 18	Location 35
4	Aisle 0	Location 35
5	Aisle 0	Location 27
6	Aisle 1	Location 29
7	Aisle 0	Location 43
8	Aisle 1	Location 32
9	Aisle 13	Location 42
10	Aisle 13	Location 36
11	Aisle 17	Location 17
12	Aisle 15	Location 5
13	Aisle 13	Location 1
14	Aisle 12	Location 32
15	Aisle 1	Location 17
16	Aisle 8	Location 39
17	Aisle 1	Location 37
18	Aisle 0	Location 39
19	Aisle 19	Location 43
20	Aisle 17	Location 34
Order 7	number of articles 11
0	Aisle 9	Location 20
1	Aisle 1	Location 37
2	Aisle 0	Location 44
3	Aisle 1	Location 15
4	Aisle 10	Location 10
5	Aisle 1	Location 31
6	Aisle 0	Location 22
7	Aisle 11	Location 13
8	Aisle 19	Location 38
9	Aisle 14	Location 5
10	Aisle 18	Location 15
Order 8	number of articles 17
0	Aisle 0	Location 14
1	Aisle 14	Location 23
2	Aisle 11	Location 6
3	Aisle 1	Location 10
4	Aisle 9	Location 0
5	Aisle 13	Location 8
6	Aisle 9	Location 33
7	Aisle 7	Location 19
8	Aisle 0	Location 13
9	Aisle 1	Location 17
10	Aisle 0	Location 10
11	Aisle 0	Location 31
12	Aisle 0	Location 22
13	Aisle 0	Location 28
14	Aisle 17	Location 23
15	Aisle 12	Location 2
16	Aisle 11	Location 36
Order 9	number of articles 19
0	Aisle 1	Location 3
1	Aisle 18	Location 41
2	Aisle 0	Location 36
3	Aisle 1	Location 4
4	Aisle 6	Location 14
5	Aisle 18	Location 23
6	Aisle 0	Location 12
7	Aisle 17	Location 34
8	Aisle 10	Location 38
9	Aisle 1	Location 17
10	Aisle 0	Location 28
11	Aisle 0	Location 32
12	Aisle 6	Location 38
13	Aisle 0	Location 34
14	Aisle 6	Location 4
15	Aisle 10	Location 43
16	Aisle 18	Location 37
17	Aisle 0	Location 23
18	Aisle 0	Location 11
Order 10	number of articles 13
0	Aisle 1	Location 18
1	Aisle 0	Location 18
2	Aisle 0	Location 33
3	Aisle 9	Location 7
4	Aisle 15	Location 17
5	Aisle 9	Location 25
6	Aisle 1	Location 44
7	Aisle 0	Location 19
8	Aisle 0	Location 2
9	Aisle 0	Location 7
10	Aisle 10	Location 42
11	Aisle 0	Location 14
12	Aisle 17	Location 2
Order 11	number of articles 16
0	Aisle 8	Location 42
1	Aisle 1	Location 9
2	Aisle 1	Location 43
3	Aisle 8	Location 22
4	Aisle 6	Location 20
5	Aisle 0	Location 21
6	Aisle 19	Location 20
7	Aisle 0	Location 43
8	Aisle 0	Location 9
9	Aisle 0	Location 27
10	Aisle 0	Location 1
11	Aisle 8	Location 12
12	Aisle 8	Location 10
13	Aisle 14	Location 31
14	Aisle 13	Location 21
15	Aisle 1	Location 20
Order 12	number of articles 18
0	Aisle 19	Location 10
1	Aisle 17	Location 34
2	Aisle 1	Location 38
3	Aisle 1	Location 26
4	Aisle 15	Location 39
5	Aisle 1	Location 43
6	Aisle 19	Location 42
7	Aisle 11	Location 35
8	Aisle 1	Location 9
9	Aisle 1	Location 4
10	Aisle 18	Location 13
11	Aisle 17	Location 9
12	Aisle 1	Location 29
13	Aisle 1	Location 17
14	Aisle 18	Location 16
15	Aisle 0	Location 3
16	Aisle 0	Location 7
17	Aisle 13	Location 17
Order 13	number of articles 8
0	Aisle 16	Location 6
1	Aisle 0	Location 19
2	Aisle 7	Location 31
3	Aisle 15	Location 31
4	Aisle 0	Location 21
5	Aisle 7	Location 19
6	Aisle 0	Location 15
7	Aisle 11	Location 6
Order 14	number of articles 17
0	Aisle 16	Location 1
1	Aisle 10	Location 16
2	Aisle 10	Location 29
3	Aisle 15	Location 10
4	Aisle 1	Location 39
5	Aisle 18	Location 35
6	Aisle 0	Location 18
7	Aisle 0	Location 31
8	Aisle 19	Location 10
9	Aisle 0	Location 21
10	Aisle 1	Location 17
11	Aisle 1	Location 18
12	Aisle 0	Location 19
13	Aisle 15	Location 38
14	Aisle 9	Location 35
15	Aisle 1	Location 6
16	Aisle 6	Location 41
Order 15	number of articles 9
0	Aisle 13	Location 33
1	Aisle 0	Location 37
2	Aisle 0	Location 21
3	Aisle 6	Location 0
4	Aisle 1	Location 43
5	Aisle 0	Location 39
6	Aisle 19	Location 30
7	Aisle 1	Location 24
8	Aisle 1	Location 23
Order 16	number of articles 11
0	Aisle 0	Location 10
1	Aisle 19	Location 27
2	Aisle 18	Location 30
3	Aisle 1	Location 1
4	Aisle 15	Location 31
5	Aisle 1	Location 22
6	Aisle 13	Location 26
7	Aisle 1	Location 25
8	Aisle 1	Location 36
9	Aisle 0	Location 34
10	Aisle 18	Location 4
Order 17	number of articles 14
0	Aisle 1	Location 31
1	Aisle 1	Location 12
2	Aisle 8	Location 39
3	Aisle 1	Location 37
4	Aisle 8	Location 36
5	Aisle 1	Location 40
6	Aisle 0	Location 22
7	Aisle 6	Location 15
8	Aisle 0	Location 2
9	Aisle 1	Location 23
10	Aisle 16	Location 0
11	Aisle 0	Location 13
12	Aisle 0	Location 34
13	Aisle 1	Location 38
Order 18	number of articles 8
0	Aisle 0	Location 16
1	Aisle 1	Location 1
2	Aisle 0	Location 4
3	Aisle 19	Location 38
4	Aisle 11	Location 7
5	Aisle 6	Location 14
6	Aisle 0	Location 17
7	Aisle 11	Location 9
Order 19	number of articles 13
0	Aisle 16	Location 23
1	Aisle 11	Location 0
2	Aisle 16	Location 15
3	Aisle 14	Location 44
4	Aisle 6	Location 28
5	Aisle 13	Location 5
6	Aisle 16	Location 2
7	Aisle 1	Location 23
8	Aisle 16	Location 42
9	Aisle 1	Location 39
10	Aisle 1	Location 38
11	Aisle 1	Location 43
12	Aisle 0	Location 36
