Order 0	number of articles 8
0	Aisle 1	Location 34
1	Aisle 16	Location 22
2	Aisle 16	Location 33
3	Aisle 7	Location 11
4	Aisle 15	Location 42
5	Aisle 1	Location 4
6	Aisle 15	Location 34
7	Aisle 12	Location 12
Order 1	number of articles 8
0	Aisle 14	Location 21
1	Aisle 0	Location 23
2	Aisle 1	Location 24
3	Aisle 0	Location 26
4	Aisle 0	Location 29
5	Aisle 0	Location 27
6	Aisle 19	Location 15
7	Aisle 16	Location 1
Order 2	number of articles 5
0	Aisle 13	Location 15
1	Aisle 16	Location 11
2	Aisle 19	Location 25
3	Aisle 0	Location 9
4	Aisle 8	Location 42
Order 3	number of articles 7
0	Aisle 0	Location 38
1	Aisle 6	Location 17
2	Aisle 8	Location 33
3	Aisle 0	Location 21
4	Aisle 0	Location 37
5	Aisle 0	Location 29
6	Aisle 0	Location 4
Order 4	number of articles 6
0	Aisle 9	Location 38
1	Aisle 16	Location 30
2	Aisle 1	Location 19
3	Aisle 0	Location 1
4	Aisle 0	Location 26
5	Aisle 1	Location 40
Order 5	number of articles 23
0	Aisle 9	Location 24
1	Aisle 7	Location 31
2	Aisle 1	Location 44
3	Aisle 0	Location 1
4	Aisle 0	Location 43
5	Aisle 14	Location 43
6	Aisle 14	Location 11
7	Aisle 14	Location 8
8	Aisle 1	Location 12
9	Aisle 1	Location 4
10	Aisle 7	Location 21
11	Aisle 14	Location 21
12	Aisle 0	Location 9
13	Aisle 14	Location 31
14	Aisle 1	Location 28
15	Aisle 0	Location 3
16	Aisle 11	Location 44
17	Aisle 1	Location 36
18	Aisle 0	Location 39
19	Aisle 0	Location 5
20	Aisle 19	Location 41
21	Aisle 0	Location 42
22	Aisle 0	Location 7
Order 6	number of articles 22
0	Aisle 12	Location 5
1	Aisle 7	Location 22
2	Aisle 16	Location 4
3	Aisle 1	Location 30
4	Aisle 0	Location 41
5	Aisle 9	Location 18
6	Aisle 7	Location 27
7	Aisle 1	Location 8
8	Aisle 11	Location 30
9	Aisle 19	Location 13
10	Aisle 0	Location 40
11	Aisle 8	Location 26
12	Aisle 15	Location 13
13	Aisle 11	Location 24
14	Aisle 1	Location 22
15	Aisle 14	Location 1
16	Aisle 1	Location 21
17	Aisle 0	Location 30
18	Aisle 12	Location 14
19	Aisle 14	Location 40
20	Aisle 0	Location 3
21	Aisle 13	Location 26
Order 7	number of articles 11
0	Aisle 17	Location 26
1	Aisle 0	Location 24
2	Aisle 1	Location 34
3	Aisle 0	Location 26
4	Aisle 0	Location 11
5	Aisle 0	Location 35
6	Aisle 0	Location 44
7	Aisle 0	Location 8
8	Aisle 0	Location 25
9	Aisle 1	Location 15
10	Aisle 14	Location 21
Order 8	number of articles 10
0	Aisle 0	Location 30
1	Aisle 1	Location 41
2	Aisle 6	Location 21
3	Aisle 1	Location 13
4	Aisle 12	Location 13
5	Aisle 0	Location 23
6	Aisle 16	Location 40
7	Aisle 17	Location 37
8	Aisle 1	Location 29
9	Aisle 12	Location 33
Order 9	number of articles 7
0	Aisle 7	Location 31
1	Aisle 1	Location 6
2	Aisle 16	Location 33
3	Aisle 1	Location 27
4	Aisle 10	Location 28
5	Aisle 1	Location 40
6	Aisle 18	Location 7
Order 10	number of articles 19
0	Aisle 12	Location 24
1	Aisle 1	Location 42
2	Aisle 13	Location 21
3	Aisle 1	Location 0
4	Aisle 0	Location 39
5	Aisle 1	Location 38
6	Aisle 16	Location 4
7	Aisle 1	Location 27
8	Aisle 1	Location 14
9	Aisle 0	Location 17
10	Aisle 12	Location 27
11	Aisle 19	Location 29
12	Aisle 0	Location 26
13	Aisle 17	Location 36
14	Aisle 12	Location 44
15	Aisle 0	Location 7
16	Aisle 1	Location 8
17	Aisle 12	Location 1
18	Aisle 11	Location 12
Order 11	number of articles 15
0	Aisle 17	Location 34
1	Aisle 1	Location 37
2	Aisle 1	Location 13
3	Aisle 1	Location 2
4	Aisle 16	Location 39
5	Aisle 0	Location 30
6	Aisle 7	Location 26
7	Aisle 1	Location 16
8	Aisle 1	Location 29
9	Aisle 9	Location 25
10	Aisle 1	Location 1
11	Aisle 12	Location 42
12	Aisle 13	Location 33
13	Aisle 11	Location 6
14	Aisle 1	Location 33
Order 12	number of articles 13
0	Aisle 18	Location 32
1	Aisle 0	Location 34
2	Aisle 17	Location 37
3	Aisle 11	Location 25
4	Aisle 1	Location 2
5	Aisle 7	Location 24
6	Aisle 1	Location 31
7	Aisle 1	Location 6
8	Aisle 1	Location 40
9	Aisle 1	Location 1
10	Aisle 0	Location 21
11	Aisle 19	Location 19
12	Aisle 1	Location 38
Order 13	number of articles 14
0	Aisle 10	Location 30
1	Aisle 1	Location 44
2	Aisle 12	Location 27
3	Aisle 17	Location 20
4	Aisle 0	Location 39
5	Aisle 7	Location 4
6	Aisle 12	Location 35
7	Aisle 0	Location 16
8	Aisle 1	Location 30
9	Aisle 8	Location 17
10	Aisle 0	Location 3
11	Aisle 15	Location 15
12	Aisle 1	Location 18
13	Aisle 16	Location 14
Order 14	number of articles 20
0	Aisle 1	Location 39
1	Aisle 1	Location 27
2	Aisle 10	Location 30
3	Aisle 1	Location 40
4	Aisle 0	Location 16
5	Aisle 0	Location 43
6	Aisle 0	Location 36
7	Aisle 12	Location 33
8	Aisle 8	Location 25
9	Aisle 0	Location 2
10	Aisle 0	Location 28
11	Aisle 1	Location 11
12	Aisle 1	Location 36
13	Aisle 1	Location 18
14	Aisle 11	Location 14
15	Aisle 0	Location 37
16	Aisle 8	Location 41
17	Aisle 15	Location 24
18	Aisle 0	Location 1
19	Aisle 0	Location 30
Order 15	number of articles 8
0	Aisle 17	Location 17
1	Aisle 15	Location 16
2	Aisle 14	Location 8
3	Aisle 10	Location 1
4	Aisle 0	Location 14
5	Aisle 12	Location 6
6	Aisle 1	Location 15
7	Aisle 18	Location 23
Order 16	number of articles 11
0	Aisle 0	Location 34
1	Aisle 19	Location 35
2	Aisle 13	Location 21
3	Aisle 12	Location 27
4	Aisle 12	Location 31
5	Aisle 1	Location 2
6	Aisle 0	Location 26
7	Aisle 1	Location 11
8	Aisle 7	Location 5
9	Aisle 8	Location 29
10	Aisle 1	Location 20
Order 17	number of articles 14
0	Aisle 0	Location 0
1	Aisle 1	Location 13
2	Aisle 0	Location 11
3	Aisle 1	Location 33
4	Aisle 0	Location 25
5	Aisle 14	Location 9
6	Aisle 9	Location 43
7	Aisle 10	Location 7
8	Aisle 8	Location 10
9	Aisle 18	Location 31
10	Aisle 7	Location 19
11	Aisle 17	Location 12
12	Aisle 16	Location 15
13	Aisle 1	Location 30
Order 18	number of articles 18
0	Aisle 8	Location 36
1	Aisle 16	Location 40
2	Aisle 0	Location 22
3	Aisle 1	Location 33
4	Aisle 8	Location 3
5	Aisle 0	Location 31
6	Aisle 1	Location 20
7	Aisle 13	Location 14
8	Aisle 6	Location 14
9	Aisle 9	Location 27
10	Aisle 13	Location 39
11	Aisle 9	Location 39
12	Aisle 19	Location 30
13	Aisle 0	Location 39
14	Aisle 1	Location 16
15	Aisle 8	Location 5
16	Aisle 1	Location 26
17	Aisle 7	Location 29
Order 19	number of articles 17
0	Aisle 14	Location 17
1	Aisle 1	Location 33
2	Aisle 1	Location 7
3	Aisle 11	Location 33
4	Aisle 19	Location 9
5	Aisle 14	Location 8
6	Aisle 13	Location 0
7	Aisle 19	Location 1
8	Aisle 0	Location 38
9	Aisle 11	Location 16
10	Aisle 12	Location 30
11	Aisle 17	Location 37
12	Aisle 1	Location 39
13	Aisle 8	Location 24
14	Aisle 7	Location 31
15	Aisle 1	Location 42
16	Aisle 1	Location 15
