Order 0	number of articles 21
0	Aisle 1	Location 26
1	Aisle 16	Location 41
2	Aisle 17	Location 25
3	Aisle 12	Location 0
4	Aisle 15	Location 30
5	Aisle 19	Location 14
6	Aisle 1	Location 2
7	Aisle 15	Location 36
8	Aisle 0	Location 7
9	Aisle 0	Location 2
10	Aisle 0	Location 27
11	Aisle 0	Location 1
12	Aisle 7	Location 13
13	Aisle 1	Location 23
14	Aisle 1	Location 0
15	Aisle 16	Location 2
16	Aisle 17	Location 38
17	Aisle 14	Location 1
18	Aisle 1	Location 21
19	Aisle 12	Location 12
20	Aisle 0	Location 16
Order 1	number of articles 12
0	Aisle 18	Location 1
1	Aisle 0	Location 32
2	Aisle 19	Location 19
3	Aisle 1	Location 3
4	Aisle 10	Location 31
5	Aisle 0	Location 19
6	Aisle 12	Location 13
7	Aisle 10	Location 30
8	Aisle 0	Location 15
9	Aisle 19	Location 21
10	Aisle 14	Location 20
11	Aisle 10	Location 44
Order 2	number of articles 20
0	Aisle 0	Location 24
1	Aisle 16	Location 1
2	Aisle 9	Location 35
3	Aisle 0	Location 17
4	Aisle 0	Location 20
5	Aisle 1	Location 21
6	Aisle 1	Location 25
7	Aisle 19	Location 21
8	Aisle 1	Location 39
9	Aisle 1	Location 33
10	Aisle 15	Location 14
11	Aisle 0	Location 16
12	Aisle 10	Location 39
13	Aisle 10	Location 26
14	Aisle 0	Location 31
15	Aisle 1	Location 14
16	Aisle 1	Location 18
17	Aisle 14	Location 10
18	Aisle 7	Location 34
19	Aisle 0	Location 34
Order 3	number of articles 22
0	Aisle 15	Location 25
1	Aisle 11	Location 44
2	Aisle 11	Location 41
3	Aisle 1	Location 42
4	Aisle 10	Location 36
5	Aisle 1	Location 13
6	Aisle 13	Location 32
7	Aisle 9	Location 13
8	Aisle 0	Location 33
9	Aisle 7	Location 11
10	Aisle 9	Location 43
11	Aisle 14	Location 20
12	Aisle 1	Location 16
13	Aisle 16	Location 36
14	Aisle 12	Location 7
15	Aisle 9	Location 11
16	Aisle 13	Location 17
17	Aisle 19	Location 5
18	Aisle 0	Location 20
19	Aisle 1	Location 32
20	Aisle 0	Location 39
21	Aisle 0	Location 31
Order 4	number of articles 9
0	Aisle 14	Location 38
1	Aisle 1	Location 14
2	Aisle 1	Location 18
3	Aisle 1	Location 1
4	Aisle 1	Location 21
5	Aisle 12	Location 29
6	Aisle 0	Location 43
7	Aisle 11	Location 14
8	Aisle 17	Location 37
Order 5	number of articles 9
0	Aisle 6	Location 32
1	Aisle 0	Location 34
2	Aisle 1	Location 22
3	Aisle 0	Location 21
4	Aisle 6	Location 11
5	Aisle 0	Location 44
6	Aisle 13	Location 33
7	Aisle 14	Location 44
8	Aisle 0	Location 5
Order 6	number of articles 8
0	Aisle 18	Location 6
1	Aisle 0	Location 26
2	Aisle 0	Location 12
3	Aisle 1	Location 41
4	Aisle 1	Location 37
5	Aisle 8	Location 19
6	Aisle 0	Location 21
7	Aisle 1	Location 35
Order 7	number of articles 17
0	Aisle 13	Location 15
1	Aisle 1	Location 25
2	Aisle 1	Location 27
3	Aisle 1	Location 21
4	Aisle 17	Location 4
5	Aisle 1	Location 35
6	Aisle 11	Location 10
7	Aisle 0	Location 15
8	Aisle 10	Location 5
9	Aisle 1	Location 11
10	Aisle 1	Location 5
11	Aisle 10	Location 23
12	Aisle 7	Location 7
13	Aisle 14	Location 22
14	Aisle 1	Location 31
15	Aisle 14	Location 44
16	Aisle 0	Location 40
Order 8	number of articles 16
0	Aisle 7	Location 31
1	Aisle 0	Location 11
2	Aisle 0	Location 18
3	Aisle 0	Location 1
4	Aisle 16	Location 5
5	Aisle 1	Location 36
6	Aisle 1	Location 16
7	Aisle 0	Location 13
8	Aisle 7	Location 20
9	Aisle 0	Location 40
10	Aisle 10	Location 14
11	Aisle 9	Location 18
12	Aisle 1	Location 31
13	Aisle 1	Location 2
14	Aisle 18	Location 31
15	Aisle 1	Location 29
Order 9	number of articles 23
0	Aisle 1	Location 5
1	Aisle 0	Location 15
2	Aisle 0	Location 41
3	Aisle 10	Location 23
4	Aisle 1	Location 2
5	Aisle 0	Location 26
6	Aisle 1	Location 20
7	Aisle 1	Location 26
8	Aisle 10	Location 12
9	Aisle 1	Location 13
10	Aisle 19	Location 0
11	Aisle 14	Location 25
12	Aisle 15	Location 12
13	Aisle 6	Location 40
14	Aisle 16	Location 2
15	Aisle 1	Location 10
16	Aisle 1	Location 9
17	Aisle 0	Location 32
18	Aisle 10	Location 4
19	Aisle 19	Location 28
20	Aisle 6	Location 15
21	Aisle 0	Location 0
22	Aisle 0	Location 39
Order 10	number of articles 6
0	Aisle 15	Location 33
1	Aisle 19	Location 27
2	Aisle 0	Location 12
3	Aisle 1	Location 30
4	Aisle 9	Location 14
5	Aisle 10	Location 22
Order 11	number of articles 19
0	Aisle 1	Location 16
1	Aisle 1	Location 26
2	Aisle 6	Location 21
3	Aisle 1	Location 35
4	Aisle 10	Location 19
5	Aisle 1	Location 10
6	Aisle 12	Location 33
7	Aisle 1	Location 32
8	Aisle 16	Location 38
9	Aisle 0	Location 30
10	Aisle 13	Location 43
11	Aisle 11	Location 23
12	Aisle 1	Location 33
13	Aisle 1	Location 29
14	Aisle 10	Location 27
15	Aisle 12	Location 36
16	Aisle 1	Location 0
17	Aisle 1	Location 5
18	Aisle 16	Location 37
Order 12	number of articles 21
0	Aisle 17	Location 22
1	Aisle 9	Location 7
2	Aisle 17	Location 17
3	Aisle 0	Location 14
4	Aisle 19	Location 2
5	Aisle 1	Location 28
6	Aisle 0	Location 24
7	Aisle 1	Location 3
8	Aisle 1	Location 34
9	Aisle 9	Location 5
10	Aisle 6	Location 1
11	Aisle 8	Location 0
12	Aisle 16	Location 27
13	Aisle 1	Location 18
14	Aisle 7	Location 36
15	Aisle 10	Location 0
16	Aisle 1	Location 12
17	Aisle 8	Location 10
18	Aisle 1	Location 5
19	Aisle 18	Location 22
20	Aisle 1	Location 7
Order 13	number of articles 13
0	Aisle 9	Location 12
1	Aisle 17	Location 25
2	Aisle 1	Location 32
3	Aisle 16	Location 38
4	Aisle 6	Location 5
5	Aisle 1	Location 35
6	Aisle 18	Location 4
7	Aisle 6	Location 30
8	Aisle 18	Location 13
9	Aisle 1	Location 41
10	Aisle 1	Location 2
11	Aisle 1	Location 13
12	Aisle 16	Location 31
Order 14	number of articles 14
0	Aisle 1	Location 29
1	Aisle 0	Location 38
2	Aisle 9	Location 22
3	Aisle 10	Location 35
4	Aisle 1	Location 40
5	Aisle 15	Location 29
6	Aisle 0	Location 15
7	Aisle 1	Location 18
8	Aisle 1	Location 2
9	Aisle 1	Location 36
10	Aisle 0	Location 18
11	Aisle 1	Location 37
12	Aisle 1	Location 4
13	Aisle 6	Location 44
Order 15	number of articles 7
0	Aisle 18	Location 20
1	Aisle 17	Location 20
2	Aisle 1	Location 39
3	Aisle 0	Location 24
4	Aisle 12	Location 37
5	Aisle 0	Location 16
6	Aisle 6	Location 43
Order 16	number of articles 12
0	Aisle 18	Location 28
1	Aisle 1	Location 42
2	Aisle 1	Location 19
3	Aisle 0	Location 12
4	Aisle 1	Location 9
5	Aisle 17	Location 11
6	Aisle 0	Location 0
7	Aisle 8	Location 40
8	Aisle 0	Location 36
9	Aisle 1	Location 22
10	Aisle 1	Location 32
11	Aisle 1	Location 10
Order 17	number of articles 7
0	Aisle 0	Location 11
1	Aisle 1	Location 7
2	Aisle 0	Location 14
3	Aisle 0	Location 28
4	Aisle 7	Location 29
