Order 0	number of articles 10
0	Aisle 1	Location 33
1	Aisle 0	Location 42
2	Aisle 12	Location 36
3	Aisle 1	Location 9
4	Aisle 0	Location 13
5	Aisle 6	Location 10
6	Aisle 11	Location 21
7	Aisle 1	Location 21
8	Aisle 1	Location 34
9	Aisle 13	Location 6
Order 1	number of articles 19
0	Aisle 12	Location 18
1	Aisle 19	Location 22
2	Aisle 16	Location 15
3	Aisle 7	Location 12
4	Aisle 0	Location 9
5	Aisle 0	Location 7
6	Aisle 0	Location 37
7	Aisle 0	Location 10
8	Aisle 0	Location 21
9	Aisle 6	Location 23
10	Aisle 0	Location 20
11	Aisle 0	Location 30
12	Aisle 1	Location 30
13	Aisle 1	Location 19
14	Aisle 1	Location 27
15	Aisle 9	Location 31
16	Aisle 1	Location 15
17	Aisle 1	Location 23
18	Aisle 6	Location 33
Order 2	number of articles 10
0	Aisle 9	Location 27
1	Aisle 17	Location 7
2	Aisle 19	Location 0
3	Aisle 0	Location 30
4	Aisle 0	Location 19
5	Aisle 1	Location 13
6	Aisle 0	Location 29
7	Aisle 19	Location 40
8	Aisle 0	Location 24
9	Aisle 0	Location 15
Order 3	number of articles 22
0	Aisle 9	Location 24
1	Aisle 0	Location 31
2	Aisle 0	Location 11
3	Aisle 1	Location 18
4	Aisle 11	Location 2
5	Aisle 17	Location 19
6	Aisle 11	Location 21
7	Aisle 0	Location 34
8	Aisle 1	Location 24
9	Aisle 18	Location 42
10	Aisle 1	Location 17
11	Aisle 0	Location 13
12	Aisle 19	Location 6
13	Aisle 14	Location 18
14	Aisle 12	Location 36
15	Aisle 6	Location 8
16	Aisle 0	Location 8
17	Aisle 1	Location 5
18	Aisle 9	Location 2
19	Aisle 9	Location 40
20	Aisle 19	Location 2
21	Aisle 12	Location 43
Order 4	number of articles 15
0	Aisle 15	Location 14
1	Aisle 6	Location 15
2	Aisle 0	Location 12
3	Aisle 1	Location 20
4	Aisle 1	Location 26
5	Aisle 12	Location 31
6	Aisle 15	Location 7
7	Aisle 1	Location 18
8	Aisle 6	Location 1
9	Aisle 1	Location 31
10	Aisle 1	Location 25
11	Aisle 0	Location 25
12	Aisle 0	Location 0
13	Aisle 19	Location 31
14	Aisle 17	Location 28
Order 5	number of articles 15
0	Aisle 10	Location 34
1	Aisle 0	Location 43
2	Aisle 14	Location 29
3	Aisle 1	Location 34
4	Aisle 0	Location 44
5	Aisle 1	Location 2
6	Aisle 1	Location 22
7	Aisle 12	Location 0
8	Aisle 8	Location 14
9	Aisle 1	Location 3
10	Aisle 7	Location 37
11	Aisle 18	Location 35
12	Aisle 0	Location 22
13	Aisle 0	Location 37
14	Aisle 11	Location 25
Order 6	number of articles 6
0	Aisle 18	Location 38
1	Aisle 13	Location 0
2	Aisle 1	Location 44
3	Aisle 15	Location 7
4	Aisle 1	Location 25
5	Aisle 18	Location 28
Order 7	number of articles 6
0	Aisle 0	Location 42
1	Aisle 1	Location 9
2	Aisle 0	Location 16
3	Aisle 0	Location 40
4	Aisle 0	Location 5
5	Aisle 0	Location 44
Order 8	number of articles 19
0	Aisle 0	Location 25
1	Aisle 6	Location 12
2	Aisle 0	Location 19
3	Aisle 1	Location 34
4	Aisle 10	Location 18
5	Aisle 1	Location 31
6	Aisle 19	Location 32
7	Aisle 6	Location 30
8	Aisle 0	Location 42
9	Aisle 0	Location 14
10	Aisle 0	Location 17
11	Aisle 1	Location 10
12	Aisle 9	Location 24
13	Aisle 15	Location 36
14	Aisle 19	Location 0
15	Aisle 0	Location 31
16	Aisle 0	Location 1
17	Aisle 1	Location 27
18	Aisle 0	Location 43
Order 9	number of articles 24
0	Aisle 1	Location 37
1	Aisle 11	Location 29
2	Aisle 1	Location 7
3	Aisle 11	Location 37
4	Aisle 0	Location 7
5	Aisle 13	Location 25
6	Aisle 12	Location 11
7	Aisle 15	Location 13
8	Aisle 12	Location 21
9	Aisle 15	Location 42
10	Aisle 15	Location 0
11	Aisle 6	Location 29
12	Aisle 0	Location 8
13	Aisle 10	Location 38
14	Aisle 7	Location 15
15	Aisle 18	Location 12
16	Aisle 7	Location 20
17	Aisle 0	Location 0
18	Aisle 0	Location 10
19	Aisle 11	Location 22
20	Aisle 15	Location 32
21	Aisle 0	Location 21
22	Aisle 19	Location 24
23	Aisle 1	Location 43
Order 10	number of articles 21
0	Aisle 0	Location 40
1	Aisle 0	Location 11
2	Aisle 1	Location 43
3	Aisle 1	Location 19
4	Aisle 19	Location 42
5	Aisle 0	Location 16
6	Aisle 17	Location 1
7	Aisle 7	Location 39
8	Aisle 13	Location 44
9	Aisle 18	Location 22
10	Aisle 0	Location 39
11	Aisle 1	Location 42
12	Aisle 17	Location 37
13	Aisle 18	Location 12
14	Aisle 6	Location 39
15	Aisle 6	Location 6
16	Aisle 8	Location 5
17	Aisle 16	Location 22
18	Aisle 16	Location 40
