Order 0	number of articles 18
0	Aisle 12	Location 5
1	Aisle 1	Location 42
2	Aisle 1	Location 36
3	Aisle 18	Location 42
4	Aisle 1	Location 11
5	Aisle 1	Location 14
6	Aisle 0	Location 8
7	Aisle 1	Location 34
8	Aisle 17	Location 43
9	Aisle 11	Location 14
10	Aisle 6	Location 37
11	Aisle 12	Location 42
12	Aisle 1	Location 39
13	Aisle 1	Location 3
14	Aisle 0	Location 25
15	Aisle 9	Location 31
16	Aisle 0	Location 30
17	Aisle 8	Location 7
Order 1	number of articles 22
0	Aisle 0	Location 9
1	Aisle 0	Location 36
2	Aisle 6	Location 43
3	Aisle 11	Location 0
4	Aisle 1	Location 5
5	Aisle 1	Location 40
6	Aisle 0	Location 5
7	Aisle 8	Location 17
8	Aisle 0	Location 30
9	Aisle 0	Location 10
10	Aisle 1	Location 37
11	Aisle 0	Location 24
12	Aisle 15	Location 12
13	Aisle 11	Location 21
14	Aisle 18	Location 33
15	Aisle 1	Location 34
16	Aisle 0	Location 17
17	Aisle 14	Location 21
18	Aisle 1	Location 0
19	Aisle 19	Location 20
20	Aisle 8	Location 37
21	Aisle 10	Location 0
Order 2	number of articles 19
0	Aisle 0	Location 36
1	Aisle 1	Location 19
2	Aisle 0	Location 4
3	Aisle 1	Location 31
4	Aisle 1	Location 11
5	Aisle 6	Location 33
6	Aisle 13	Location 36
7	Aisle 1	Location 16
8	Aisle 1	Location 23
9	Aisle 18	Location 20
10	Aisle 0	Location 38
11	Aisle 1	Location 36
12	Aisle 10	Location 8
13	Aisle 12	Location 37
14	Aisle 15	Location 26
15	Aisle 1	Location 26
16	Aisle 1	Location 25
17	Aisle 10	Location 2
18	Aisle 12	Location 24
Order 3	number of articles 12
0	Aisle 1	Location 24
1	Aisle 0	Location 19
2	Aisle 19	Location 14
3	Aisle 0	Location 7
4	Aisle 1	Location 28
5	Aisle 12	Location 7
6	Aisle 0	Location 12
7	Aisle 17	Location 9
8	Aisle 0	Location 15
9	Aisle 14	Location 9
10	Aisle 12	Location 30
11	Aisle 18	Location 21
Order 4	number of articles 15
