Order 0	number of articles 8
0	Aisle 9	Location 42
1	Aisle 9	Location 34
2	Aisle 6	Location 16
3	Aisle 18	Location 32
4	Aisle 11	Location 21
5	Aisle 17	Location 30
6	Aisle 3	Location 8
7	Aisle 10	Location 16
Order 1	number of articles 6
0	Aisle 7	Location 15
1	Aisle 5	Location 23
2	Aisle 19	Location 4
3	Aisle 3	Location 13
4	Aisle 14	Location 37
5	Aisle 0	Location 40
Order 2	number of articles 23
0	Aisle 7	Location 14
1	Aisle 5	Location 15
2	Aisle 0	Location 23
3	Aisle 13	Location 23
4	Aisle 6	Location 5
5	Aisle 0	Location 1
6	Aisle 13	Location 7
7	Aisle 10	Location 6
8	Aisle 12	Location 13
9	Aisle 2	Location 2
10	Aisle 7	Location 12
11	Aisle 17	Location 32
12	Aisle 7	Location 23
13	Aisle 16	Location 25
14	Aisle 13	Location 10
15	Aisle 15	Location 14
16	Aisle 10	Location 43
17	Aisle 11	Location 19
18	Aisle 9	Location 32
19	Aisle 3	Location 20
20	Aisle 1	Location 19
21	Aisle 8	Location 31
22	Aisle 9	Location 30
Order 3	number of articles 6
0	Aisle 3	Location 32
1	Aisle 8	Location 22
2	Aisle 16	Location 22
3	Aisle 18	Location 43
4	Aisle 8	Location 11
5	Aisle 18	Location 33
Order 4	number of articles 8
0	Aisle 10	Location 6
1	Aisle 11	Location 29
2	Aisle 7	Location 26
3	Aisle 9	Location 19
4	Aisle 7	Location 18
5	Aisle 19	Location 25
6	Aisle 5	Location 20
7	Aisle 7	Location 41
Order 5	number of articles 14
0	Aisle 15	Location 39
1	Aisle 0	Location 38
2	Aisle 2	Location 14
3	Aisle 12	Location 25
4	Aisle 7	Location 34
5	Aisle 14	Location 37
6	Aisle 1	Location 25
7	Aisle 17	Location 34
8	Aisle 9	Location 11
9	Aisle 14	Location 1
10	Aisle 15	Location 37
11	Aisle 10	Location 21
12	Aisle 6	Location 25
13	Aisle 10	Location 35
Order 6	number of articles 23
0	Aisle 10	Location 39
1	Aisle 19	Location 28
2	Aisle 11	Location 1
3	Aisle 4	Location 26
4	Aisle 7	Location 36
5	Aisle 16	Location 19
6	Aisle 12	Location 25
7	Aisle 18	Location 44
8	Aisle 6	Location 13
9	Aisle 17	Location 35
10	Aisle 14	Location 9
11	Aisle 0	Location 30
12	Aisle 3	Location 39
13	Aisle 19	Location 11
14	Aisle 10	Location 23
15	Aisle 16	Location 23
16	Aisle 5	Location 32
17	Aisle 16	Location 35
18	Aisle 12	Location 30
19	Aisle 15	Location 8
20	Aisle 1	Location 43
21	Aisle 4	Location 4
22	Aisle 15	Location 22
Order 7	number of articles 7
0	Aisle 19	Location 42
1	Aisle 17	Location 28
2	Aisle 4	Location 44
3	Aisle 15	Location 41
4	Aisle 16	Location 27
5	Aisle 4	Location 21
6	Aisle 15	Location 5
Order 8	number of articles 18
0	Aisle 8	Location 43
1	Aisle 8	Location 19
2	Aisle 4	Location 35
3	Aisle 19	Location 42
4	Aisle 13	Location 31
5	Aisle 10	Location 31
6	Aisle 15	Location 28
7	Aisle 4	Location 2
8	Aisle 14	Location 0
9	Aisle 3	Location 17
10	Aisle 11	Location 32
11	Aisle 7	Location 34
12	Aisle 8	Location 28
13	Aisle 3	Location 20
14	Aisle 19	Location 41
15	Aisle 7	Location 32
16	Aisle 6	Location 8
17	Aisle 19	Location 16
Order 9	number of articles 14
0	Aisle 15	Location 29
1	Aisle 19	Location 16
2	Aisle 12	Location 28
3	Aisle 17	Location 22
4	Aisle 18	Location 31
5	Aisle 16	Location 34
6	Aisle 1	Location 22
7	Aisle 12	Location 39
