Order 0	number of articles 7
0	Aisle 15	Location 30
1	Aisle 6	Location 1
2	Aisle 1	Location 0
3	Aisle 4	Location 44
4	Aisle 15	Location 37
5	Aisle 12	Location 27
6	Aisle 3	Location 8
Order 1	number of articles 10
0	Aisle 14	Location 5
1	Aisle 12	Location 1
2	Aisle 0	Location 3
3	Aisle 14	Location 28
4	Aisle 10	Location 39
5	Aisle 0	Location 17
6	Aisle 15	Location 35
7	Aisle 4	Location 39
8	Aisle 3	Location 38
9	Aisle 15	Location 25
Order 2	number of articles 8
0	Aisle 15	Location 6
1	Aisle 0	Location 37
2	Aisle 15	Location 24
3	Aisle 14	Location 18
4	Aisle 9	Location 17
5	Aisle 18	Location 13
6	Aisle 16	Location 44
7	Aisle 1	Location 22
Order 3	number of articles 24
0	Aisle 7	Location 21
1	Aisle 12	Location 21
2	Aisle 7	Location 34
3	Aisle 14	Location 2
4	Aisle 2	Location 38
5	Aisle 11	Location 44
6	Aisle 13	Location 17
7	Aisle 2	Location 20
8	Aisle 3	Location 30
9	Aisle 19	Location 34
10	Aisle 4	Location 26
11	Aisle 19	Location 27
12	Aisle 2	Location 5
13	Aisle 16	Location 36
14	Aisle 14	Location 28
15	Aisle 5	Location 34
16	Aisle 3	Location 12
17	Aisle 8	Location 43
18	Aisle 13	Location 15
19	Aisle 8	Location 39
20	Aisle 1	Location 9
21	Aisle 14	Location 0
22	Aisle 16	Location 26
23	Aisle 13	Location 33
Order 4	number of articles 14
0	Aisle 3	Location 10
1	Aisle 13	Location 1
2	Aisle 13	Location 2
3	Aisle 18	Location 19
4	Aisle 7	Location 25
5	Aisle 8	Location 34
6	Aisle 9	Location 10
7	Aisle 18	Location 35
8	Aisle 7	Location 27
9	Aisle 1	Location 8
10	Aisle 17	Location 0
11	Aisle 3	Location 19
12	Aisle 4	Location 35
13	Aisle 14	Location 29
Order 5	number of articles 22
0	Aisle 9	Location 43
1	Aisle 2	Location 32
2	Aisle 2	Location 28
3	Aisle 19	Location 28
4	Aisle 2	Location 36
5	Aisle 6	Location 5
6	Aisle 11	Location 3
7	Aisle 9	Location 25
8	Aisle 0	Location 11
9	Aisle 10	Location 5
10	Aisle 8	Location 17
11	Aisle 14	Location 40
12	Aisle 1	Location 3
13	Aisle 1	Location 31
14	Aisle 18	Location 40
15	Aisle 18	Location 28
16	Aisle 19	Location 12
17	Aisle 2	Location 16
18	Aisle 13	Location 30
19	Aisle 19	Location 17
20	Aisle 12	Location 33
21	Aisle 0	Location 42
Order 6	number of articles 24
0	Aisle 14	Location 35
1	Aisle 14	Location 17
2	Aisle 8	Location 30
3	Aisle 5	Location 32
4	Aisle 2	Location 19
5	Aisle 1	Location 35
6	Aisle 15	Location 1
7	Aisle 2	Location 43
8	Aisle 7	Location 21
9	Aisle 12	Location 40
10	Aisle 1	Location 5
11	Aisle 8	Location 38
12	Aisle 13	Location 40
13	Aisle 7	Location 19
14	Aisle 4	Location 35
15	Aisle 7	Location 42
16	Aisle 19	Location 7
