Order 0	number of articles 20
0	Aisle 12	Location 29
1	Aisle 17	Location 6
2	Aisle 3	Location 1
3	Aisle 3	Location 29
4	Aisle 0	Location 13
5	Aisle 16	Location 20
6	Aisle 13	Location 4
7	Aisle 12	Location 30
8	Aisle 9	Location 39
9	Aisle 18	Location 11
10	Aisle 10	Location 36
11	Aisle 6	Location 35
12	Aisle 17	Location 16
13	Aisle 6	Location 8
14	Aisle 6	Location 27
15	Aisle 10	Location 42
16	Aisle 6	Location 16
17	Aisle 2	Location 16
18	Aisle 6	Location 15
19	Aisle 3	Location 21
Order 1	number of articles 5
0	Aisle 3	Location 36
1	Aisle 4	Location 27
2	Aisle 18	Location 23
3	Aisle 4	Location 7
4	Aisle 5	Location 44
Order 2	number of articles 19
0	Aisle 0	Location 25
1	Aisle 18	Location 20
2	Aisle 15	Location 40
3	Aisle 3	Location 40
4	Aisle 11	Location 22
5	Aisle 7	Location 42
6	Aisle 4	Location 12
7	Aisle 18	Location 32
8	Aisle 12	Location 29
9	Aisle 15	Location 22
10	Aisle 10	Location 25
11	Aisle 6	Location 18
12	Aisle 7	Location 37
13	Aisle 3	Location 12
14	Aisle 9	Location 23
15	Aisle 8	Location 29
16	Aisle 17	Location 21
17	Aisle 18	Location 19
18	Aisle 3	Location 43
Order 3	number of articles 7
0	Aisle 2	Location 43
1	Aisle 0	Location 17
2	Aisle 9	Location 34
3	Aisle 17	Location 32
4	Aisle 6	Location 11
5	Aisle 15	Location 2
6	Aisle 17	Location 3
Order 4	number of articles 22
0	Aisle 15	Location 35
1	Aisle 17	Location 14
2	Aisle 2	Location 13
3	Aisle 8	Location 11
4	Aisle 8	Location 7
5	Aisle 9	Location 42
6	Aisle 13	Location 26
7	Aisle 18	Location 37
8	Aisle 13	Location 23
9	Aisle 10	Location 27
10	Aisle 0	Location 27
11	Aisle 16	Location 28
12	Aisle 10	Location 40
13	Aisle 1	Location 17
14	Aisle 14	Location 39
15	Aisle 12	Location 16
16	Aisle 13	Location 19
17	Aisle 18	Location 21
18	Aisle 12	Location 7
19	Aisle 2	Location 20
20	Aisle 13	Location 0
21	Aisle 0	Location 23
Order 5	number of articles 21
0	Aisle 18	Location 5
1	Aisle 4	Location 2
2	Aisle 8	Location 6
3	Aisle 13	Location 10
4	Aisle 4	Location 14
5	Aisle 10	Location 10
6	Aisle 0	Location 35
7	Aisle 18	Location 35
8	Aisle 5	Location 31
9	Aisle 9	Location 44
10	Aisle 11	Location 43
11	Aisle 13	Location 34
12	Aisle 17	Location 36
13	Aisle 6	Location 4
14	Aisle 7	Location 0
15	Aisle 12	Location 41
16	Aisle 2	Location 0
17	Aisle 7	Location 38
18	Aisle 5	Location 4
19	Aisle 14	Location 2
20	Aisle 10	Location 17
Order 6	number of articles 8
0	Aisle 11	Location 14
1	Aisle 6	Location 40
2	Aisle 6	Location 20
3	Aisle 8	Location 25
4	Aisle 12	Location 38
5	Aisle 19	Location 21
6	Aisle 14	Location 7
7	Aisle 19	Location 26
Order 7	number of articles 9
0	Aisle 10	Location 18
1	Aisle 18	Location 3
2	Aisle 17	Location 8
3	Aisle 18	Location 40
4	Aisle 14	Location 39
5	Aisle 8	Location 23
6	Aisle 1	Location 7
7	Aisle 3	Location 6
8	Aisle 0	Location 40
Order 8	number of articles 16
0	Aisle 0	Location 29
1	Aisle 19	Location 28
2	Aisle 0	Location 9
3	Aisle 16	Location 7
4	Aisle 10	Location 29
5	Aisle 9	Location 21
6	Aisle 10	Location 4
7	Aisle 3	Location 27
8	Aisle 5	Location 25
9	Aisle 4	Location 30
10	Aisle 15	Location 21
11	Aisle 1	Location 34
12	Aisle 15	Location 16
13	Aisle 4	Location 9
14	Aisle 18	Location 8
15	Aisle 12	Location 26
Order 9	number of articles 7
0	Aisle 10	Location 24
1	Aisle 18	Location 31
2	Aisle 7	Location 34
3	Aisle 16	Location 32
4	Aisle 2	Location 26
5	Aisle 17	Location 16
6	Aisle 10	Location 17
Order 10	number of articles 10
0	Aisle 14	Location 29
1	Aisle 0	Location 28
2	Aisle 5	Location 19
3	Aisle 4	Location 42
4	Aisle 5	Location 33
5	Aisle 13	Location 27
6	Aisle 0	Location 19
7	Aisle 16	Location 33
8	Aisle 9	Location 36
9	Aisle 10	Location 34
Order 11	number of articles 14
0	Aisle 5	Location 32
1	Aisle 4	Location 21
2	Aisle 1	Location 21
3	Aisle 18	Location 31
4	Aisle 9	Location 16
5	Aisle 2	Location 32
6	Aisle 3	Location 33
7	Aisle 16	Location 21
8	Aisle 16	Location 23
9	Aisle 9	Location 23
10	Aisle 6	Location 0
11	Aisle 11	Location 7
12	Aisle 8	Location 33
13	Aisle 10	Location 39
Order 12	number of articles 9
0	Aisle 10	Location 15
1	Aisle 9	Location 32
2	Aisle 15	Location 42
3	Aisle 1	Location 22
4	Aisle 18	Location 1
5	Aisle 14	Location 23
6	Aisle 13	Location 36
7	Aisle 14	Location 33
8	Aisle 13	Location 14
Order 13	number of articles 10
0	Aisle 18	Location 9
1	Aisle 12	Location 18
2	Aisle 6	Location 5
3	Aisle 16	Location 42
4	Aisle 16	Location 34
5	Aisle 1	Location 37
6	Aisle 1	Location 44
7	Aisle 4	Location 25
8	Aisle 19	Location 4
9	Aisle 10	Location 29
Order 14	number of articles 18
0	Aisle 12	Location 6
1	Aisle 3	Location 13
2	Aisle 16	Location 39
3	Aisle 14	Location 0
4	Aisle 7	Location 18
5	Aisle 6	Location 21
6	Aisle 7	Location 10
7	Aisle 19	Location 31
8	Aisle 6	Location 15
9	Aisle 4	Location 3
10	Aisle 15	Location 20
11	Aisle 7	Location 21
12	Aisle 0	Location 23
13	Aisle 18	Location 11
14	Aisle 13	Location 38
15	Aisle 19	Location 1
16	Aisle 14	Location 21
17	Aisle 0	Location 31
Order 15	number of articles 6
0	Aisle 19	Location 28
1	Aisle 1	Location 4
2	Aisle 5	Location 26
3	Aisle 17	Location 9
4	Aisle 11	Location 37
5	Aisle 6	Location 18
Order 16	number of articles 10
0	Aisle 10	Location 31
1	Aisle 10	Location 17
2	Aisle 4	Location 40
3	Aisle 17	Location 36
4	Aisle 16	Location 2
5	Aisle 1	Location 9
6	Aisle 5	Location 24
7	Aisle 18	Location 14
8	Aisle 10	Location 40
9	Aisle 16	Location 40
Order 17	number of articles 5
0	Aisle 11	Location 13
1	Aisle 4	Location 41
2	Aisle 14	Location 36
3	Aisle 18	Location 43
4	Aisle 17	Location 33
Order 18	number of articles 8
0	Aisle 14	Location 25
1	Aisle 10	Location 21
2	Aisle 12	Location 26
3	Aisle 6	Location 41
4	Aisle 8	Location 40
5	Aisle 13	Location 22
6	Aisle 18	Location 9
7	Aisle 8	Location 37
Order 19	number of articles 8
0	Aisle 15	Location 25
1	Aisle 14	Location 33
2	Aisle 7	Location 11
3	Aisle 6	Location 43
4	Aisle 14	Location 27
5	Aisle 12	Location 22
6	Aisle 13	Location 25
7	Aisle 3	Location 17
