Order 0	number of articles 13
0	Aisle 6	Location 16
1	Aisle 0	Location 16
2	Aisle 15	Location 28
3	Aisle 10	Location 2
4	Aisle 8	Location 38
5	Aisle 13	Location 3
6	Aisle 3	Location 28
7	Aisle 9	Location 43
8	Aisle 11	Location 22
9	Aisle 17	Location 8
10	Aisle 19	Location 32
11	Aisle 11	Location 43
12	Aisle 11	Location 5
Order 1	number of articles 8
0	Aisle 18	Location 4
1	Aisle 16	Location 14
2	Aisle 4	Location 11
3	Aisle 7	Location 25
4	Aisle 7	Location 44
5	Aisle 13	Location 29
6	Aisle 19	Location 4
7	Aisle 16	Location 27
Order 2	number of articles 11
0	Aisle 9	Location 10
1	Aisle 6	Location 21
2	Aisle 7	Location 42
3	Aisle 14	Location 7
4	Aisle 3	Location 14
5	Aisle 0	Location 10
6	Aisle 4	Location 3
7	Aisle 3	Location 27
8	Aisle 14	Location 28
9	Aisle 8	Location 34
10	Aisle 5	Location 4
Order 3	number of articles 13
0	Aisle 5	Location 29
1	Aisle 5	Location 43
2	Aisle 4	Location 7
3	Aisle 14	Location 11
4	Aisle 10	Location 7
5	Aisle 1	Location 44
6	Aisle 16	Location 36
7	Aisle 11	Location 9
8	Aisle 4	Location 19
9	Aisle 15	Location 22
10	Aisle 4	Location 22
11	Aisle 16	Location 7
12	Aisle 9	Location 33
Order 4	number of articles 9
0	Aisle 14	Location 43
1	Aisle 8	Location 1
2	Aisle 12	Location 15
3	Aisle 14	Location 7
4	Aisle 11	Location 15
5	Aisle 16	Location 34
6	Aisle 0	Location 34
7	Aisle 10	Location 38
8	Aisle 5	Location 1
Order 5	number of articles 11
0	Aisle 5	Location 32
1	Aisle 4	Location 0
2	Aisle 5	Location 20
3	Aisle 16	Location 29
4	Aisle 15	Location 10
5	Aisle 12	Location 31
6	Aisle 1	Location 26
7	Aisle 7	Location 41
8	Aisle 18	Location 3
9	Aisle 7	Location 9
10	Aisle 19	Location 43
Order 6	number of articles 14
0	Aisle 9	Location 9
1	Aisle 15	Location 14
2	Aisle 10	Location 29
3	Aisle 16	Location 15
4	Aisle 9	Location 26
5	Aisle 18	Location 39
6	Aisle 3	Location 28
7	Aisle 12	Location 34
8	Aisle 17	Location 24
9	Aisle 10	Location 23
10	Aisle 2	Location 21
11	Aisle 14	Location 4
12	Aisle 6	Location 28
13	Aisle 11	Location 41
Order 7	number of articles 22
0	Aisle 15	Location 26
1	Aisle 6	Location 37
2	Aisle 11	Location 19
3	Aisle 8	Location 41
4	Aisle 11	Location 40
5	Aisle 6	Location 31
6	Aisle 11	Location 6
7	Aisle 2	Location 24
8	Aisle 10	Location 2
9	Aisle 0	Location 9
10	Aisle 16	Location 16
11	Aisle 4	Location 5
12	Aisle 2	Location 13
13	Aisle 15	Location 27
14	Aisle 6	Location 5
15	Aisle 18	Location 3
16	Aisle 8	Location 27
17	Aisle 1	Location 28
18	Aisle 0	Location 42
19	Aisle 3	Location 35
20	Aisle 10	Location 13
21	Aisle 4	Location 7
Order 8	number of articles 15
0	Aisle 1	Location 21
1	Aisle 3	Location 18
2	Aisle 3	Location 39
3	Aisle 0	Location 30
4	Aisle 13	Location 10
5	Aisle 13	Location 37
6	Aisle 11	Location 2
7	Aisle 13	Location 6
8	Aisle 2	Location 21
9	Aisle 11	Location 11
10	Aisle 11	Location 6
11	Aisle 7	Location 7
12	Aisle 13	Location 20
13	Aisle 10	Location 18
14	Aisle 12	Location 27
Order 9	number of articles 13
0	Aisle 4	Location 42
1	Aisle 19	Location 21
2	Aisle 9	Location 44
3	Aisle 9	Location 29
4	Aisle 13	Location 26
5	Aisle 4	Location 36
6	Aisle 17	Location 16
7	Aisle 3	Location 36
8	Aisle 7	Location 25
9	Aisle 13	Location 33
10	Aisle 1	Location 30
11	Aisle 2	Location 18
12	Aisle 9	Location 18
Order 10	number of articles 20
0	Aisle 1	Location 32
1	Aisle 3	Location 23
2	Aisle 2	Location 7
3	Aisle 8	Location 44
4	Aisle 13	Location 39
5	Aisle 2	Location 23
6	Aisle 0	Location 16
7	Aisle 16	Location 24
8	Aisle 15	Location 32
9	Aisle 10	Location 35
10	Aisle 8	Location 10
11	Aisle 15	Location 17
12	Aisle 1	Location 34
13	Aisle 1	Location 4
14	Aisle 10	Location 6
15	Aisle 2	Location 18
16	Aisle 1	Location 1
17	Aisle 12	Location 30
18	Aisle 7	Location 6
19	Aisle 13	Location 0
Order 11	number of articles 20
0	Aisle 14	Location 24
1	Aisle 1	Location 16
2	Aisle 9	Location 5
3	Aisle 14	Location 17
4	Aisle 15	Location 10
5	Aisle 1	Location 3
6	Aisle 9	Location 0
7	Aisle 11	Location 23
8	Aisle 14	Location 14
9	Aisle 17	Location 20
10	Aisle 2	Location 20
11	Aisle 8	Location 10
12	Aisle 4	Location 1
13	Aisle 9	Location 3
14	Aisle 11	Location 13
15	Aisle 14	Location 3
16	Aisle 0	Location 12
17	Aisle 19	Location 40
