Order 0	number of articles 16
0	Aisle 15	Location 25
1	Aisle 9	Location 19
2	Aisle 15	Location 13
3	Aisle 15	Location 21
4	Aisle 2	Location 11
5	Aisle 19	Location 22
6	Aisle 19	Location 38
7	Aisle 7	Location 44
8	Aisle 9	Location 42
9	Aisle 4	Location 29
10	Aisle 12	Location 19
11	Aisle 15	Location 7
12	Aisle 4	Location 31
13	Aisle 8	Location 33
14	Aisle 5	Location 18
15	Aisle 13	Location 0
Order 1	number of articles 7
0	Aisle 16	Location 41
1	Aisle 12	Location 19
2	Aisle 12	Location 14
3	Aisle 4	Location 12
4	Aisle 3	Location 3
5	Aisle 5	Location 0
6	Aisle 18	Location 26
Order 2	number of articles 18
0	Aisle 9	Location 18
1	Aisle 18	Location 16
2	Aisle 3	Location 27
3	Aisle 13	Location 2
4	Aisle 11	Location 2
5	Aisle 4	Location 1
6	Aisle 15	Location 40
7	Aisle 7	Location 33
8	Aisle 10	Location 35
9	Aisle 5	Location 16
10	Aisle 2	Location 34
11	Aisle 8	Location 43
12	Aisle 19	Location 19
13	Aisle 19	Location 14
14	Aisle 13	Location 14
15	Aisle 10	Location 10
16	Aisle 10	Location 39
17	Aisle 12	Location 7
Order 3	number of articles 21
0	Aisle 14	Location 31
1	Aisle 5	Location 39
2	Aisle 10	Location 40
3	Aisle 4	Location 23
4	Aisle 9	Location 2
5	Aisle 17	Location 43
6	Aisle 10	Location 18
7	Aisle 7	Location 20
8	Aisle 14	Location 1
9	Aisle 7	Location 1
10	Aisle 9	Location 28
11	Aisle 11	Location 26
12	Aisle 19	Location 18
13	Aisle 16	Location 43
14	Aisle 2	Location 41
15	Aisle 13	Location 42
16	Aisle 15	Location 8
17	Aisle 2	Location 24
18	Aisle 0	Location 23
19	Aisle 17	Location 44
20	Aisle 5	Location 2
Order 4	number of articles 12
0	Aisle 16	Location 31
1	Aisle 3	Location 40
2	Aisle 17	Location 25
3	Aisle 3	Location 28
4	Aisle 13	Location 20
5	Aisle 11	Location 11
6	Aisle 13	Location 18
7	Aisle 17	Location 15
8	Aisle 10	Location 22
9	Aisle 16	Location 37
10	Aisle 6	Location 37
11	Aisle 8	Location 36
Order 5	number of articles 19
0	Aisle 0	Location 10
