Order 0	number of articles 15
0	Aisle 11	Location 6
1	Aisle 2	Location 13
2	Aisle 18	Location 32
3	Aisle 5	Location 23
4	Aisle 11	Location 30
5	Aisle 13	Location 36
6	Aisle 14	Location 4
7	Aisle 6	Location 10
8	Aisle 5	Location 34
9	Aisle 17	Location 2
10	Aisle 11	Location 44
11	Aisle 19	Location 36
12	Aisle 2	Location 16
13	Aisle 2	Location 9
14	Aisle 12	Location 29
Order 1	number of articles 16
0	Aisle 18	Location 29
1	Aisle 19	Location 25
2	Aisle 17	Location 16
3	Aisle 12	Location 21
4	Aisle 12	Location 2
5	Aisle 5	Location 9
6	Aisle 18	Location 25
7	Aisle 9	Location 28
8	Aisle 15	Location 1
9	Aisle 11	Location 18
10	Aisle 2	Location 26
11	Aisle 11	Location 22
12	Aisle 18	Location 38
13	Aisle 18	Location 17
14	Aisle 19	Location 42
15	Aisle 0	Location 22
Order 2	number of articles 22
0	Aisle 6	Location 12
1	Aisle 15	Location 12
2	Aisle 19	Location 7
3	Aisle 5	Location 4
4	Aisle 8	Location 16
5	Aisle 0	Location 22
6	Aisle 8	Location 26
7	Aisle 1	Location 8
8	Aisle 17	Location 29
9	Aisle 2	Location 9
10	Aisle 15	Location 19
11	Aisle 9	Location 34
12	Aisle 17	Location 35
13	Aisle 19	Location 29
14	Aisle 0	Location 26
15	Aisle 0	Location 24
16	Aisle 2	Location 34
17	Aisle 11	Location 37
18	Aisle 0	Location 40
19	Aisle 8	Location 20
20	Aisle 12	Location 4
21	Aisle 18	Location 40
Order 3	number of articles 18
0	Aisle 3	Location 17
1	Aisle 13	Location 28
2	Aisle 17	Location 18
3	Aisle 19	Location 12
4	Aisle 11	Location 30
5	Aisle 16	Location 8
6	Aisle 3	Location 14
7	Aisle 12	Location 5
8	Aisle 6	Location 17
9	Aisle 17	Location 25
10	Aisle 0	Location 42
11	Aisle 16	Location 29
12	Aisle 4	Location 35
13	Aisle 3	Location 28
14	Aisle 4	Location 17
15	Aisle 11	Location 18
16	Aisle 8	Location 30
17	Aisle 1	Location 32
Order 4	number of articles 6
0	Aisle 2	Location 44
1	Aisle 8	Location 22
2	Aisle 1	Location 29
3	Aisle 9	Location 4
4	Aisle 0	Location 17
5	Aisle 3	Location 43
Order 5	number of articles 16
0	Aisle 15	Location 8
1	Aisle 10	Location 13
2	Aisle 16	Location 27
3	Aisle 1	Location 30
4	Aisle 10	Location 4
5	Aisle 3	Location 37
6	Aisle 8	Location 14
7	Aisle 15	Location 37
8	Aisle 13	Location 43
9	Aisle 8	Location 17
10	Aisle 7	Location 4
11	Aisle 11	Location 33
12	Aisle 4	Location 44
13	Aisle 10	Location 39
14	Aisle 11	Location 9
15	Aisle 18	Location 16
Order 6	number of articles 10
0	Aisle 17	Location 27
1	Aisle 5	Location 34
2	Aisle 17	Location 4
3	Aisle 9	Location 12
4	Aisle 15	Location 7
5	Aisle 16	Location 28
6	Aisle 10	Location 1
7	Aisle 5	Location 29
8	Aisle 4	Location 41
9	Aisle 12	Location 41
Order 7	number of articles 14
0	Aisle 5	Location 0
1	Aisle 2	Location 4
2	Aisle 6	Location 5
3	Aisle 9	Location 7
4	Aisle 18	Location 40
5	Aisle 13	Location 41
6	Aisle 9	Location 33
7	Aisle 4	Location 17
8	Aisle 11	Location 29
9	Aisle 2	Location 15
10	Aisle 12	Location 27
11	Aisle 16	Location 23
12	Aisle 9	Location 32
13	Aisle 14	Location 13
Order 8	number of articles 11
0	Aisle 14	Location 1
1	Aisle 1	Location 12
2	Aisle 4	Location 15
3	Aisle 19	Location 37
