Order 0	number of articles 21
0	Aisle 1	Location 9
1	Aisle 14	Location 14
2	Aisle 18	Location 24
3	Aisle 11	Location 13
4	Aisle 8	Location 2
5	Aisle 9	Location 22
6	Aisle 1	Location 42
7	Aisle 0	Location 4
8	Aisle 1	Location 41
9	Aisle 0	Location 38
10	Aisle 0	Location 13
11	Aisle 0	Location 41
12	Aisle 1	Location 16
13	Aisle 1	Location 28
14	Aisle 0	Location 26
15	Aisle 0	Location 2
16	Aisle 1	Location 37
17	Aisle 9	Location 25
18	Aisle 1	Location 6
19	Aisle 0	Location 32
20	Aisle 7	Location 6
Order 1	number of articles 21
0	Aisle 0	Location 28
1	Aisle 1	Location 28
2	Aisle 17	Location 36
3	Aisle 1	Location 12
4	Aisle 16	Location 33
5	Aisle 9	Location 21
6	Aisle 1	Location 43
7	Aisle 16	Location 22
8	Aisle 0	Location 18
9	Aisle 1	Location 4
10	Aisle 0	Location 33
11	Aisle 7	Location 36
12	Aisle 10	Location 27
13	Aisle 17	Location 2
14	Aisle 19	Location 8
15	Aisle 7	Location 6
16	Aisle 1	Location 26
17	Aisle 10	Location 23
18	Aisle 0	Location 16
19	Aisle 17	Location 35
20	Aisle 1	Location 15
Order 2	number of articles 22
0	Aisle 13	Location 38
1	Aisle 1	Location 28
2	Aisle 13	Location 5
3	Aisle 0	Location 28
4	Aisle 1	Location 39
5	Aisle 17	Location 6
6	Aisle 16	Location 11
7	Aisle 9	Location 12
8	Aisle 17	Location 31
9	Aisle 11	Location 7
10	Aisle 0	Location 32
11	Aisle 0	Location 37
12	Aisle 1	Location 43
13	Aisle 0	Location 11
14	Aisle 7	Location 44
15	Aisle 6	Location 5
16	Aisle 1	Location 17
17	Aisle 1	Location 25
18	Aisle 10	Location 0
19	Aisle 0	Location 1
20	Aisle 0	Location 23
21	Aisle 18	Location 12
Order 3	number of articles 21
0	Aisle 0	Location 36
1	Aisle 0	Location 18
2	Aisle 1	Location 24
3	Aisle 0	Location 4
4	Aisle 13	Location 27
5	Aisle 15	Location 41
6	Aisle 7	Location 0
7	Aisle 0	Location 39
8	Aisle 1	Location 20
9	Aisle 0	Location 33
10	Aisle 17	Location 6
11	Aisle 13	Location 33
12	Aisle 15	Location 14
13	Aisle 18	Location 32
14	Aisle 13	Location 29
15	Aisle 19	Location 37
16	Aisle 0	Location 31
17	Aisle 13	Location 42
18	Aisle 0	Location 14
19	Aisle 17	Location 9
20	Aisle 0	Location 34
Order 4	number of articles 23
0	Aisle 15	Location 4
1	Aisle 0	Location 8
