Order 0	number of articles 13
0	Aisle 1	Location 36
1	Aisle 1	Location 25
2	Aisle 0	Location 2
3	Aisle 0	Location 32
4	Aisle 1	Location 30
5	Aisle 19	Location 31
6	Aisle 10	Location 9
7	Aisle 1	Location 0
8	Aisle 9	Location 8
9	Aisle 1	Location 40
10	Aisle 14	Location 11
11	Aisle 1	Location 20
12	Aisle 1	Location 32
Order 1	number of articles 19
0	Aisle 0	Location 37
1	Aisle 7	Location 33
2	Aisle 0	Location 21
3	Aisle 0	Location 36
4	Aisle 19	Location 15
5	Aisle 6	Location 15
6	Aisle 1	Location 37
7	Aisle 0	Location 26
8	Aisle 0	Location 13
9	Aisle 0	Location 1
10	Aisle 7	Location 9
11	Aisle 7	Location 29
12	Aisle 12	Location 18
13	Aisle 1	Location 23
14	Aisle 14	Location 30
15	Aisle 1	Location 13
16	Aisle 1	Location 40
17	Aisle 10	Location 22
18	Aisle 19	Location 9
Order 2	number of articles 4
0	Aisle 0	Location 3
1	Aisle 0	Location 31
2	Aisle 12	Location 40
3	Aisle 19	Location 21
Order 3	number of articles 11
0	Aisle 1	Location 6
1	Aisle 1	Location 15
2	Aisle 0	Location 13
3	Aisle 0	Location 16
4	Aisle 0	Location 30
5	Aisle 11	Location 28
6	Aisle 17	Location 30
7	Aisle 8	Location 27
8	Aisle 1	Location 13
9	Aisle 0	Location 38
10	Aisle 8	Location 34
Order 4	number of articles 11
0	Aisle 15	Location 30
1	Aisle 16	Location 25
2	Aisle 0	Location 32
3	Aisle 0	Location 20
4	Aisle 1	Location 43
5	Aisle 12	Location 42
6	Aisle 1	Location 38
7	Aisle 6	Location 15
8	Aisle 16	Location 21
9	Aisle 1	Location 40
10	Aisle 12	Location 32
Order 5	number of articles 9
0	Aisle 12	Location 29
1	Aisle 1	Location 17
2	Aisle 13	Location 14
3	Aisle 0	Location 14
4	Aisle 1	Location 33
5	Aisle 19	Location 17
6	Aisle 17	Location 12
7	Aisle 0	Location 12
8	Aisle 0	Location 29
Order 6	number of articles 7
0	Aisle 0	Location 36
1	Aisle 0	Location 44
2	Aisle 8	Location 43
3	Aisle 1	Location 13
4	Aisle 12	Location 12
5	Aisle 0	Location 22
6	Aisle 0	Location 13
Order 7	number of articles 16
0	Aisle 13	Location 14
1	Aisle 10	Location 7
2	Aisle 1	Location 42
3	Aisle 0	Location 23
4	Aisle 1	Location 21
5	Aisle 18	Location 17
6	Aisle 1	Location 14
7	Aisle 13	Location 32
8	Aisle 0	Location 39
9	Aisle 6	Location 21
10	Aisle 1	Location 23
11	Aisle 1	Location 12
12	Aisle 12	Location 7
13	Aisle 18	Location 39
14	Aisle 0	Location 35
15	Aisle 12	Location 12
Order 8	number of articles 6
0	Aisle 13	Location 26
1	Aisle 18	Location 33
2	Aisle 1	Location 12
3	Aisle 0	Location 20
4	Aisle 0	Location 16
5	Aisle 0	Location 27
Order 9	number of articles 13
0	Aisle 1	Location 4
1	Aisle 1	Location 15
2	Aisle 0	Location 21
3	Aisle 1	Location 1
4	Aisle 1	Location 25
5	Aisle 16	Location 1
6	Aisle 7	Location 13
7	Aisle 17	Location 23
8	Aisle 12	Location 4
9	Aisle 13	Location 38
10	Aisle 12	Location 37
11	Aisle 6	Location 13
12	Aisle 8	Location 23
Order 10	number of articles 22
0	Aisle 9	Location 28
1	Aisle 6	Location 11
2	Aisle 9	Location 40
3	Aisle 15	Location 7
4	Aisle 9	Location 42
5	Aisle 1	Location 34
