Order 0	number of articles 8
0	Aisle 13	Location 17
1	Aisle 10	Location 35
2	Aisle 15	Location 1
3	Aisle 17	Location 23
4	Aisle 0	Location 9
5	Aisle 1	Location 29
6	Aisle 7	Location 7
7	Aisle 14	Location 15
Order 1	number of articles 7
0	Aisle 8	Location 15
1	Aisle 8	Location 40
2	Aisle 16	Location 37
3	Aisle 4	Location 1
4	Aisle 0	Location 36
5	Aisle 10	Location 16
6	Aisle 15	Location 22
Order 2	number of articles 10
0	Aisle 15	Location 41
1	Aisle 11	Location 28
2	Aisle 10	Location 15
3	Aisle 19	Location 9
4	Aisle 12	Location 10
5	Aisle 17	Location 37
6	Aisle 17	Location 40
7	Aisle 13	Location 18
8	Aisle 18	Location 40
9	Aisle 19	Location 15
Order 3	number of articles 6
0	Aisle 1	Location 6
1	Aisle 7	Location 6
2	Aisle 7	Location 18
3	Aisle 17	Location 24
4	Aisle 8	Location 43
5	Aisle 19	Location 39
Order 4	number of articles 10
0	Aisle 1	Location 38
1	Aisle 15	Location 28
2	Aisle 17	Location 23
3	Aisle 5	Location 13
4	Aisle 14	Location 1
5	Aisle 1	Location 2
6	Aisle 6	Location 27
7	Aisle 8	Location 38
8	Aisle 3	Location 10
9	Aisle 3	Location 22
Order 5	number of articles 12
0	Aisle 16	Location 29
1	Aisle 1	Location 36
2	Aisle 11	Location 0
3	Aisle 6	Location 37
4	Aisle 7	Location 24
5	Aisle 6	Location 21
6	Aisle 15	Location 9
7	Aisle 7	Location 39
8	Aisle 5	Location 4
9	Aisle 12	Location 0
10	Aisle 5	Location 9
11	Aisle 12	Location 20
Order 6	number of articles 5
0	Aisle 9	Location 13
1	Aisle 11	Location 0
2	Aisle 15	Location 16
3	Aisle 16	Location 27
4	Aisle 11	Location 21
Order 7	number of articles 23
0	Aisle 10	Location 25
1	Aisle 2	Location 1
2	Aisle 1	Location 5
3	Aisle 6	Location 42
4	Aisle 18	Location 8
5	Aisle 1	Location 16
6	Aisle 9	Location 24
7	Aisle 7	Location 44
8	Aisle 10	Location 9
9	Aisle 5	Location 23
10	Aisle 0	Location 2
11	Aisle 15	Location 29
12	Aisle 9	Location 43
