Order 0	number of articles 11
0	Aisle 3	Location 23
1	Aisle 9	Location 0
2	Aisle 6	Location 30
3	Aisle 6	Location 6
4	Aisle 2	Location 26
5	Aisle 14	Location 31
6	Aisle 5	Location 21
7	Aisle 5	Location 3
8	Aisle 0	Location 31
9	Aisle 10	Location 22
10	Aisle 3	Location 0
Order 1	number of articles 18
0	Aisle 8	Location 33
1	Aisle 17	Location 18
2	Aisle 0	Location 43
3	Aisle 10	Location 44
4	Aisle 12	Location 6
5	Aisle 10	Location 35
6	Aisle 18	Location 23
7	Aisle 12	Location 41
8	Aisle 19	Location 13
9	Aisle 10	Location 32
10	Aisle 0	Location 15
11	Aisle 15	Location 7
12	Aisle 14	Location 44
13	Aisle 1	Location 12
14	Aisle 0	Location 12
15	Aisle 11	Location 40
16	Aisle 0	Location 0
17	Aisle 7	Location 38
Order 2	number of articles 16
0	Aisle 10	Location 8
1	Aisle 13	Location 30
2	Aisle 18	Location 6
3	Aisle 1	Location 14
4	Aisle 7	Location 17
5	Aisle 18	Location 5
6	Aisle 14	Location 5
7	Aisle 1	Location 23
8	Aisle 8	Location 39
9	Aisle 0	Location 20
10	Aisle 5	Location 22
11	Aisle 11	Location 37
12	Aisle 10	Location 38
13	Aisle 19	Location 22
14	Aisle 13	Location 25
15	Aisle 15	Location 40
Order 3	number of articles 22
0	Aisle 13	Location 41
1	Aisle 19	Location 41
2	Aisle 14	Location 25
3	Aisle 9	Location 21
4	Aisle 5	Location 10
5	Aisle 6	Location 17
6	Aisle 2	Location 21
7	Aisle 19	Location 37
8	Aisle 10	Location 41
9	Aisle 8	Location 1
10	Aisle 9	Location 22
11	Aisle 11	Location 24
12	Aisle 16	Location 23
13	Aisle 5	Location 15
14	Aisle 2	Location 27
15	Aisle 1	Location 41
16	Aisle 9	Location 34
17	Aisle 16	Location 27
18	Aisle 19	Location 36
19	Aisle 12	Location 25
20	Aisle 18	Location 43
21	Aisle 10	Location 12
Order 4	number of articles 17
0	Aisle 19	Location 10
1	Aisle 15	Location 20
2	Aisle 0	Location 14
3	Aisle 11	Location 10
4	Aisle 10	Location 35
5	Aisle 1	Location 15
6	Aisle 4	Location 1
7	Aisle 6	Location 13
8	Aisle 9	Location 35
9	Aisle 14	Location 13
10	Aisle 5	Location 31
11	Aisle 19	Location 9
12	Aisle 10	Location 12
13	Aisle 16	Location 3
14	Aisle 8	Location 8
15	Aisle 1	Location 27
16	Aisle 10	Location 30
Order 5	number of articles 16
0	Aisle 8	Location 23
1	Aisle 5	Location 9
2	Aisle 18	Location 4
3	Aisle 14	Location 2
4	Aisle 5	Location 20
5	Aisle 18	Location 10
6	Aisle 16	Location 13
7	Aisle 1	Location 33
8	Aisle 0	Location 18
9	Aisle 15	Location 22
10	Aisle 7	Location 20
11	Aisle 14	Location 17
12	Aisle 6	Location 26
13	Aisle 19	Location 0
14	Aisle 17	Location 39
15	Aisle 16	Location 17
Order 6	number of articles 13
0	Aisle 7	Location 9
1	Aisle 19	Location 32
