Order 0	number of articles 20
0	Aisle 18	Location 39
1	Aisle 19	Location 40
2	Aisle 12	Location 34
3	Aisle 4	Location 41
4	Aisle 7	Location 22
5	Aisle 17	Location 21
6	Aisle 17	Location 11
7	Aisle 7	Location 33
8	Aisle 8	Location 20
9	Aisle 7	Location 2
10	Aisle 14	Location 33
11	Aisle 0	Location 36
12	Aisle 3	Location 40
13	Aisle 16	Location 38
14	Aisle 10	Location 13
15	Aisle 11	Location 34
16	Aisle 11	Location 8
17	Aisle 11	Location 28
18	Aisle 16	Location 16
19	Aisle 1	Location 6
Order 1	number of articles 20
0	Aisle 1	Location 42
1	Aisle 12	Location 42
2	Aisle 10	Location 24
3	Aisle 15	Location 37
4	Aisle 17	Location 3
5	Aisle 1	Location 0
6	Aisle 1	Location 18
7	Aisle 6	Location 37
8	Aisle 6	Location 12
9	Aisle 0	Location 27
10	Aisle 14	Location 23
11	Aisle 11	Location 15
12	Aisle 2	Location 5
13	Aisle 2	Location 34
14	Aisle 6	Location 3
15	Aisle 11	Location 4
16	Aisle 3	Location 26
17	Aisle 14	Location 38
18	Aisle 1	Location 5
19	Aisle 15	Location 10
Order 2	number of articles 5
0	Aisle 3	Location 25
1	Aisle 2	Location 21
2	Aisle 5	Location 22
3	Aisle 8	Location 1
4	Aisle 17	Location 0
Order 3	number of articles 10
0	Aisle 16	Location 38
1	Aisle 2	Location 43
2	Aisle 8	Location 6
3	Aisle 1	Location 12
4	Aisle 18	Location 22
5	Aisle 16	Location 35
6	Aisle 5	Location 13
7	Aisle 15	Location 35
8	Aisle 13	Location 15
9	Aisle 1	Location 31
Order 4	number of articles 9
0	Aisle 4	Location 37
1	Aisle 2	Location 34
2	Aisle 15	Location 26
3	Aisle 4	Location 7
4	Aisle 1	Location 16
5	Aisle 2	Location 1
6	Aisle 13	Location 17
7	Aisle 6	Location 1
8	Aisle 4	Location 38
Order 5	number of articles 10
0	Aisle 5	Location 2
1	Aisle 11	Location 41
2	Aisle 6	Location 36
3	Aisle 2	Location 40
4	Aisle 1	Location 13
5	Aisle 1	Location 41
6	Aisle 19	Location 5
7	Aisle 2	Location 3
8	Aisle 3	Location 7
9	Aisle 12	Location 29
Order 6	number of articles 22
0	Aisle 1	Location 28
1	Aisle 19	Location 21
2	Aisle 4	Location 13
3	Aisle 14	Location 16
4	Aisle 12	Location 29
5	Aisle 3	Location 21
6	Aisle 3	Location 42
7	Aisle 14	Location 36
8	Aisle 4	Location 21
9	Aisle 9	Location 4
10	Aisle 4	Location 37
11	Aisle 10	Location 14
12	Aisle 10	Location 32
13	Aisle 7	Location 27
14	Aisle 14	Location 18
15	Aisle 10	Location 15
16	Aisle 10	Location 20
17	Aisle 2	Location 9
18	Aisle 7	Location 13
19	Aisle 15	Location 4
20	Aisle 4	Location 20
21	Aisle 19	Location 12
Order 7	number of articles 15
0	Aisle 0	Location 30
1	Aisle 13	Location 6
2	Aisle 0	Location 32
3	Aisle 16	Location 40
4	Aisle 16	Location 31
5	Aisle 15	Location 19
6	Aisle 12	Location 40
7	Aisle 7	Location 17
8	Aisle 17	Location 33
9	Aisle 16	Location 18
10	Aisle 8	Location 30
11	Aisle 6	Location 14
12	Aisle 10	Location 14
13	Aisle 1	Location 33
14	Aisle 11	Location 10
Order 8	number of articles 19
0	Aisle 17	Location 23
1	Aisle 13	Location 10
2	Aisle 14	Location 39
3	Aisle 4	Location 16
4	Aisle 14	Location 34
5	Aisle 10	Location 37
6	Aisle 4	Location 18
7	Aisle 14	Location 0
8	Aisle 19	Location 42
9	Aisle 7	Location 33
10	Aisle 2	Location 26
11	Aisle 4	Location 38
12	Aisle 19	Location 5
13	Aisle 6	Location 22
14	Aisle 16	Location 21
15	Aisle 9	Location 7
16	Aisle 10	Location 33
17	Aisle 17	Location 3
18	Aisle 16	Location 34
Order 9	number of articles 22
0	Aisle 11	Location 39
1	Aisle 3	Location 30
2	Aisle 4	Location 31
3	Aisle 16	Location 13
4	Aisle 2	Location 28
5	Aisle 9	Location 29
6	Aisle 16	Location 24
7	Aisle 3	Location 20
8	Aisle 3	Location 43
9	Aisle 13	Location 36
10	Aisle 13	Location 2
11	Aisle 14	Location 8
12	Aisle 17	Location 32
13	Aisle 7	Location 11
14	Aisle 12	Location 43
15	Aisle 9	Location 4
16	Aisle 11	Location 44
17	Aisle 11	Location 26
18	Aisle 7	Location 28
19	Aisle 15	Location 5
20	Aisle 17	Location 35
21	Aisle 9	Location 28
Order 10	number of articles 9
0	Aisle 7	Location 1
1	Aisle 2	Location 6
2	Aisle 3	Location 4
3	Aisle 2	Location 30
4	Aisle 11	Location 34
5	Aisle 11	Location 26
6	Aisle 0	Location 44
7	Aisle 0	Location 39
8	Aisle 1	Location 43
Order 11	number of articles 24
0	Aisle 1	Location 4
1	Aisle 13	Location 26
2	Aisle 9	Location 11
3	Aisle 13	Location 37
4	Aisle 8	Location 16
5	Aisle 0	Location 25
6	Aisle 0	Location 17
7	Aisle 13	Location 35
8	Aisle 5	Location 19
9	Aisle 5	Location 28
10	Aisle 10	Location 13
11	Aisle 8	Location 43
12	Aisle 1	Location 42
13	Aisle 7	Location 17
14	Aisle 9	Location 32
15	Aisle 17	Location 25
16	Aisle 1	Location 0
17	Aisle 16	Location 36
18	Aisle 6	Location 7
19	Aisle 19	Location 29
20	Aisle 6	Location 33
21	Aisle 9	Location 25
22	Aisle 16	Location 10
23	Aisle 12	Location 34
Order 12	number of articles 8
0	Aisle 7	Location 35
1	Aisle 19	Location 26
2	Aisle 15	Location 19
3	Aisle 16	Location 23
4	Aisle 3	Location 1
5	Aisle 10	Location 16
6	Aisle 6	Location 24
7	Aisle 0	Location 34
Order 13	number of articles 19
0	Aisle 7	Location 4
1	Aisle 14	Location 12
2	Aisle 15	Location 5
3	Aisle 9	Location 32
4	Aisle 3	Location 7
5	Aisle 15	Location 41
6	Aisle 1	Location 11
7	Aisle 3	Location 29
8	Aisle 15	Location 7
9	Aisle 6	Location 0
10	Aisle 14	Location 36
11	Aisle 17	Location 40
12	Aisle 5	Location 27
13	Aisle 19	Location 28
14	Aisle 6	Location 37
15	Aisle 9	Location 33
16	Aisle 6	Location 7
17	Aisle 14	Location 25
18	Aisle 18	Location 2
Order 14	number of articles 12
0	Aisle 14	Location 9
1	Aisle 14	Location 12
2	Aisle 13	Location 43
3	Aisle 9	Location 8
4	Aisle 5	Location 20
5	Aisle 14	Location 13
6	Aisle 8	Location 14
7	Aisle 13	Location 31
8	Aisle 16	Location 27
9	Aisle 15	Location 27
10	Aisle 1	Location 17
11	Aisle 0	Location 13
Order 15	number of articles 20
0	Aisle 12	Location 2
1	Aisle 6	Location 25
2	Aisle 3	Location 0
3	Aisle 8	Location 44
4	Aisle 1	Location 3
5	Aisle 13	Location 39
6	Aisle 19	Location 13
7	Aisle 5	Location 1
8	Aisle 3	Location 36
9	Aisle 18	Location 39
10	Aisle 11	Location 7
11	Aisle 17	Location 15
12	Aisle 16	Location 1
13	Aisle 15	Location 10
14	Aisle 17	Location 18
15	Aisle 6	Location 3
16	Aisle 10	Location 28
17	Aisle 19	Location 27
18	Aisle 18	Location 5
19	Aisle 13	Location 0
Order 16	number of articles 14
0	Aisle 15	Location 28
1	Aisle 13	Location 40
2	Aisle 18	Location 5
3	Aisle 9	Location 10
4	Aisle 15	Location 40
5	Aisle 9	Location 36
6	Aisle 1	Location 21
7	Aisle 1	Location 36
8	Aisle 9	Location 20
9	Aisle 11	Location 10
10	Aisle 2	Location 0
11	Aisle 14	Location 16
12	Aisle 14	Location 17
13	Aisle 18	Location 3
Order 17	number of articles 21
0	Aisle 9	Location 9
1	Aisle 7	Location 13
2	Aisle 2	Location 7
3	Aisle 2	Location 15
4	Aisle 5	Location 20
5	Aisle 2	Location 5
6	Aisle 7	Location 18
7	Aisle 18	Location 23
8	Aisle 8	Location 5
9	Aisle 2	Location 9
10	Aisle 13	Location 0
11	Aisle 7	Location 17
12	Aisle 6	Location 7
13	Aisle 13	Location 31
14	Aisle 6	Location 43
15	Aisle 8	Location 19
16	Aisle 15	Location 26
17	Aisle 12	Location 15
18	Aisle 17	Location 16
19	Aisle 1	Location 41
20	Aisle 18	Location 16
Order 18	number of articles 12
0	Aisle 4	Location 1
1	Aisle 18	Location 18
2	Aisle 12	Location 27
3	Aisle 13	Location 21
4	Aisle 7	Location 14
5	Aisle 4	Location 35
6	Aisle 4	Location 43
7	Aisle 2	Location 21
8	Aisle 1	Location 31
9	Aisle 18	Location 32
10	Aisle 7	Location 40
11	Aisle 17	Location 33
Order 19	number of articles 19
0	Aisle 2	Location 27
1	Aisle 12	Location 37
2	Aisle 8	Location 43
3	Aisle 16	Location 27
4	Aisle 14	Location 9
5	Aisle 17	Location 37
6	Aisle 19	Location 21
7	Aisle 16	Location 0
8	Aisle 13	Location 41
9	Aisle 12	Location 31
10	Aisle 16	Location 16
11	Aisle 6	Location 2
12	Aisle 1	Location 25
13	Aisle 5	Location 38
14	Aisle 19	Location 11
15	Aisle 16	Location 26
16	Aisle 10	Location 27
17	Aisle 13	Location 16
18	Aisle 2	Location 33
