Order 0	number of articles 21
0	Aisle 3	Location 21
1	Aisle 7	Location 24
2	Aisle 0	Location 2
3	Aisle 7	Location 28
4	Aisle 3	Location 20
5	Aisle 15	Location 26
6	Aisle 9	Location 13
7	Aisle 12	Location 17
8	Aisle 11	Location 28
9	Aisle 16	Location 41
10	Aisle 10	Location 5
11	Aisle 6	Location 35
12	Aisle 4	Location 37
13	Aisle 4	Location 8
14	Aisle 7	Location 23
15	Aisle 12	Location 0
16	Aisle 13	Location 36
17	Aisle 9	Location 9
18	Aisle 5	Location 5
19	Aisle 4	Location 40
20	Aisle 8	Location 37
Order 1	number of articles 5
0	Aisle 12	Location 16
1	Aisle 9	Location 39
2	Aisle 7	Location 40
3	Aisle 13	Location 14
4	Aisle 4	Location 24
Order 2	number of articles 19
0	Aisle 17	Location 27
1	Aisle 11	Location 7
2	Aisle 6	Location 13
3	Aisle 17	Location 14
4	Aisle 14	Location 21
5	Aisle 18	Location 39
6	Aisle 8	Location 13
7	Aisle 10	Location 12
8	Aisle 18	Location 8
9	Aisle 18	Location 35
10	Aisle 19	Location 8
11	Aisle 3	Location 30
12	Aisle 7	Location 32
13	Aisle 16	Location 25
14	Aisle 3	Location 37
15	Aisle 6	Location 19
16	Aisle 4	Location 12
17	Aisle 10	Location 1
18	Aisle 18	Location 31
Order 3	number of articles 16
0	Aisle 3	Location 29
1	Aisle 4	Location 32
2	Aisle 17	Location 29
3	Aisle 14	Location 23
4	Aisle 18	Location 4
5	Aisle 14	Location 12
6	Aisle 0	Location 15
7	Aisle 15	Location 36
8	Aisle 18	Location 1
9	Aisle 0	Location 23
10	Aisle 18	Location 20
11	Aisle 18	Location 28
12	Aisle 2	Location 41
13	Aisle 9	Location 27
14	Aisle 17	Location 6
15	Aisle 14	Location 14
Order 4	number of articles 15
0	Aisle 11	Location 40
1	Aisle 7	Location 12
2	Aisle 17	Location 28
3	Aisle 4	Location 40
4	Aisle 10	Location 8
5	Aisle 2	Location 5
6	Aisle 6	Location 39
7	Aisle 0	Location 2
8	Aisle 19	Location 44
9	Aisle 14	Location 8
10	Aisle 5	Location 34
11	Aisle 9	Location 29
12	Aisle 19	Location 29
13	Aisle 5	Location 4
14	Aisle 2	Location 12
Order 5	number of articles 24
0	Aisle 16	Location 24
1	Aisle 13	Location 44
2	Aisle 0	Location 4
3	Aisle 18	Location 33
4	Aisle 3	Location 33
5	Aisle 11	Location 15
6	Aisle 1	Location 35
7	Aisle 10	Location 42
8	Aisle 4	Location 18
9	Aisle 17	Location 42
10	Aisle 6	Location 28
11	Aisle 12	Location 38
12	Aisle 8	Location 4
13	Aisle 3	Location 42
14	Aisle 12	Location 29
15	Aisle 13	Location 0
16	Aisle 17	Location 16
17	Aisle 2	Location 7
18	Aisle 12	Location 10
19	Aisle 1	Location 9
20	Aisle 9	Location 14
21	Aisle 3	Location 31
22	Aisle 2	Location 37
23	Aisle 18	Location 20
Order 6	number of articles 11
0	Aisle 15	Location 13
1	Aisle 15	Location 44
2	Aisle 8	Location 44
3	Aisle 14	Location 31
4	Aisle 0	Location 0
5	Aisle 13	Location 7
6	Aisle 14	Location 25
7	Aisle 17	Location 31
8	Aisle 12	Location 33
9	Aisle 14	Location 41
10	Aisle 16	Location 42
Order 7	number of articles 6
0	Aisle 1	Location 39
1	Aisle 17	Location 9
2	Aisle 10	Location 6
3	Aisle 4	Location 4
4	Aisle 12	Location 13
5	Aisle 4	Location 24
Order 8	number of articles 8
0	Aisle 3	Location 10
1	Aisle 19	Location 32
2	Aisle 11	Location 3
3	Aisle 0	Location 33
4	Aisle 12	Location 32
5	Aisle 17	Location 3
6	Aisle 5	Location 36
7	Aisle 16	Location 19
Order 9	number of articles 17
0	Aisle 17	Location 41
1	Aisle 6	Location 27
2	Aisle 4	Location 31
3	Aisle 18	Location 30
4	Aisle 18	Location 2
5	Aisle 6	Location 37
6	Aisle 16	Location 1
7	Aisle 16	Location 29
8	Aisle 10	Location 18
9	Aisle 11	Location 35
10	Aisle 7	Location 33
11	Aisle 3	Location 11
12	Aisle 15	Location 15
13	Aisle 15	Location 25
14	Aisle 12	Location 34
15	Aisle 9	Location 16
16	Aisle 3	Location 29
Order 10	number of articles 17
0	Aisle 0	Location 39
1	Aisle 5	Location 29
2	Aisle 9	Location 39
3	Aisle 12	Location 29
4	Aisle 10	Location 31
5	Aisle 6	Location 31
6	Aisle 6	Location 35
7	Aisle 14	Location 28
8	Aisle 0	Location 16
9	Aisle 6	Location 17
10	Aisle 15	Location 41
11	Aisle 12	Location 9
12	Aisle 2	Location 32
13	Aisle 4	Location 26
14	Aisle 10	Location 0
15	Aisle 12	Location 14
16	Aisle 8	Location 7
Order 11	number of articles 5
0	Aisle 11	Location 15
1	Aisle 15	Location 23
2	Aisle 9	Location 29
3	Aisle 19	Location 42
4	Aisle 11	Location 12
Order 12	number of articles 20
0	Aisle 7	Location 22
1	Aisle 12	Location 37
2	Aisle 2	Location 1
3	Aisle 14	Location 37
4	Aisle 13	Location 23
5	Aisle 3	Location 35
6	Aisle 3	Location 22
7	Aisle 17	Location 13
8	Aisle 12	Location 3
9	Aisle 14	Location 29
10	Aisle 7	Location 8
11	Aisle 5	Location 17
12	Aisle 9	Location 19
13	Aisle 1	Location 28
14	Aisle 12	Location 12
15	Aisle 12	Location 43
16	Aisle 0	Location 28
17	Aisle 2	Location 5
18	Aisle 2	Location 26
19	Aisle 16	Location 33
Order 13	number of articles 23
0	Aisle 19	Location 37
1	Aisle 13	Location 8
2	Aisle 0	Location 35
3	Aisle 17	Location 39
4	Aisle 19	Location 36
5	Aisle 4	Location 35
6	Aisle 19	Location 28
7	Aisle 2	Location 33
8	Aisle 5	Location 35
9	Aisle 12	Location 31
10	Aisle 1	Location 34
11	Aisle 10	Location 2
12	Aisle 2	Location 39
13	Aisle 11	Location 23
14	Aisle 3	Location 16
15	Aisle 16	Location 37
16	Aisle 13	Location 23
17	Aisle 17	Location 36
18	Aisle 3	Location 42
19	Aisle 16	Location 1
20	Aisle 0	Location 31
21	Aisle 8	Location 0
22	Aisle 16	Location 19
Order 14	number of articles 8
0	Aisle 18	Location 19
1	Aisle 6	Location 44
2	Aisle 5	Location 31
3	Aisle 6	Location 43
4	Aisle 1	Location 37
5	Aisle 16	Location 6
6	Aisle 6	Location 20
7	Aisle 4	Location 38
Order 15	number of articles 13
0	Aisle 6	Location 34
1	Aisle 6	Location 12
2	Aisle 7	Location 29
3	Aisle 7	Location 24
4	Aisle 14	Location 21
5	Aisle 4	Location 41
6	Aisle 2	Location 2
7	Aisle 7	Location 16
8	Aisle 2	Location 3
9	Aisle 9	Location 36
10	Aisle 16	Location 8
11	Aisle 12	Location 0
12	Aisle 16	Location 37
Order 16	number of articles 14
0	Aisle 19	Location 35
1	Aisle 18	Location 39
2	Aisle 0	Location 43
3	Aisle 2	Location 12
4	Aisle 11	Location 42
5	Aisle 8	Location 39
6	Aisle 6	Location 13
7	Aisle 1	Location 24
8	Aisle 3	Location 32
9	Aisle 10	Location 34
10	Aisle 4	Location 24
11	Aisle 1	Location 44
12	Aisle 18	Location 7
13	Aisle 15	Location 16
Order 17	number of articles 9
0	Aisle 1	Location 11
1	Aisle 14	Location 31
2	Aisle 15	Location 39
3	Aisle 2	Location 19
4	Aisle 5	Location 43
5	Aisle 6	Location 3
6	Aisle 2	Location 13
7	Aisle 13	Location 14
8	Aisle 13	Location 1
Order 18	number of articles 23
0	Aisle 15	Location 33
1	Aisle 8	Location 42
2	Aisle 16	Location 20
3	Aisle 19	Location 37
4	Aisle 12	Location 16
5	Aisle 7	Location 11
6	Aisle 3	Location 3
7	Aisle 9	Location 38
8	Aisle 17	Location 3
9	Aisle 15	Location 44
10	Aisle 11	Location 4
11	Aisle 14	Location 16
12	Aisle 6	Location 43
13	Aisle 5	Location 6
14	Aisle 16	Location 44
15	Aisle 9	Location 43
16	Aisle 5	Location 11
17	Aisle 16	Location 33
18	Aisle 8	Location 37
19	Aisle 12	Location 32
20	Aisle 18	Location 44
21	Aisle 7	Location 31
22	Aisle 18	Location 42
Order 19	number of articles 6
0	Aisle 17	Location 2
1	Aisle 7	Location 44
2	Aisle 3	Location 23
3	Aisle 8	Location 29
4	Aisle 10	Location 44
5	Aisle 6	Location 13
