Order 0	number of articles 20
0	Aisle 4	Location 40
1	Aisle 18	Location 17
2	Aisle 9	Location 18
3	Aisle 8	Location 27
4	Aisle 3	Location 41
5	Aisle 5	Location 11
6	Aisle 10	Location 37
7	Aisle 7	Location 6
8	Aisle 8	Location 17
9	Aisle 8	Location 41
10	Aisle 4	Location 24
11	Aisle 17	Location 27
12	Aisle 17	Location 0
13	Aisle 14	Location 15
14	Aisle 6	Location 15
15	Aisle 2	Location 25
16	Aisle 9	Location 34
17	Aisle 19	Location 9
18	Aisle 3	Location 19
19	Aisle 12	Location 19
Order 1	number of articles 22
0	Aisle 3	Location 0
1	Aisle 11	Location 8
2	Aisle 0	Location 7
3	Aisle 10	Location 44
4	Aisle 8	Location 29
5	Aisle 6	Location 3
6	Aisle 1	Location 30
7	Aisle 15	Location 24
8	Aisle 17	Location 25
9	Aisle 11	Location 41
10	Aisle 19	Location 13
11	Aisle 14	Location 15
12	Aisle 4	Location 12
13	Aisle 4	Location 9
14	Aisle 1	Location 24
15	Aisle 4	Location 6
16	Aisle 13	Location 36
17	Aisle 1	Location 26
18	Aisle 18	Location 7
19	Aisle 18	Location 1
20	Aisle 6	Location 35
21	Aisle 17	Location 22
Order 2	number of articles 23
0	Aisle 5	Location 37
1	Aisle 13	Location 36
2	Aisle 13	Location 11
3	Aisle 13	Location 34
4	Aisle 3	Location 41
5	Aisle 2	Location 0
6	Aisle 5	Location 40
7	Aisle 5	Location 9
8	Aisle 15	Location 9
9	Aisle 12	Location 1
10	Aisle 9	Location 12
11	Aisle 18	Location 1
12	Aisle 5	Location 38
13	Aisle 3	Location 35
14	Aisle 15	Location 19
15	Aisle 18	Location 17
16	Aisle 4	Location 29
17	Aisle 1	Location 29
18	Aisle 14	Location 4
19	Aisle 2	Location 19
20	Aisle 19	Location 0
21	Aisle 0	Location 27
22	Aisle 3	Location 40
Order 3	number of articles 17
0	Aisle 9	Location 5
1	Aisle 5	Location 18
2	Aisle 1	Location 28
3	Aisle 0	Location 35
4	Aisle 6	Location 38
5	Aisle 12	Location 13
6	Aisle 1	Location 6
7	Aisle 7	Location 34
8	Aisle 14	Location 11
9	Aisle 3	Location 11
10	Aisle 17	Location 31
11	Aisle 4	Location 40
12	Aisle 6	Location 33
13	Aisle 2	Location 11
14	Aisle 4	Location 5
15	Aisle 14	Location 21
16	Aisle 14	Location 35
Order 4	number of articles 16
0	Aisle 13	Location 17
1	Aisle 7	Location 2
2	Aisle 6	Location 1
3	Aisle 15	Location 15
4	Aisle 10	Location 11
5	Aisle 3	Location 25
6	Aisle 5	Location 7
7	Aisle 16	Location 18
8	Aisle 1	Location 11
9	Aisle 12	Location 29
10	Aisle 15	Location 11
11	Aisle 17	Location 42
12	Aisle 11	Location 21
13	Aisle 15	Location 24
14	Aisle 5	Location 31
15	Aisle 10	Location 32
Order 5	number of articles 21
0	Aisle 13	Location 7
1	Aisle 1	Location 19
2	Aisle 8	Location 14
3	Aisle 7	Location 0
4	Aisle 7	Location 33
5	Aisle 4	Location 44
6	Aisle 13	Location 23
7	Aisle 1	Location 33
8	Aisle 19	Location 27
9	Aisle 13	Location 19
10	Aisle 5	Location 8
11	Aisle 4	Location 27
12	Aisle 7	Location 26
13	Aisle 11	Location 12
14	Aisle 13	Location 27
15	Aisle 2	Location 35
16	Aisle 0	Location 4
17	Aisle 5	Location 23
18	Aisle 3	Location 0
19	Aisle 10	Location 9
20	Aisle 5	Location 44
Order 6	number of articles 15
0	Aisle 10	Location 0
1	Aisle 3	Location 21
2	Aisle 8	Location 13
3	Aisle 10	Location 17
4	Aisle 17	Location 29
5	Aisle 0	Location 14
6	Aisle 1	Location 26
7	Aisle 1	Location 32
8	Aisle 13	Location 40
9	Aisle 10	Location 15
10	Aisle 10	Location 6
11	Aisle 1	Location 19
12	Aisle 18	Location 22
13	Aisle 13	Location 1
14	Aisle 16	Location 10
Order 7	number of articles 9
0	Aisle 5	Location 22
1	Aisle 11	Location 38
2	Aisle 13	Location 13
