Order 0	number of articles 15
0	Aisle 5	Location 30
1	Aisle 14	Location 21
2	Aisle 8	Location 20
3	Aisle 3	Location 39
4	Aisle 9	Location 38
5	Aisle 16	Location 23
6	Aisle 1	Location 9
7	Aisle 19	Location 21
8	Aisle 4	Location 25
9	Aisle 6	Location 5
10	Aisle 16	Location 6
11	Aisle 0	Location 26
12	Aisle 13	Location 19
13	Aisle 13	Location 42
14	Aisle 1	Location 29
Order 1	number of articles 15
0	Aisle 18	Location 3
1	Aisle 5	Location 23
2	Aisle 19	Location 17
3	Aisle 15	Location 11
4	Aisle 6	Location 33
5	Aisle 3	Location 6
6	Aisle 16	Location 39
7	Aisle 11	Location 37
8	Aisle 19	Location 36
9	Aisle 18	Location 25
10	Aisle 14	Location 42
11	Aisle 18	Location 0
12	Aisle 0	Location 14
13	Aisle 3	Location 17
14	Aisle 0	Location 6
Order 2	number of articles 11
0	Aisle 6	Location 39
1	Aisle 13	Location 23
2	Aisle 11	Location 26
3	Aisle 8	Location 23
4	Aisle 14	Location 18
5	Aisle 4	Location 9
6	Aisle 11	Location 14
7	Aisle 16	Location 4
8	Aisle 15	Location 35
9	Aisle 5	Location 44
10	Aisle 11	Location 6
Order 3	number of articles 10
0	Aisle 14	Location 19
1	Aisle 16	Location 42
2	Aisle 8	Location 2
3	Aisle 11	Location 4
4	Aisle 2	Location 11
5	Aisle 17	Location 38
6	Aisle 12	Location 26
7	Aisle 14	Location 36
8	Aisle 8	Location 16
9	Aisle 3	Location 14
Order 4	number of articles 14
0	Aisle 18	Location 10
1	Aisle 8	Location 30
2	Aisle 3	Location 4
3	Aisle 14	Location 10
4	Aisle 0	Location 10
5	Aisle 3	Location 32
6	Aisle 6	Location 25
7	Aisle 8	Location 36
8	Aisle 17	Location 17
9	Aisle 5	Location 12
10	Aisle 8	Location 9
11	Aisle 16	Location 4
12	Aisle 2	Location 21
13	Aisle 10	Location 34
Order 5	number of articles 11
0	Aisle 12	Location 23
1	Aisle 6	Location 37
2	Aisle 16	Location 15
3	Aisle 9	Location 16
4	Aisle 16	Location 44
5	Aisle 18	Location 34
6	Aisle 3	Location 40
7	Aisle 2	Location 1
8	Aisle 13	Location 12
9	Aisle 3	Location 10
10	Aisle 4	Location 29
Order 6	number of articles 22
0	Aisle 2	Location 13
1	Aisle 18	Location 23
2	Aisle 14	Location 13
3	Aisle 19	Location 22
4	Aisle 14	Location 43
5	Aisle 13	Location 7
6	Aisle 5	Location 34
7	Aisle 4	Location 24
8	Aisle 19	Location 15
9	Aisle 15	Location 17
10	Aisle 2	Location 38
11	Aisle 19	Location 37
12	Aisle 12	Location 24
13	Aisle 0	Location 9
14	Aisle 2	Location 9
15	Aisle 2	Location 4
16	Aisle 3	Location 36
17	Aisle 9	Location 36
18	Aisle 13	Location 42
19	Aisle 15	Location 0
20	Aisle 10	Location 13
21	Aisle 16	Location 1
Order 7	number of articles 12
0	Aisle 14	Location 33
1	Aisle 2	Location 35
2	Aisle 13	Location 11
3	Aisle 9	Location 11
4	Aisle 6	Location 14
5	Aisle 18	Location 29
6	Aisle 19	Location 10
7	Aisle 10	Location 23
8	Aisle 15	Location 8
9	Aisle 3	Location 43
10	Aisle 17	Location 2
11	Aisle 3	Location 38
Order 8	number of articles 24
0	Aisle 1	Location 32
1	Aisle 7	Location 31
2	Aisle 10	Location 42
3	Aisle 4	Location 7
4	Aisle 7	Location 21
5	Aisle 6	Location 3
6	Aisle 15	Location 20
7	Aisle 13	Location 19
8	Aisle 7	Location 17
9	Aisle 18	Location 31
10	Aisle 13	Location 6
11	Aisle 15	Location 3
12	Aisle 10	Location 20
13	Aisle 9	Location 6
14	Aisle 12	Location 37
15	Aisle 5	Location 26
16	Aisle 12	Location 24
17	Aisle 14	Location 5
18	Aisle 15	Location 10
