Order 0	number of articles 6
0	Aisle 15	Location 35
1	Aisle 5	Location 36
2	Aisle 2	Location 40
3	Aisle 3	Location 11
4	Aisle 1	Location 31
5	Aisle 14	Location 9
Order 1	number of articles 12
0	Aisle 7	Location 11
1	Aisle 16	Location 38
2	Aisle 7	Location 20
3	Aisle 12	Location 39
4	Aisle 13	Location 25
5	Aisle 1	Location 4
6	Aisle 5	Location 11
7	Aisle 10	Location 25
8	Aisle 10	Location 24
9	Aisle 11	Location 23
10	Aisle 0	Location 19
11	Aisle 4	Location 23
Order 2	number of articles 16
0	Aisle 16	Location 16
1	Aisle 8	Location 10
2	Aisle 6	Location 42
3	Aisle 3	Location 36
4	Aisle 17	Location 13
5	Aisle 7	Location 39
6	Aisle 8	Location 32
7	Aisle 0	Location 31
8	Aisle 1	Location 12
9	Aisle 2	Location 8
10	Aisle 8	Location 6
11	Aisle 1	Location 24
12	Aisle 19	Location 32
13	Aisle 4	Location 41
14	Aisle 12	Location 15
15	Aisle 13	Location 23
Order 3	number of articles 20
0	Aisle 14	Location 18
1	Aisle 0	Location 34
2	Aisle 12	Location 22
3	Aisle 19	Location 6
4	Aisle 15	Location 22
5	Aisle 16	Location 38
6	Aisle 0	Location 26
7	Aisle 4	Location 33
8	Aisle 9	Location 15
9	Aisle 9	Location 22
10	Aisle 18	Location 41
11	Aisle 7	Location 19
12	Aisle 10	Location 12
13	Aisle 11	Location 14
14	Aisle 15	Location 15
15	Aisle 3	Location 34
16	Aisle 19	Location 13
17	Aisle 11	Location 31
18	Aisle 15	Location 7
19	Aisle 12	Location 34
Order 4	number of articles 21
0	Aisle 18	Location 28
1	Aisle 10	Location 29
2	Aisle 15	Location 44
3	Aisle 13	Location 27
4	Aisle 10	Location 21
5	Aisle 10	Location 19
6	Aisle 14	Location 4
7	Aisle 1	Location 12
8	Aisle 17	Location 0
9	Aisle 18	Location 41
10	Aisle 19	Location 0
11	Aisle 8	Location 5
12	Aisle 15	Location 35
13	Aisle 16	Location 7
14	Aisle 8	Location 36
15	Aisle 12	Location 0
16	Aisle 7	Location 18
17	Aisle 14	Location 35
18	Aisle 14	Location 2
19	Aisle 17	Location 4
20	Aisle 8	Location 38
Order 5	number of articles 23
0	Aisle 1	Location 16
1	Aisle 11	Location 0
2	Aisle 18	Location 1
3	Aisle 3	Location 15
4	Aisle 4	Location 40
5	Aisle 13	Location 35
6	Aisle 10	Location 36
7	Aisle 1	Location 36
8	Aisle 3	Location 41
9	Aisle 16	Location 4
10	Aisle 4	Location 18
11	Aisle 4	Location 31
12	Aisle 2	Location 38
13	Aisle 10	Location 41
14	Aisle 18	Location 42
15	Aisle 16	Location 7
16	Aisle 2	Location 25
17	Aisle 8	Location 39
18	Aisle 3	Location 25
19	Aisle 5	Location 20
20	Aisle 8	Location 19
21	Aisle 12	Location 12
22	Aisle 3	Location 17
