Order 0	number of articles 9
0	Aisle 8	Location 5
1	Aisle 14	Location 4
2	Aisle 15	Location 27
3	Aisle 18	Location 36
4	Aisle 3	Location 12
5	Aisle 2	Location 38
6	Aisle 16	Location 15
7	Aisle 10	Location 17
8	Aisle 1	Location 17
Order 1	number of articles 7
0	Aisle 2	Location 3
1	Aisle 19	Location 17
2	Aisle 8	Location 27
3	Aisle 15	Location 21
4	Aisle 3	Location 16
5	Aisle 3	Location 20
6	Aisle 12	Location 43
Order 2	number of articles 8
0	Aisle 5	Location 6
1	Aisle 12	Location 7
2	Aisle 0	Location 30
3	Aisle 9	Location 23
4	Aisle 1	Location 15
5	Aisle 9	Location 11
6	Aisle 2	Location 9
7	Aisle 9	Location 31
Order 3	number of articles 18
0	Aisle 18	Location 27
1	Aisle 8	Location 29
2	Aisle 17	Location 25
3	Aisle 19	Location 41
4	Aisle 16	Location 44
5	Aisle 12	Location 30
6	Aisle 4	Location 2
7	Aisle 4	Location 29
8	Aisle 5	Location 15
9	Aisle 3	Location 27
10	Aisle 15	Location 3
11	Aisle 19	Location 10
12	Aisle 6	Location 7
13	Aisle 6	Location 26
14	Aisle 8	Location 7
15	Aisle 12	Location 20
16	Aisle 9	Location 25
17	Aisle 9	Location 17
Order 4	number of articles 15
0	Aisle 4	Location 16
1	Aisle 4	Location 32
2	Aisle 2	Location 26
3	Aisle 4	Location 0
4	Aisle 8	Location 26
5	Aisle 15	Location 43
6	Aisle 2	Location 6
7	Aisle 17	Location 11
8	Aisle 15	Location 3
9	Aisle 17	Location 14
10	Aisle 4	Location 13
11	Aisle 5	Location 10
12	Aisle 13	Location 30
13	Aisle 18	Location 33
14	Aisle 4	Location 42
Order 5	number of articles 9
0	Aisle 8	Location 26
1	Aisle 17	Location 3
2	Aisle 0	Location 10
3	Aisle 3	Location 0
4	Aisle 2	Location 31
5	Aisle 17	Location 32
6	Aisle 9	Location 31
7	Aisle 12	Location 35
8	Aisle 6	Location 21
Order 6	number of articles 18
0	Aisle 5	Location 31
1	Aisle 12	Location 6
2	Aisle 19	Location 40
3	Aisle 14	Location 27
4	Aisle 12	Location 24
5	Aisle 19	Location 17
6	Aisle 13	Location 8
7	Aisle 5	Location 44
8	Aisle 1	Location 29
