Order 0	number of articles 18
0	Aisle 4	Location 12
1	Aisle 12	Location 9
2	Aisle 5	Location 32
3	Aisle 10	Location 41
4	Aisle 15	Location 40
5	Aisle 3	Location 3
6	Aisle 8	Location 11
7	Aisle 10	Location 22
8	Aisle 7	Location 44
9	Aisle 3	Location 1
10	Aisle 13	Location 30
11	Aisle 3	Location 13
12	Aisle 10	Location 4
13	Aisle 7	Location 20
14	Aisle 14	Location 32
15	Aisle 8	Location 38
16	Aisle 17	Location 12
17	Aisle 17	Location 29
Order 1	number of articles 15
0	Aisle 14	Location 32
1	Aisle 13	Location 14
2	Aisle 7	Location 30
3	Aisle 19	Location 33
4	Aisle 1	Location 23
5	Aisle 15	Location 6
6	Aisle 1	Location 13
7	Aisle 10	Location 7
8	Aisle 18	Location 9
9	Aisle 16	Location 20
10	Aisle 3	Location 19
11	Aisle 11	Location 4
12	Aisle 0	Location 11
13	Aisle 2	Location 34
14	Aisle 2	Location 16
Order 2	number of articles 22
0	Aisle 6	Location 28
1	Aisle 0	Location 32
2	Aisle 3	Location 31
3	Aisle 18	Location 23
4	Aisle 3	Location 32
5	Aisle 7	Location 1
6	Aisle 10	Location 40
7	Aisle 10	Location 3
8	Aisle 16	Location 5
9	Aisle 11	Location 2
10	Aisle 11	Location 40
11	Aisle 7	Location 18
12	Aisle 12	Location 11
13	Aisle 18	Location 18
14	Aisle 2	Location 20
15	Aisle 1	Location 31
16	Aisle 1	Location 10
17	Aisle 9	Location 42
18	Aisle 2	Location 6
19	Aisle 17	Location 28
20	Aisle 6	Location 9
21	Aisle 0	Location 40
Order 3	number of articles 6
0	Aisle 4	Location 28
1	Aisle 1	Location 23
2	Aisle 0	Location 29
3	Aisle 15	Location 30
4	Aisle 5	Location 18
5	Aisle 13	Location 24
Order 4	number of articles 10
0	Aisle 9	Location 32
1	Aisle 10	Location 24
2	Aisle 17	Location 34
3	Aisle 13	Location 3
4	Aisle 3	Location 35
5	Aisle 15	Location 35
6	Aisle 2	Location 5
7	Aisle 11	Location 10
8	Aisle 5	Location 44
9	Aisle 12	Location 25
Order 5	number of articles 22
0	Aisle 17	Location 37
1	Aisle 0	Location 29
2	Aisle 10	Location 43
3	Aisle 5	Location 26
4	Aisle 14	Location 11
5	Aisle 10	Location 9
6	Aisle 8	Location 39
7	Aisle 7	Location 38
8	Aisle 6	Location 36
9	Aisle 19	Location 6
10	Aisle 19	Location 33
11	Aisle 5	Location 27
12	Aisle 10	Location 21
13	Aisle 13	Location 35
14	Aisle 5	Location 41
15	Aisle 1	Location 14
16	Aisle 4	Location 36
