no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 40
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 30
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 25745
empty_posi: 29637
chaotical_: 25486
5431,12707,27348,27603,
6997,3265,12884,9987,
24560,23217,31364,10423,
31563,6520,13538,6594,
15102,18465,27874,32276,
24650,31673,6374,4574,
6314,17822,30571,503,
25770,20218,19584,895,
24828,19850,4989,3778,
9673,13732,30961,16734,
12357,19832,12508,11177,
2694,1430,32031,3405,
9622,15024,30768,17717,
6599,17569,30738,30893,
16710,30383,7557,13764,
24819,29965,25466,5365,
21360,932,17097,7687,
27256,12820,15910,29746,
31347,2293,27218,3459,
17479,7266,18062,31106,
12656,10168,31061,31505,
5715,5787,17738,31127,
28367,7994,19056,3422,
18710,20948,26521,11066,
21179,16764,20513,13164,
15372,10777,10715,26565,
26017,14256,18252,3343,
3125,21222,21015,15272,
26293,5824,31161,9072,
27287,21422,31350,18149,
10861,17352,4243,29069,
698,21591,11206,28053,
2308,10391,30443,15543,
28970,14779,2040,22625,
23800,14386,19507,15635,
18937,4649,1187,17672,
4492,17233,26308,5658,
12090,20962,13695,9952,
16711,7392,26200,7961,
30599,24477,9962,5965,
