no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: s
type______: f
no_orders_: 90
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 60
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 16996
empty_posi: 13962
chaotical_: 23687
25716,7024,5348,27969,
30251,17625,32313,31947,
28719,15141,21388,9325,
4538,24439,21762,14599,
23608,27990,20630,3831,
22433,32176,10510,13629,
28933,15135,18734,27613,
10089,11114,22315,22917,
31441,12879,15459,17520,
20894,12672,21834,21130,
18458,27115,23976,5333,
7762,574,27906,25099,
14372,22187,5973,17541,
25496,30185,1547,32603,
22900,28539,7463,28365,
11274,22324,195,18402,
6229,8699,3772,31566,
27972,16332,8364,16281,
32086,5887,10776,1662,
20071,17613,1771,24978,
31690,18192,3619,6694,
32407,29514,15563,109,
20550,24297,3369,13794,
7037,7369,20024,30436,
28455,29691,3929,10147,
10182,29637,29765,10304,
778,2281,1350,13360,
4514,30762,20391,20706,
31570,25101,27240,4001,
18758,13277,13111,9915,
10918,10737,22428,9699,
26474,18226,32372,18900,
30064,26071,9632,13111,
25547,17779,2046,1223,
4191,14898,8088,11443,
23467,24927,6172,23875,
20197,32554,17805,30911,
26700,27049,29495,29837,
442,9500,7912,30617,
1400,5493,29789,14330,
