no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 50
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 30
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 21287
empty_posi: 27675
chaotical_: 11013
14122,17788,6641,5957,
1118,20036,15283,22003,
21430,22614,26217,26440,
9879,6488,3000,32417,
2549,13626,8025,25128,
1898,15108,12489,28081,
11397,24274,19777,15586,
7268,5404,15848,16535,
24453,29499,30280,17284,
26073,31017,18174,8733,
28442,10377,10422,14770,
19807,3303,13143,21215,
13806,6464,5499,2851,
5201,32453,8226,463,
5036,24796,15015,19490,
21069,2664,21235,29874,
29573,2122,7664,2573,
950,19752,15424,161,
25262,17004,5936,27609,
10291,27280,2535,21129,
14047,30874,10980,8844,
28975,226,18855,1964,
17622,10011,29869,10689,
87,28049,7074,5661,
9938,2480,8659,22568,
13854,25030,29922,1352,
4889,6154,31677,16388,
4156,18140,29136,30312,
17011,21070,634,24491,
6187,29412,14526,32015,
26284,23960,5948,8713,
25001,11553,27743,18338,
12565,28789,14039,12061,
6457,653,11850,6106,
26884,3944,17478,3194,
8866,27218,12667,2884,
4688,6502,25383,3527,
18286,14930,23761,13249,
9173,9306,25146,5440,
30060,27552,32145,7,
