no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 70
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 16633
empty_posi: 2501
chaotical_: 26041
12485,27926,28979,17759,
17476,16011,28483,12579,
5977,10602,3213,8400,
19956,24563,6179,13758,
6235,21605,29205,27466,
29133,3348,24379,11139,
12901,32444,18990,7206,
30786,24853,5528,14285,
11237,12711,25518,1891,
9178,22752,30458,4059,
11163,9572,4190,18465,
29105,4516,28246,11089,
8476,1970,20861,15144,
10741,5972,10835,1720,
32082,21079,21565,2399,
16490,17189,461,30201,
15098,12698,15940,16981,
1255,10772,10325,1766,
14116,31433,18988,1723,
9174,7006,12975,29617,
22966,12981,13316,17128,
30391,12038,27475,9587,
3562,9265,30157,31060,
9374,25682,30445,18087,
2763,1686,21501,7453,
4785,20558,18653,26028,
27580,13378,14848,31877,
9387,23624,26551,10055,
6385,28949,26290,15218,
19803,5202,451,2334,
32756,16627,26854,24045,
28454,1476,20863,13374,
7201,20036,27618,25251,
3201,11703,21016,24470,
20266,24695,21473,28007,
18551,30603,17397,17017,
2453,25210,10895,430,
14121,19297,300,5920,
17209,31044,23440,19730,
32329,11426,8715,11558,
