no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 100
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 30
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 11390
empty_posi: 32490
chaotical_: 30785
6169,15338,4508,11143,
12657,30367,27776,7185,
30067,7675,32652,7628,
15593,27113,7183,4505,
9915,30982,13381,30360,
29725,3074,14632,8358,
29959,4168,2698,14372,
6373,15841,11617,26363,
30609,19605,15458,22236,
26238,1108,18129,25805,
28214,11477,4503,11745,
13318,8317,28309,22854,
11255,1666,7736,17285,
9985,30800,28493,28422,
4476,5676,4375,24019,
30167,20247,19359,14493,
6028,24565,4684,26372,
14931,19950,9395,32019,
27031,24597,12720,8714,
21542,23623,12470,21601,
4140,2902,25955,12041,
23394,18535,16728,5109,
11139,8089,6215,24537,
8960,16360,23117,2866,
15860,17488,18563,23686,
19290,6197,22480,4077,
1662,31490,13825,6096,
25777,26385,9499,23281,
27457,24523,8431,5035,
8616,27408,752,13436,
29700,14809,6210,30144,
6599,17435,24083,28863,
21680,23535,22574,27626,
7162,31729,13773,15458,
2003,21733,14511,24762,
4367,24225,4715,14590,
31006,28711,11268,32756,
28219,8977,3005,27041,
16359,1586,19759,2831,
14230,25466,24472,28494,
