no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: s
type______: f
no_orders_: 100
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 60
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 23127
empty_posi: 11251
chaotical_: 24908
20711,26770,28110,14935,
15666,17324,27087,22175,
3763,22108,11621,25900,
29285,11139,8827,18569,
8113,16306,10991,5228,
28552,3052,4166,3736,
27056,11693,7070,14083,
15451,20522,27107,6964,
20990,15067,20550,30960,
31072,10551,25835,29717,
21490,20415,32738,25542,
32350,12861,18521,31432,
10082,12110,8720,20268,
2271,25886,3853,1327,
30509,21363,22928,8542,
31410,24301,6729,17918,
10163,6540,28361,24490,
10345,29810,29751,1342,
11608,16106,23108,3828,
14300,5802,8800,10445,
29445,11605,24367,25651,
3748,1860,2102,3292,
20646,6022,13787,17649,
20641,23845,22924,11376,
4525,26027,17982,6095,
28277,22757,7449,6626,
2958,29159,29297,25854,
17415,2384,16121,18271,
17473,5328,28979,18119,
18176,16359,13099,8040,
10435,495,14437,10756,
17745,21852,10260,27987,
21397,29763,30604,24229,
13227,15897,18682,5576,
25403,10942,8787,30764,
3078,28345,4234,8005,
24766,13510,2822,32305,
15387,4238,11091,2715,
13867,3765,3352,27871,
9194,1561,27209,31598,
