no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 80
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 24608
empty_posi: 29594
chaotical_: 21950
19977,27566,5921,32725,
23549,15980,17751,11551,
10910,21577,28355,7953,
31841,4467,9258,11122,
30656,19215,19562,10931,
11323,18477,29094,8318,
26781,20219,27043,21137,
18048,4664,23922,16845,
3859,4844,29776,14730,
23835,19031,9674,26926,
8248,12327,30501,15358,
25962,28910,10236,25396,
2259,26834,4651,18001,
13503,13959,16620,19892,
20961,31354,832,15212,
19679,5711,32145,1611,
21778,142,32405,27451,
30855,153,7029,10453,
16713,26338,22319,6448,
14306,5466,22841,7671,
28447,27693,30567,4799,
32020,28332,5902,14743,
1376,13450,10602,21984,
14514,31564,18237,26975,
28044,27643,12217,18320,
13895,26908,11936,29501,
6232,30946,11690,31312,
18641,8097,29991,17382,
4651,16006,24549,1188,
18242,19078,1620,19790,
26529,28564,9448,26517,
22784,29719,16831,30001,
23051,28827,21892,1328,
4709,12230,31635,5006,
25581,19086,27997,9989,
24896,21674,19726,294,
3455,11590,878,5289,
18770,18427,13573,13826,
4396,510,4739,14901,
28881,22424,2143,30698,
