no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 90
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 8143
empty_posi: 23437
chaotical_: 10497
12944,9297,14132,19400,
21825,5740,24727,9667,
17702,19578,12155,24367,
15066,18615,22778,25934,
2278,1176,23942,12380,
6628,1630,6187,9669,
6629,29932,21268,27285,
20241,7637,1361,14896,
25997,8634,7640,5443,
12962,15059,32713,23802,
13083,20939,5110,11892,
18670,21713,5026,4724,
31775,1260,28809,21849,
17122,11662,32289,6992,
5376,31341,16416,1224,
20091,24462,574,30502,
9589,18338,7484,23994,
14158,31894,3365,30450,
28941,32358,15572,462,
22273,15410,10934,24468,
28584,25491,19153,32197,
21967,14895,18949,7247,
13819,13707,5778,17412,
15112,17697,20955,331,
11792,691,3946,14102,
19854,15582,1331,7700,
8131,4082,4381,17447,
17497,257,14270,8216,
2375,20278,102,3466,
18164,28520,21088,17708,
18335,26095,14196,9523,
15870,29367,10160,24072,
3877,17299,17001,22333,
29610,8403,6268,24774,
13319,18456,27609,1126,
1087,26983,2115,2919,
17093,31357,6481,3214,
7833,21602,8633,5710,
26804,20289,30669,18748,
5286,20599,27462,30403,
