no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 30
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 8514
empty_posi: 5353
chaotical_: 6416
3642,3342,3082,6495,
7282,29744,25472,9637,
5095,15418,30312,18713,
15686,3125,3193,13866,
9356,5684,19777,31928,
18029,7984,30897,28803,
11511,14607,2268,21476,
16243,25350,8444,6843,
18828,1057,28086,22952,
32179,29728,23199,13694,
30401,1669,16638,26356,
31966,19435,29652,9886,
4514,32153,19737,5404,
1915,18263,8265,29586,
10319,25473,13855,16472,
12130,15705,13728,3058,
6777,3489,7772,6722,
5696,9578,14321,9212,
2537,23335,6864,19547,
1558,19973,13892,7954,
6905,29567,30640,10886,
22969,9004,30488,2618,
1304,5340,19682,30090,
13652,1252,29918,9885,
29514,29366,25221,11669,
3809,11701,10878,1032,
13478,9287,25959,29876,
1716,10539,12241,11118,
15575,8973,27532,348,
4081,23127,9766,22884,
29852,22859,18606,8420,
26896,4687,29885,18596,
23112,16519,12984,18953,
25696,13993,21839,3211,
29250,4109,13897,16232,
129,30724,12420,31642,
1925,31595,31543,16903,
20713,6272,19067,10745,
15393,244,22794,21453,
13920,16961,16198,29679,
