no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: 1
routing___: l
type______: f
no_orders_: 60
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 40
m_no_o_p_b: 500000
m_no_a_p_b: 60
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 1
speed_pick: 1
art_capacy: 28570
empty_posi: 15738
chaotical_: 864
1744,4622,12504,20318,
3539,9293,19327,13687,
14999,32011,12137,7570,
11263,31726,18607,25136,
13840,14903,19359,9786,
28837,11941,22800,14332,
7779,18582,15602,9585,
32752,18032,31529,26049,
26464,19263,7836,15368,
8176,30624,32392,14169,
32247,2525,28187,29699,
11033,18777,2622,530,
702,16687,6578,5401,
4802,3606,13150,24879,
5231,17288,7911,18744,
29096,11299,9090,16998,
10854,26959,14598,4351,
11881,13857,20294,16992,
32551,20863,8093,2114,
11785,21381,15562,22844,
2774,29224,21758,31369,
5743,31001,23092,22284,
3518,30956,1217,18321,
8425,29050,25644,12374,
10955,31620,29247,6090,
31908,13721,23646,6804,
4623,30777,30488,24791,
16693,5434,4092,30900,
15169,9835,4526,14865,
28948,12152,11834,6041,
12345,5901,935,260,
3099,15166,28368,15001,
26485,9511,111,19953,
12811,8143,18555,30717,
11928,13907,27572,14411,
21767,23872,14204,25988,
9445,19264,10216,27450,
31767,17657,5143,5344,
17864,24626,29890,2586,
5542,567,30997,24632,
